"Prodotti fitosanitari venduti nell'anno 2021 
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2021, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VR;12149;GERBA 4 LG;5,00
VR;12156;MAKE UP 80 WDG;5.041,00
VR;12170;;5.480,00
VR;12170;HELIOCUIVRE;525,00
VR;12172;;24,50
VR;12172;FERRAMOL;37,50
VR;12172;FERRAMOL PFnPE;73,50
VR;12199;;5,00
VR;12202;;240,00
VR;12225;;298,33
VR;12225;TEPPEKI;628,22
VR;12225;TEPPEKI PFnPE;7,52
VR;12235;FERRAMOL ESCA LUMACHICIDA (PFnPO);32,50
VR;12243;;100,00
VR;12243;MANTIR DG;6.167,00
VR;12262;VALBON;140,00
VR;12263;;540,00
VR;12263;VONDOZEB DG;1.960,00
VR;12285;FORUM GOLD;1.408,00
VR;12315;ORTIVA HOBBY;0,12
VR;12319;;25,00
VR;12319;KRONOS;5,00
VR;12323;VEBIZOLFO WG;12,00
VR;12325;MESUROL M PLUS PFnPE;556,50
VR;12361;;17,60
VR;12361;ALGEDI;4,00
VR;12368;;7,00
VR;12368;CARPOSTOP;191,00
VR;12376;;68,00
VR;12376;FITAGIL;214,00
VR;12378;TRIANUM-G;14.740,00
VR;12380;;3,00
VR;12381;;1.644,00
VR;12381;NU-FILM-P;724,00
VR;12383;;2.900,00
VR;12383;RIDOMIL GOLD MZ PEPITE;8.107,00
VR;12385;ARMETIL COBRE SC;10,00
VR;12395;CUTRIL TOP;80,00
VR;12399;GANZO;62,00
VR;12437;;4.114,00
VR;12437;DELAN 70 WG;7.344,00
VR;12452;;575,00
VR;12452;EQUIP;2.563,00
VR;12453;;2.656,00
VR;12453;MILDICUT;5.314,00
VR;12461;FINALSAN ERBICIDA PROFESSIONAL;170,00
VR;12470;OLIOCIN GIARDINO PFnPO;1,60
VR;12482;;9.625,00
VR;12482;LUMAX;22.605,00
VR;12482;LUMAX DA 5KG;5,00
VR;12489;;1,00
VR;12491;CIPERTHRIN PLUS;3,00
VR;12493;MANCOZEB PLUS 75 WG;150,00
VR;12504;FLOWBRIX;482,00
VR;12514;;10,00
VR;12514;VIPER;380,00
VR;12515;;4,50
VR;12515;GIBRELIN TAB;62,97
VR;12522;METRO;113,00
VR;12526;ALIETTE ORTO E GIARDINO;24,00
VR;12526;ALIETTE ORTO E GIARDINO PFnPE;25,75
VR;12528;;81,00
VR;12529;;491,00
VR;12529;TUCANA 25 EC;4,00
VR;12534;;285,25
VR;12534;FOXTAIL;330,25
VR;12534;FOXTAIL PFnPE;104,75
VR;12538;;301,00
VR;12540;REGRAN EXTRA;1.517,00
VR;12551;;688,00
VR;12565;METIX M;500,00
VR;12566;;109,00
VR;12566;PYGANIC 1.4;159,73
VR;12566;PYGANIC 1.4 PFnPE;6,55
VR;12568;;15,00
VR;12568;SPRINTEX NEW L;188,00
VR;12573;EKO OIL SPRAY;95,00
VR;12574;ICARUS EW;5,00
VR;12590;;7.790,00
VR;12590;DIASTAR MAXI;3.530,00
VR;12622;;3.549,50
VR;12622;QUANTUM;1.853,50
VR;12622;QUANTUM PFnPE;74,00
VR;12625;;31,00
VR;12625;EFUZIN 400 SC;74,00
VR;12628;SERENADE MAX;35,00
VR;12647;GLITTER;538,00
VR;12671;;24,81
VR;12671;HARMONY 50 SX;83,46
VR;12706;;2,10
VR;12706;PERMIT;18,15
VR;12722;;52,50
VR;12722;OSSICLOR 20 FLOW;1.319,00
VR;12722;OSSICLOR 20 FLOW PFnPE;9,00
VR;12737;;980,00
VR;12737;AIRONE PIU';13.555,00
VR;12737;AIRONE PIU' PFnPE;38,50
VR;12738;KING 360 HP;210,00
VR;12748;;20,00
VR;12748;GRIFON PIU';6.563,00
VR;12754;;12.220,00
VR;12754;VERDRAM HI BIO;250,00
VR;12756;;11,00
VR;12756;DICOTEX;268,20
VR;12759;;200,60
VR;12759;OSSICLOR 35 WG;303,50
VR;12759;OSSICLOR 35 WG PFnPE;238,90
VR;12761;AGRIMIX TOP;74,00
VR;12768;;29,75
VR;12768;SPINTOR FLY;83,00
VR;12768;SPINTOR FLY PFnPE;3,00
VR;12770;;27,00
VR;12770;ALAR 85 GOLD;4,00
VR;12779;;3,00
VR;12779;RAMEDIT COMBI WG;10,00
VR;12784;CERCOBIN WG;183,00
VR;12785;CHECKMATE CM-XL;7.401,50
VR;12790;IMPACT 250 SC;64,00
VR;12792;;8,00
VR;12792;MAGIC TANDEM;122,00
VR;12806;;42,00
VR;12806;FEDOR;728,00
VR;12813;;3,00
VR;12813;MIRADOR XTRA;189,00
VR;12828;;440,00
VR;12828;SITOFEX;285,75
VR;12830;CHECKMATE SF-XL;0,63
VR;12831;INSIGNIA;27,00
VR;12833;;0,84
VR;12833;ISOMATE C/OFM;0,38
VR;12834;;10,23
VR;12834;ISONET L PLUS;7.531,89
VR;12836;ISONET Z;0,08
VR;12840;SUCCESSOR 600;1.875,00
VR;12843;CHECKMATE CM-F;14,78
VR;12844;CHECKMATE OFM-F;5,07
VR;12857;;532,50
VR;12857;PROREX;72,50
VR;12858;;3,00
VR;12858;PRODIGY;80,00
VR;12859;;9,37
VR;12859;BORNEO;37,02
VR;12859;BORNEO PFnPE;0,85
VR;12860;;20,00
VR;12860;MILBEKNOCK;86,50
VR;12862;;1.932,00
VR;12862;CANTUS;1.109,00
VR;12866;;20,00
VR;12866;COLLIS;60,00
VR;12868;;679,00
VR;12868;BELLIS;773,00
VR;12869;;281,00
VR;12869;SIGNUM;5.543,00
VR;12878;;12.116,00
VR;12878;FOLPAN GOLD;26.322,00
VR;12883;;5.082,00
VR;12883;PROSPER 300 CS;6.592,00
VR;12883;PROSPER 300 CS DA 1 LT;2,00
VR;12883;PROSPER 300 CS DA 5 LT;90,00
VR;12886;;3.115,00
VR;12886;KARATHANE STAR;2.465,00
VR;12888;;1.728,00
VR;12888;LEPINOX PLUS;887,00
VR;12904;;3,00
VR;12904;BRAITEX;4,00
VR;12916;;20,50
VR;12916;SACRON 45 W;1.194,00
VR;12933;;77,00
VR;12940;;1.034,00
VR;12940;KARATE ZEON 1.5;3.150,00
VR;12949;AZUPEC 80 WG;2.191,00
VR;12960;;12,00
VR;12960;STARPROP;377,00
VR;12961;;153,00
VR;12961;HEREU;98,00
VR;12972;;10,00
VR;12972;GLYFOS DAKAR;180,00
VR;12989;GIBB PLUS;1,00
VR;12994;;73,50
VR;12994;VIVER ELITE WG;1.083,50
VR;13012;;3.103,00
VR;13012;FOLVIT 80 WDG;410,00
VR;13018;;211,00
VR;13018;GONDOR;773,00
VR;13020;;20,00
VR;13020;MICRORAM 35 WG;6.054,50
VR;13020;MICRORAM 35 WG PFnPE;23,80
VR;13025;MYSTIC 250 EW;2,00
VR;13061;;110,00
VR;13061;BIOBIT DF;1.967,00
VR;13062;;167,00
VR;13062;DiPel DF;9,10
VR;13062;DiPel DF PFnPE;0,02
VR;13063;;18,20
VR;13063;REGULEX 10 SG;3,50
VR;13064;;346,00
VR;13064;VITENE ULTRA SC;1.842,00
VR;13065;;55,00
VR;13065;DOMARK 125;908,50
VR;13065;DOMARK 125 PFnPE;44,40
VR;13068;;3.940,00
VR;13076;BRAITEX  PRO;290,00
VR;13083;CURZATE EFFE;55,00
VR;13084;;594,30
VR;13084;TELDOR PLUS;2.094,10
VR;13093;;1.255,00
VR;13093;STOMP AQUA;8.281,00
VR;13095;;142,00
VR;13095;DIRA-MAX LG;171,00
VR;13098;;31.482,00
VR;13098;ROUNDUP POWER 2.0;16.596,00
VR;13098;ROUNDUP POWER 2.0 PFnPE;942,00
VR;13104;ALGOR PLATIN;135,00
VR;13106;;470,00
VR;13106;IKANOS;21,00
VR;13108;CURAME BORDEAUX;50,00
VR;13116;MEDOR 35 CLASS;6,00
VR;13120;;220,00
VR;13126;;1.653,00
VR;13126;CABRIO DUO;5.000,00
VR;13127;;4,00
VR;13127;VALIS F;199,00
VR;13128;GOLTIX 50 WG;5,00
VR;13143;MEZENE WG;45,00
VR;13149;;200,00
VR;13149;POLTIGLIA MANICA 20 WG;11.066,50
VR;13149;POLTIGLIA MANICA 20 WG PFnPE;176,50
VR;13150;CURAME 25 WG;200,00
VR;13152;;1.060,00
VR;13154;;116,00
VR;13154;MONDAK 480 S;183,00
VR;13156;CAMBEL 480 S;171,00
VR;13158;;13,00
VR;13158;REMEDIER;491,00
VR;13160;;320,00
VR;13160;FORUM TOP;470,00
VR;13168;;3.032,00
VR;13168;LAUDIS;3.203,00
VR;13171;ALLIANCE;0,90
VR;13186;;0,96
VR;13186;TITUS MAIS EXTRA;11,36
VR;13205;;4.500,00
VR;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFF;6.025,00
VR;13211;ZOLFO VENTILATO SCORREVOLE 96%;4.425,00
VR;13213;;536,00
VR;13213;R6 ERRESEI ALBIS;992,00
VR;13215;COMPO FAZILO PRONTO USO PFnPO;3,00
VR;13218;;310,00
VR;13218;FINALSAN PLUS;680,00
VR;13225;AGRIDIF 250;97,00
VR;13236;BULLET;1.246,00
VR;13242;;38,00
VR;13242;NICOGAN V.O.;2.627,00
VR;13244;;14.375,00
VR;13244;ZOLFO VENTILATO STELLA;8.040,00
VR;13249;;19.800,00
VR;13249;ZOLFO VENTILATO STELLA RAMATO S;150,00
VR;13250;;2.600,00
VR;13250;ZOLFO VENTILATO STELLA RAMATO B;4.700,00
VR;13252;;78,00
VR;13255;PLAYER GR;35,00
VR;13263;BORDORAM 20 WG;20,50
VR;13263;BORDORAM 20 WG PFnPE;67,70
VR;13267;IMPERO;40,00
VR;13285;;951,00
VR;13285;SEVERAL;544,00
VR;13290;;2.075,00
VR;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTI;1.900,00
VR;13292;;28.170,00
VR;13298;;440,00
VR;13299;MAGIO';181,00
VR;13307;BERLINA;160,00
VR;13311;DOMARK COMBI WG;50,00
VR;13313;;28,00
VR;13313;CASPER;42,00
VR;13323;;0,50
VR;13323;SULFY 80 WDG;123,80
VR;13323;SULFY 80 WDG PFnPE;43,50
VR;13327;;47,80
VR;13327;GRANSTAR ULTRA SX;85,88
VR;13329;OMNEX 10 EC;37,00
VR;13354;DIFFERENCE;2,00
VR;13367;;14,00
VR;13367;DIVO;1.009,00
VR;13370;WARRANT 200 SL;3,00
VR;13377;COLUMBUS;69,00
VR;13378;;16,00
VR;13378;ORTIVA TOP;5,00
VR;13382;;578,00
VR;13382;PERGADO SC;1.964,00
VR;13382;PERGADO SC PFnPE;35,50
VR;13386;;57,00
VR;13386;PROSARO;2.621,00
VR;13387;;1,06
VR;13387;FLORAMIX;59,36
VR;13389;;39.979,00
VR;13389;AFFIRM;35.406,00
VR;13391;;108,00
VR;13391;CYTHRIN 50 EC;1.542,00
VR;13391;CYTHRIN 50 EC PFnPE;1,14
VR;13402;LUMA-KL;1.982,00
VR;13402;LUMA-KL PFnPE;69,00
VR;13447;HELMSTAR 75 WG;0,40
VR;13451;SPARVIERO;18,00
VR;13455;;78,00
VR;13455;ANTIGRAM GOLD;3.684,00
VR;13466;;239,00
VR;13466;SPOTLIGHT PLUS;5.263,00
VR;13468;CLINER;15,90
VR;13468;CLINER PFnPE;23,65
VR;13471;;3.842,00
VR;13471;NICOZEA OD;1.647,00
VR;13472;;200,00
VR;13472;ALIEN;187,00
VR;13477;;24,00
VR;13477;TOREADOR;42,00
VR;13485;;12.488,00
VR;13485;FOLPEC 80 WG ADVANCE;6.655,00
VR;13486;;12,00
VR;13486;JUDO;1,00
VR;13489;;887,00
VR;13489;CYMBAL;2.719,50
VR;13505;CLIVIS DUO;35,00
VR;13540;;40,00
VR;13546;;4.285,00
VR;13547;MEXIL ORO MZ WG;352,00
VR;13552;;49.475,00
VR;13552;ZOLVIS 80 SECTOR;45.157,00
VR;13552;ZOLVIS 80 SECTOR PFnPE;193,50
VR;13560;;261,00
VR;13560;FORZA;1.304,00
VR;13576;;51,00
VR;13576;RAMEPLANT WG;84,50
VR;13576;RAMEPLANT WG PFnPE;112,50
VR;13578;RAME CAFFARO BLU WG NEW;1.140,00
VR;13585;;1.405,00
VR;13586;;5.861,00
VR;13586;VERDERAME 20 WG;972,00
VR;13586;VERDERAME 20 WG PFnPE;18,50
VR;13592;;415,00
VR;13592;VOLARE;2.156,25
VR;13593;RADIX SOIL;138,00
VR;13631;CYPLAN 5 EC;3,00
VR;13635;POLTIGLIA 20 PB MANICA;2.503,00
VR;13635;POLTIGLIA 20 PB MANICA PFnPE;8,00
VR;13637;;215,00
VR;13637;PERGADO F;140,00
VR;13639;;1,00
VR;13639;ACRAMITE 480 SC;14,50
VR;13647;NEORAM BLU WG PFnPE;24,00
VR;13648;;11.871,00
VR;13671;SPONIX FLOW;4.433,00
VR;13689;;64,00
VR;13689;FLINT MAX;32,00
VR;13693;;114,00
VR;13693;BACILLUS CHEMIA;24,00
VR;13693;BACILLUS CHEMIA PFnPE;1,20
VR;13698;;1.374,50
VR;13698;VIVANDO;2.385,75
VR;13700;ATLANTIS PRO;49,50
VR;13705;AMECTIN EC;8,00
VR;13711;;2.326,00
VR;13716;CAPTAN ARVESTA 80 WG;1.122,00
VR;13719;THIAMON 80 PLUS;8.550,00
VR;13736;;1,50
VR;13736;TRACE;33,75
VR;13741;;185,00
VR;13741;SELECTA DISPERSS;100,00
VR;13742;PERGADO MZ;78,00
VR;13753;GAL-GONE;82,00
VR;13765;;7,00
VR;13771;;1.648,00
VR;13771;NIMROD 250 EW;2.573,00
VR;13782;DOURO 10 WG;1.361,00
VR;13785;;10,00
VR;13791;GEATER-STAR;12,00
VR;13791;GEATER-STAR PFnPE;43,25
VR;13792;;2,00
VR;13792;STABILAN;98,00
VR;13794;;217,00
VR;13794;SPADA WDG;211,00
VR;13796;CELL;225,00
VR;13801;TOUCHDOWN HOBBY;22,25
VR;13801;TOUCHDOWN HOBBY PFnPE;22,25
VR;13807;RAVENAS;159,50
VR;13809;;45.170,00
VR;13809;FORCE ULTRA;81.350,00
VR;13815;TUTOR 18-15 PFnPE;5,50
VR;13817;;12,00
VR;13820;;3,00
VR;13820;BAYTEROID 25 EC;35,00
VR;13823;;267,00
VR;13823;ALVERDE;507,00
VR;13838;;0,50
VR;13838;XEDAVIR;229,00
VR;13838;XEDAVIR PFnPE;1,00
VR;13841;;1.211,00
VR;13841;FOCUS ULTRA;4.009,00
VR;13842;CHECKMATE OFM;2.200,25
VR;13856;COPRANTOL TRIO;340,00
VR;13885;;10,00
VR;13888;FANTIC F NC WG;2.400,00
VR;13895;;6.745,00
VR;13895;SAVIRAN STAR;165,00
VR;13899;DAUPHIN 45;98,50
VR;13905;;2.392,00
VR;13905;BANJO;3.162,00
VR;13913;ORIUS P;610,00
VR;13925;;8,00
VR;13926;SPONSOR;36,00
VR;13927;;0,50
VR;13930;MARINS 200 CLASS;71,00
VR;13981;;1.166,20
VR;13981;CORAGEN;2.148,00
VR;13983;;159,00
VR;13983;HUSSAR MAXX PRO;251,00
VR;13998;;182,00
VR;13998;PYRUS 400 SC;196,00
VR;14018;BASIC;51,50
VR;14018;BASIC PFnPE;5,00
VR;14021;BREK DUO;515,00
VR;14042;;100,00
VR;14042;SUPRAFOS EC;1.268,00
VR;14044;;93,00
VR;14044;JOKER 480;9,00
VR;14058;;54,25
VR;14058;FEINZIN 70 DF;1.050,13
VR;14061;TRIANUM-P;2.833,00
VR;14062;;4.251,00
VR;14062;ZOXIUM 240 SC;2.613,00
VR;14077;;80,00
VR;14085;PUNTIL MZ;10,00
VR;14098;;500,00
VR;14099;;230,00
VR;14099;ASPOR WDG;770,00
VR;14100;;148,00
VR;14100;KANEMITE;140,00
VR;14101;;4,00
VR;14101;CARAMBA;342,00
VR;14102;;34.830,00
VR;14102;BORDOFLOW NEW;20.943,00
VR;14107;MICROBAGNABILE SC;1.072,00
VR;14119;;1.259,00
VR;14119;VISIR PENCOTECH;92,00
VR;14122;KATAR;12,00
VR;14128;ZIGNAL;4,00
VR;14135;GRENADIER 75 DF;1,54
VR;14136;;85,50
VR;14136;OBERON;164,50
VR;14137;;103,00
VR;14137;ALTACOR;235,90
VR;14154;;3,28
VR;14154;PIRETRO ACTIGREEN;11,88
VR;14154;PIRETRO ACTIGREEN PFnPE;3,08
VR;14155;;160,00
VR;14156;CURZATE R WG;1.145,00
VR;14165;;4.375,00
VR;14165;NANDO MAXI;5.592,00
VR;14166;;756,00
VR;14166;ZETOR;10.747,00
VR;14168;SILWET VELONEX;4,00
VR;14169;;220,00
VR;14169;PERGADO R;41,50
VR;14178;;3.820,00
VR;14178;TRI-BASE;760,00
VR;14182;;32,00
VR;14182;ARES 25 WG;2.877,00
VR;14193;SARMOX 45 DG;114,00
VR;14195;;1.755,00
VR;14204;75A;42,00
VR;14210;;2.476,50
VR;14210;EVURE PRO;1.021,00
VR;14214;RAPSAN 500 SC;494,00
VR;14217;TENAX EW;120,00
VR;14232;CYTHRIN MAX;105,50
VR;14257;;413,50
VR;14257;UNDERLINE 0,2 G;154,50
VR;14257;UNDERLINE 0,2 G PFnPE;920,00
VR;14262;;30,15
VR;14262;GREENEX NF;109,95
VR;14262;GREENEX NF PFnPE;40,66
VR;14263;BIOTEN;10,00
VR;14290;MAGENTI SL;899,00
VR;14294;;0,60
VR;14294;EXECUTIVE;9,30
VR;14323;;306,00
VR;14323;BELPROMEC;714,00
VR;14336;;44,00
VR;14336;NEMATHORIN 150 EC;13,00
VR;14348;;10,00
VR;14350;ZOLFO RAMATO 5;925,00
VR;14363;U 46 GIARDEN PFnPO;13,90
VR;14375;;466,00
VR;14375;LION 5 EC;1.156,00
VR;14380;CLORMET;20,00
VR;14387;NERVURE SUPER;300,00
VR;14390;BOOM EFEKT;5.462,00
VR;14405;MERLIN FLEXX;163,00
VR;14406;;30,75
VR;14406;LEIMAY;335,50
VR;14407;;15,00
VR;14407;RUNWAY;65,00
VR;14409;;3.899,00
VR;14409;MOVENTO 48 SC;5.070,00
VR;14414;;3,00
VR;14414;DUSTY;31,00
VR;14414;DUSTY PFnPE;240,50
VR;14418;PULSAR 40 SL;867,00
VR;14423;PRIMISOL 80 WDG;2,00
VR;14426;GEODIS;3,00
VR;14431;;146,00
VR;14431;LENTAGRAN 45 WP;772,00
VR;14432;METRIC;1,00
VR;14473;;1,00
VR;14479;;20.690,00
VR;14479;SCHERMO 0.5 G;69.063,00
VR;14491;;2.000,00
VR;14491;KUBIK MCZ;300,00
VR;14529;GOBBI GIB 2LG;24,00
VR;14543;;12,00
VR;14543;FLUIZOL;1,00
VR;14548;TURIBEL;81,00
VR;14549;LEPIBACK;164,00
VR;14559;;525,00
VR;14559;AGREE WG;426,00
VR;14576;CUTRIL EVO;570,00
VR;14577;;1.850,00
VR;14577;FORUM R 3B;409,00
VR;14582;FENGIB;5,00
VR;14631;ESTEL;13,00
VR;14636;;5.191,50
VR;14636;BIOLID UP;4.918,00
VR;14636;BIOLID UP PFnPE;105,90
VR;14642;;6.522,00
VR;14642;RIDOMIL GOLD R WG;11.063,00
VR;14643;CENTIUM 36 CS;1,00
VR;14660;BTK 32 WG;183,00
VR;14663;ACCEL 40 SG;0,17
VR;14664;;537,53
VR;14664;BERELEX 40 SG;4,14
VR;14679;CHEMOL PLUS;5,00
VR;14683;;14,60
VR;14683;BERMERAX;1,25
VR;14684;SUPERBO;75,00
VR;14686;;705,00
VR;14686;KOCIDE OPTI;1.020,00
VR;14692;BUZZ ULTRA DF;30,00
VR;14697;;5.416,00
VR;14697;ENERVIN DUO;1.356,00
VR;14699;;302,00
VR;14699;GEOXE;274,50
VR;14709;;1,21
VR;14709;ISOMATE A/OFM;3.001,62
VR;14728;CELIO;30,00
VR;14735;;72,00
VR;14735;RANMAN TOP;143,50
VR;14737;;4.785,00
VR;14737;ROUNDUP PLATINUM;13.279,00
VR;14737;ROUNDUP PLATINUM PFnPE;87,50
VR;14739;DECIS PROTECT;14,00
VR;14739;DECIS PROTECT PFnPE;36,00
VR;14739;DELTAM PROTECT PFnPE;201,00
VR;14760;RASIKAL PRO;13,00
VR;14760;RASIKAL PRO PFnPE;8,00
VR;14764;;105,00
VR;14764;SLUXX;175,00
VR;14765;;221,00
VR;14769;;310,00
VR;14769;COMET 250 EC;242,00
VR;14785;DRISCOLL;2,30
VR;14785;DRISCOLL PFnPE;0,25
VR;14794;AVALON SC;1.930,00
VR;14797;MEDIATOR TOP;1.250,00
VR;14801;;323,00
VR;14809;;20,00
VR;14812;;7.678,00
VR;14812;ENERVIN TOP;1.589,00
VR;14819;VALIS M;1.437,00
VR;14830;;5,00
VR;14836;BARBARIAN BIOGRADE 360;3.151,00
VR;14836;BARBARIAN BIOGRADE 360 PFnPE;49,50
VR;14837;TARTAN;18,00
VR;14838;;1.640,00
VR;14838;BARCLAY GALLUP BIOGRADE 360;14.516,00
VR;14845;;528,00
VR;14845;MYSTIC PLUS S;197,00
VR;14854;;7,00
VR;14867;;30,00
VR;14867;SYNERO;45,00
VR;14869;CUPROBEL HYDRO;2.000,00
VR;14872;;357,50
VR;14872;BELLIS DRUPACEE;300,50
VR;14876;;154,00
VR;14876;GRANDSTAND;7,50
VR;14878;FOXTROT;3,00
VR;14879;;1,05
VR;14879;LONTREL 72 SG;26,20
VR;14884;;899,00
VR;14884;CORUM;4.749,00
VR;14891;;46,00
VR;14891;TRICO;71,50
VR;14897;;109,00
VR;14897;FLUROSTAR 200;760,00
VR;14898;POLECI;11,00
VR;14900;KENKIO;165,00
VR;14912;PATRIOT GOLD;59,00
VR;14914;;40,00
VR;14914;YSAYO;10,00
VR;14916;SILWET SPRINTEX;62,00
VR;14919;EMERALD 125 PFnPE;4,37
VR;14920;;4.800,00
VR;14920;ZOLFO 80 WP ZOLFINDUSTRIA;13.555,00
VR;14925;;43,00
VR;14925;SWING EX-TRA;5,00
VR;14935;;714,00
VR;14935;TIMELINE TRIO;251,00
VR;14936;;117,00
VR;14936;AMPLIGO;121,50
VR;14937;VOLIAM TARGO;9,00
VR;14938;DEDICATE;9,00
VR;14940;;27,00
VR;14940;TAKUMI;16,95
VR;14944;;92,00
VR;14944;FLUXYR 200 EC;587,00
VR;14947;TRUSTEE 450 PFnPE;37,75
VR;14950;BONI PROTECT;15,00
VR;14951;BOTECTOR;1,20
VR;14967;TIPTOR ULTRA;566,00
VR;14969;HOPPER 480;236,00
VR;14970;POLYSECT ULTRA SL;4,10
VR;14972;;88,00
VR;14972;DICARZOL 50 SP;221,00
VR;14980;;28,00
VR;15005;;156,00
VR;15005;FONTELIS;949,00
VR;15008;;320,00
VR;15013;;13,90
VR;15013;NATRIA LUMACHICIDA;140,00
VR;15013;NATRIA LUMACHICIDA PFnPE;26,50
VR;15015;NATRIA LUMACHICIDA GIARDINO (PFnPO);17,00
VR;15019;;56,00
VR;15019;RIVIERA;549,00
VR;15023;;40,00
VR;15023;DERREX;940,00
VR;15037;BREZZA;895,00
VR;15039;;257,50
VR;15039;GAMIT 36 CS;54,50
VR;15047;;1,00
VR;15047;R6 ERRESEI BORDEAUX WG;2.368,50
VR;15048;;90,00
VR;15048;MOXYL 45 WG;120,00
VR;15049;MODDUS;13,00
VR;15050;;361,00
VR;15050;VERTIMEC PRO;420,00
VR;15051;;495,00
VR;15051;KYLEO;4.425,00
VR;15052;;263,00
VR;15052;KAIMO SORBIE;58,60
VR;15058;PRINCIPAL MAIS;194,48
VR;15059;;2.771,75
VR;15059;DECIS EVO;4.572,25
VR;15062;;2.604,00
VR;15062;PIRAMAX  EC;1.003,00
VR;15063;;1,00
VR;15063;NIMBLE;89,00
VR;15071;;2.938,00
VR;15071;EVOLUTION;5.899,00
VR;15083;;10,00
VR;15083;AUDACE;975,00
VR;15084;DRUM;14,50
VR;15085;VITISAN 45 WG;175,50
VR;15096;;409,50
VR;15096;GLIPHOGAN TOP CL;8.734,00
VR;15096;GLIPHOGAN TOP CL PFnPE;2.428,00
VR;15100;NECTAR PLUS;386,00
VR;15101;CIMORAM ULTRA WG;6,00
VR;15111;;13,00
VR;15111;MIRADOR SC;24,00
VR;15115;;7.197,00
VR;15115;PROSPER 500 EC;37,00
VR;15116;ELIOS R;52,00
VR;15119;FORTEZZA;12,00
VR;15120;;1.600,00
VR;15121;BIOCUPRO;760,00
VR;15122;ACTELLIC 50 NEWPHARM;12,00
VR;15124;ZANTARA;6,00
VR;15125;;2,00
VR;15127;;365,00
VR;15130;;1.529,00
VR;15130;INTREPID;1.543,00
VR;15135;OLEOSAN PLUS;1,80
VR;15135;OLEOSAN PLUS PFnPO;0,50
VR;15142;;274,00
VR;15142;ALCANCE SYNC TEC;2.291,00
VR;15145;TEMPLIER;4,00
VR;15148;ENVIROMITE 480 SC;12,50
VR;15149;;43.925,00
VR;15149;COSAVET DF EDGE;84.469,00
VR;15168;ZORO 1.9 EW;6,00
VR;15177;;500,00
VR;15181;CIRRUS CS;38,00
VR;15198;;30,00
VR;15198;AZBANY;518,00
VR;15199;;84,00
VR;15199;SAKURA;945,00
VR;15200;;474,00
VR;15200;QUALY;135,00
VR;15201;;140,00
VR;15201;FLOXY 355 SC;6,00
VR;15201;FLOXY 400 SC;85,00
VR;15213;;9,73
VR;15213;DEMETRINA FLOW;9,20
VR;15213;DEMETRINA FLOW PFnPE;182,26
VR;15221;ZETARAM PLUS;1.580,00
VR;15222;FOLICUR COMBI WG;21,00
VR;15227;MESUROL EVOLUTION PFnPE;3,50
VR;15229;;1.810,00
VR;15232;CUSTODIA ULTRA;127,00
VR;15233;DALET TRIO;65,00
VR;15235;;12.449,50
VR;15235;MOMENTUM;1.711,00
VR;15235;MOMENTUM PFnPE;25,00
VR;15237;;306,00
VR;15237;CHIKARA DUO;275,00
VR;15247;STOY;586,00
VR;15250;COPRANTOL DUO;15,00
VR;15251;AIRONE LIQUIDO;9.697,00
VR;15253;;2.829,00
VR;15253;FALCON MK;2,00
VR;15260;PRORADIX;1,85
VR;15263;;230,00
VR;15263;DYNALI;37,00
VR;15264;;1.593,00
VR;15264;ENERVIN SC;2.391,00
VR;15265;;406,00
VR;15265;PROMAN FLOW;2.345,00
VR;15266;;20,00
VR;15266;QUARTET;1.090,00
VR;15267;;161,00
VR;15267;KUSABI;90,70
VR;15269;SYSTIVA;200,00
VR;15270;PROFELIS;0,06
VR;15279;VARGAS;50,00
VR;15281;MICROMEGAS;10,00
VR;15285;PRIMMA STAR;5,48
VR;15288;;3,00
VR;15289;;2,00
VR;15290;AXIDOR;12,00
VR;15291;TURFENE PLUS;208,10
VR;15291;TURFENE PLUS PFnPE;309,60
VR;15294;;868,00
VR;15302;;2.936,00
VR;15302;AMYLO-X;3.819,00
VR;15307;;825,00
VR;15307;DEDALUS 25 WDG;184,50
VR;15310;;62,00
VR;15310;NISSHIN EXTRA 6 OD;107,00
VR;15311;TIZCA;6,00
VR;15313;THIAMON FLOWZOLFO SC;27,00
VR;15315;;26,00
VR;15315;ALEF;1.716,00
VR;15317;;25.690,00
VR;15317;SESTO GOLD;499,00
VR;15325;CORNER MZ WG;2,00
VR;15326;;54.830,00
VR;15326;CUPROTEK DISPERSS;100,00
VR;15330;PINDARUS 25 WDG;191,50
VR;15331;;539,50
VR;15331;ZEFIR 25 WDG;85,00
VR;15333;APPLAUD PLUS;1,06
VR;15333;APPLAUD PLUS PFnPE;1,59
VR;15335;U 46 ULTRA;464,00
VR;15337;;4,40
VR;15337;EXPRESS;5,90
VR;15342;FEUDO MZ WDG;20,00
VR;15344;;381,00
VR;15344;FILAN WG;668,00
VR;15346;;254,00
VR;15348;;117,00
VR;15348;RIDOMIL GOLD R LIQUIDO;3.226,00
VR;15349;;16,00
VR;15349;ARES 430 SC;582,00
VR;15356;SPHINX SC;192,00
VR;15358;ZOLFO FLOW MCT;2.650,00
