"Prodotti fitosanitari venduti nell'anno 2021 
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2021, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VE;7368;TURFENE L;49,00
VE;7379;;152,00
VE;7379;VENZAR;70,50
VE;7401;;1,00
VE;7401;POLTIGLIA CAFFARO 20 DF NEW;130,00
VE;7483;;3,00
VE;7483;DEVRINOL F;1,00
VE;7534;ROYAL MH;20,00
VE;7541;;3,85
VE;7541;APOLLO SC;0,10
VE;7541;APOLLO SC PFnPE;1,80
VE;7541;APOLLO SC x 50 ml;0,40
VE;7611;;1.013,00
VE;7611;ENOVIT METIL FL;769,00
VE;7700;;631,60
VE;7700;MATACAR FL;188,80
VE;7764;;329,00
VE;7764;TIOLENE PFnPE;13,50
VE;7911;;1.180,00
VE;7916;;12.165,00
VE;7916;POLYRAM DF;2.633,00
VE;7919;;14.142,00
VE;7919;TOUCHDOWN;6.318,00
VE;7922;;226,00
VE;7922;OPALENE;61,50
VE;7922;OPALENE OLIO 500ML;10,00
VE;7922;OPALENE PFnPE;78,50
VE;7930;;1.608,00
VE;7930;KERB FLO;387,00
VE;7961;;10,00
VE;8001;;0,44
VE;8001;AGRO-PYR;2,50
VE;8028;;1.493,00
VE;8028;CALARIS;24,00
VE;8064;;48,00
VE;8102;;3.370,00
VE;8102;MERPAN 80 WDG;758,00
VE;8146;;52,50
VE;8146;GALLERY;26,00
VE;8184;;166,00
VE;8184;CHALLENGE;215,00
VE;8259;LAMDEX EXTRA;43,00
VE;8320;DELFIN;1,00
VE;8376;;35,00
VE;8376;ARIANE II;28,00
VE;8382;;4,50
VE;8382;ROUNDUP BIOFLOW PFnPE;47,50
VE;8498;;50,00
VE;8498;FOLICUR WG;168,00
VE;8542;;171,00
VE;8542;FORUM 50 WP;175,20
VE;8546;;12,00
VE;8558;PIRETRO VERDE PFnPE;10,40
VE;8565;;18,00
VE;8599;;1.800,00
VE;8599;GOLD BEET;160,00
VE;8601;;5.927,00
VE;8601;FOLPAN 80 WDG;2.819,00
VE;8617;;2,00
VE;8656;;140,00
VE;8656;GLIFENE HP;7.081,00
VE;8706;;26,50
VE;8706;AMID THIN W;1,00
VE;8712;;1,00
VE;8712;ALLEGANTE 4% AF 96;3,00
VE;8735;;489,00
VE;8735;TREBON UP;197,00
VE;8742;;10,00
VE;8742;INDAR 5 EW;4,00
VE;8743;GREENEX;7,00
VE;8795;;112,75
VE;8795;VERTIMEC EC;31,25
VE;8797;;176,00
VE;8797;BINAL PRO;52,00
VE;8801;;709,25
VE;8801;SCORE 25 EC;215,25
VE;8836;MIMIC;1,00
VE;8838;;1,00
VE;8874;;251,00
VE;8874;ETOFUM - FL;96,00
VE;8882;;290,00
VE;8882;ULTRA FINE OIL;20,00
VE;8886;;65,88
VE;8886;SAFARI;28,68
VE;8900;ZOLFO VENTILATO RAMATO 3%;75,00
VE;8929;;13,00
VE;8933;;5,00
VE;8934;;610,00
VE;8934;SCALA;239,00
VE;8937;;3,00
VE;9005;;1.101,00
VE;9005;AGIL;2.244,00
VE;9010;RAMEZIN COMBI WG;486,00
VE;9012;;450,00
VE;9012;CUPROCAFFARO MICRO;256,00
VE;9041;;9.850,00
VE;9061;;7,00
VE;9126;;20,50
VE;9126;CONCORDE COMBI;2,50
VE;9126;CONCORDE COMBI PFnPE;13,00
VE;9148;;15,00
VE;9210;;2.969,00
VE;9210;QUADRIS;725,00
VE;9244;;330,00
VE;9244;ZIRAMIT 76 WG;210,00
VE;9267;ROYALTAC N;1.100,00
VE;9306;;2,00
VE;9306;PROPLANT;0,50
VE;9342;;11,00
VE;9342;DELTRIN;34,50
VE;9342;DELTRIN PFnPE;147,50
VE;9373;;36,00
VE;9373;CHORUS;9,00
VE;9411;RADIP ORMON PFnPE;18,70
VE;9411;RADIP ORMON x 100 gr;1,50
VE;9422;;385,25
VE;9422;EVADE;87,00
VE;9449;EMERALD COMBI;12,00
VE;9509;;80,00
VE;9569;;747,00
VE;9569;ZETARAM 3B FL;360,00
VE;9578;;1.347,75
VE;9578;SWITCH;350,25
VE;9612;OSSICLOR 30;10,00
VE;9631;;5,00
VE;9631;METRIN EC;89,00
VE;9655;;49,00
VE;9655;PRIMIAL WG;1,00
VE;9668;;2,00
VE;9668;RUFAST E-FLO;24,00
VE;9678;;2.630,00
VE;9678;M70 DF;1.311,00
VE;9679;;232,00
VE;9679;KRISTAL 32 WG;31,00
VE;9695;;50,50
VE;9695;PERLAN;35,00
VE;9696;;3,00
VE;9705;;147,00
VE;9705;PREVITER;33,14
VE;9723;;30,00
VE;9744;;238,00
VE;9744;SCORE 10 WG;13,00
VE;9747;;0,04
VE;9757;;1.271,00
VE;9757;SPYRALE;371,00
VE;9790;;240,00
VE;9790;CONTATTO 320;37,00
VE;9800;;274,00
VE;9800;MAVRIK SMART;16,45
VE;9809;;90,00
VE;9843;;1.356,00
VE;9843;BASAGRAN SG;504,00
VE;9872;;560,00
VE;9872;AKRIS;550,00
VE;9905;;2,50
VE;9905;THIOCUR 20 EW;30,00
VE;9908;;20,50
VE;9954;;2.642,00
VE;9954;JOKER;1.369,00
VE;10005;;1,00
VE;10005;SCOTTS WEEDCONTROL;1,00
VE;10029;;0,12
VE;10029;KING PFnPE;2,80
VE;10048;;16.400,00
VE;10048;KUMULUS TECNO;6.500,00
VE;10088;;0,10
VE;10105;;17,50
VE;10105;RIDOMIL GOLD SL;6,00
VE;10117;;4.008,00
VE;10117;STRATOS ULTRA;1.030,00
VE;10118;;1.345,00
VE;10118;AMISTAR;233,00
VE;10127;;0,75
VE;10127;DECIS JET PFnPE;9,84
VE;10161;;513,03
VE;10161;ORTIVA;54,16
VE;10187;;70,00
VE;10209;GLYFOS ULTRA;1.780,00
VE;10220;;42,00
VE;10220;DICOPUR COMBI;41,00
VE;10224;EMME-H;1.650,00
VE;10226;NOXIS M;12,00
VE;10230;LUMAPLUS;128,50
VE;10230;LUMAPLUS 1KG;48,00
VE;10230;LUMAPLUS PFnPE;605,50
VE;10263;;22,00
VE;10263;DRIVER;2,00
VE;10272;CEREXIL M DG;83,00
VE;10285;;2,00
VE;10296;;303,00
VE;10305;;42,55
VE;10305;OIKOS;10,00
VE;10305;OIKOS PFnPE;0,20
VE;10306;;61,00
VE;10306;MISTRAL;47,00
VE;10324;;20,00
VE;10324;NEMATHORIN 10 G;30,00
VE;10329;;90,00
VE;10329;FORUM MZ WG;65,00
VE;10350;;1.365,00
VE;10350;BLAST SG;213,00
VE;10357;;489,00
VE;10357;RIGRON SG;627,00
VE;10368;TRISCABOL 76 WG;3,00
VE;10381;;122,17
VE;10381;CONCORDE 40 EW;1,23
VE;10381;CONCORDE 40 EW PFnPE;6,10
VE;10415;;80,00
VE;10423;;2.725,25
VE;10423;LUMACHICIDA VEBI PFnPE;314,00
VE;10435;;42,00
VE;10439;;11,00
VE;10461;;10,00
VE;10461;DICOTURF PFnPE;113,00
VE;10474;;55,00
VE;10479;;142,00
VE;10479;NATURALIS;10,00
VE;10560;PIRETRO NATURA;35,00
VE;10573;;2.631,00
VE;10577;;586,25
VE;10585;;60,00
VE;10588;;147,00
VE;10589;;0,89
VE;10589;FLORA VERDE PFnPE;1,46
VE;10589;FLORA VERDE PFnPE PFnPE;0,90
VE;10604;;26,36
VE;10604;EMERALD 40 EW;8,47
VE;10604;EMERALD 40 EW 250ML;2,25
VE;10604;EMERALD 40 EW PFnPE;61,05
VE;10627;;4,00
VE;10628;;530,00
VE;10632;;37,00
VE;10632;COBRE NORDOX SUPER 75 WG;190,00
VE;10701;;41,50
VE;10701;CUMETA FLOW;79,50
VE;10701;CUMETA FLOW PFNPE;220,00
VE;10734;;4.970,00
VE;10734;DUAL GOLD;3.783,00
VE;10735;;3.040,00
VE;10735;PRIMAGRAM GOLD;1.270,00
VE;10741;;406,00
VE;10741;METACINQUE;261,00
VE;10741;METACINQUE 1 KG;132,00
VE;10741;METACINQUE PFnPE;1.321,00
VE;10741;METACINQUE x 1 kg;132,00
VE;10752;;183,25
VE;10752;STEWARD;52,75
VE;10771;;2.501,00
VE;10771;MOST MICRO;913,00
VE;10839;;38,00
VE;10839;LUMAKIDIN ESCA;31,00
VE;10878;;0,50
VE;10878;PANESCA;1,00
VE;10878;PANESCA PFnPO;4,00
VE;10890;;360,00
VE;10890;FLiPPER;105,00
VE;10926;;27,00
VE;10926;ALTOREX;19,00
VE;10929;;3,45
VE;10929;CHIKARA 25 WG;0,60
VE;10944;;568,00
VE;10944;KARATE ZEON;285,50
VE;10952;;191,00
VE;10976;;1.269,52
VE;10976;METEOR;366,50
VE;10976;METEOR PFnPE;279,71
VE;10976;METEOR x 200 ml;2,80
VE;10976;METEOR x 30 ml;1,44
VE;10976;METEOR x 60 ml;1,44
VE;10999;;1.067,00
VE;10999;BETANAL SE;1.169,00
VE;11011;;4.699,00
VE;11011;DASH HC;2.620,00
VE;11012;;60,00
VE;11059;;204,00
VE;11059;BIOPOWER;76,00
VE;11062;;15,00
VE;11062;BION 50 WG;2,50
VE;11070;;23.475,00
VE;11088;BION MX;8,00
VE;11102;;250,00
VE;11102;HELIOSOUFRE S;30,00
VE;11106;;272,00
VE;11119;;501,00
VE;11119;FLINT;1,30
VE;11173;;692,35
VE;11173;AVAUNT EC;761,00
VE;11190;LITAR 10 EC;11,00
VE;11196;;1.510,00
VE;11196;SULFAR;10,00
VE;11206;;3.745,00
VE;11206;CODACIDE;2.147,50
VE;11212;BATKUR;12,00
VE;11243;;543,00
VE;11243;LEOPARD 5 EC;2.358,00
VE;11253;;318,00
VE;11253;CALLISTO;187,00
VE;11257;;5,25
VE;11257;COSTAR WG;0,75
VE;11258;;45,00
VE;11303;;1.000,00
VE;11303;CHAMP DP;140,00
VE;11341;;863,00
VE;11341;STARANE GOLD;541,00
VE;11353;;216,00
VE;11353;FUSILADE MAX;34,00
VE;11355;;6.000,00
VE;11359;;675,00
VE;11390;VITENE TRIPLO BLU;10,00
VE;11393;BEETLE;8,00
VE;11402;;55,00
VE;11416;;1.115,00
VE;11448;;11,00
VE;11448;KICKER;11,00
VE;11449;;14.565,00
VE;11449;GARDOPRIM GOLD;55,00
VE;11479;;86,00
VE;11479;BRANCHER DIRADO;6,00
VE;11497;;1.561,00
VE;11499;BUSTER;0,50
VE;11505;READY GERMIPLUS;476,00
VE;11523;;3,00
VE;11526;;100,00
VE;11526;SULTAN;110,00
VE;11533;TOP-GUN;3,00
VE;11554;ECODIAN CIDIA;5,00
VE;11561;;47,39
VE;11561;NEEMAZAL T/S;10,31
VE;11561;NEEMAZAL T/S PFnPE;2,00
VE;11569;;276,00
VE;11569;CUPROXAT S.D.I.;20,00
VE;11587;CAMBEL S;1,00
VE;11611;;5,00
VE;11611;VYDATE 10L;35,00
VE;11619;TIOFLOR WDG;2.607,00
VE;11648;;0,15
VE;11648;AZACTIVA PFnPE;5,75
VE;11649;;105,20
VE;11649;COMMAND 36 CS;37,00
VE;11654;;8,00
VE;11678;;9,00
VE;11690;;3,00
VE;11693;;105,25
VE;11693;LASER;21,00
VE;11693;LASER PFnPE;7,35
VE;11694;;2,01
VE;11694;CONSERVE SC;2,25
VE;11694;CONSERVE SC PFnPE;7,25
VE;11700;BOTANIGARD 22 WP;0,01
VE;11711;;1.440,00
VE;11711;MEXIRAM HI BIO;1.080,00
VE;11730;COSMOTRIN;0,25
VE;11730;COSMOTRIN PFnPE;2,20
VE;11732;;30,00
VE;11760;;2.040,00
VE;11760;POLITHIOL;660,00
VE;11762;;1.430,00
VE;11762;FORUM STAR;1.055,00
VE;11767;;238,00
VE;11767;BIG MAIS;74,00
VE;11779;;265,00
VE;11786;;0,24
VE;11788;;145,00
VE;11789;;13,00
VE;11814;;16,00
VE;11814;SPADA 200 EC;42,00
VE;11854;;65,00
VE;11854;BUGGY TF;37,00
VE;11857;;5,00
VE;11866;AGRO-OIL PFnPE;0,50
VE;11870;CUPRITAL S.D.I.;3,00
VE;11870;CUPRITAL S.D.I. P.F.n.P.E;0,50
VE;11872;RIFLE 3-18-R;62,00
VE;11874;;6,00
VE;11944;;90,00
VE;11948;;60,00
VE;11991;;3,00
VE;11991;NEEMIK TEN;104,00
VE;12010;;192,00
VE;12010;TUAREG;206,00
VE;12020;;9,52
VE;12020;SUCCESS;2,56
VE;12020;SUCCESS PFnPE;14,97
VE;12041;MARTOS;1,00
VE;12043;;89,95
VE;12043;PREVICUR ENERGY;12,95
VE;12043;PREVICUR ENERGY PFnPE;2,85
VE;12044;;180,00
VE;12048;;13.779,00
VE;12048;TIOSOL 80 WG;1.619,00
VE;12067;CIPER;19,00
VE;12068;;5,35
VE;12068;TEFLUSTAR PFnPE;0,35
VE;12090;;770,00
VE;12090;MICROSED GEO;30,00
VE;12096;;22.475,00
VE;12096;POLTIGLIA DISPERSS;6.576,00
VE;12100;;80,00
VE;12106;TALENDO;19,00
VE;12114;;40,00
VE;12114;AUXIGER LG;7,00
VE;12133;JUVINAL GOLD;7,00
VE;12149;;3,00
VE;12170;;750,00
VE;12170;HELIOCUIVRE;45,00
VE;12172;;2,50
VE;12172;FERRAMOL;44,50
VE;12172;FERRAMOL BIO ESCA LUMACHICIDA GRANU;12,00
VE;12172;FERRAMOL PFnPE;107,50
VE;12199;;8,00
VE;12202;;340,00
VE;12208;;8,00
VE;12225;;21,33
VE;12225;TEPPEKI;8,62
VE;12225;TEPPEKI PFnPE;6,35
VE;12225;TEPPEKI x 10 gr;0,66
VE;12235;;10,50
VE;12243;;301,00
VE;12243;MANTIR DG;863,00
VE;12263;;1.240,00
VE;12263;VONDOZEB DG;320,00
VE;12285;;2.569,00
VE;12285;FORUM GOLD;834,00
VE;12315;;1,14
VE;12315;ORTIVA HOBBY;6,54
VE;12315;ORTIVA HOBBY PFnPE;1,20
VE;12319;KRONOS;165,00
VE;12323;;803,50
VE;12323;VEBIZOLFO WG 500GR;11,50
VE;12323;VEBIZOLFO WG PFnPE;13,00
VE;12325;;156,50
VE;12325;MESUROL ESCA 500GR;18,00
VE;12325;MESUROL M PLUS PFnPE;324,50
VE;12344;;64,60
VE;12344;VEBITHRIN 5 EC PFnPE;89,60
VE;12361;;26,20
VE;12361;ALGEDI;164,20
VE;12375;;150,00
VE;12375;SUGAR 500 SC;30,00
VE;12381;;53,00
VE;12381;NU-FILM-P;9,00
VE;12383;;1.452,00
VE;12383;RIDOMIL GOLD MZ PEPITE;291,00
VE;12391;;2,00
VE;12399;;1,00
VE;12437;;293,00
VE;12437;DELAN 70 WG;121,00
VE;12452;;60,00
VE;12452;EQUIP;33,00
VE;12453;;935,00
VE;12453;MILDICUT;286,00
VE;12461;;40,00
VE;12462;;1,00
VE;12470;OLIOCIN GIARDINO PFnPO;4,20
VE;12482;;17.515,00
VE;12482;LUMAX;13.275,00
VE;12493;MANCOZEB PLUS 75 WG;1.018,00
VE;12522;;0,50
VE;12522;METRO;1,00
VE;12526;;14,00
VE;12526;ALIETTE ORTO E GIARDINO;0,50
VE;12526;ALIETTE ORTO E GIARDINO PFnPE;21,25
VE;12528;;22,00
VE;12529;;76,00
VE;12534;;157,20
VE;12534;FOXTAIL;23,00
VE;12534;FOXTAIL PFnPE;56,40
VE;12538;;1,00
VE;12538;MYSTIC 25 WG;19,00
VE;12551;;1.712,00
VE;12551;BUMPER T;123,00
VE;12566;;2,87
VE;12566;PYGANIC 1.4;68,00
VE;12566;PYGANIC 1.4 PFnPE;24,63
VE;12568;;1,00
VE;12573;EKO OIL SPRAY;9,00
VE;12590;;4.850,00
VE;12590;DIASTAR MAXI;360,00
VE;12622;;380,00
VE;12622;QUANTUM;281,50
VE;12625;;1,00
VE;12628;;37,00
VE;12636;QUASAR 6-24 R;3,00
VE;12647;GLITTER;43,00
VE;12662;;50,00
VE;12662;METAFOL 700 SC;60,00
VE;12671;;100,88
VE;12671;HARMONY 50 SX;51,04
VE;12706;;0,15
VE;12722;;21,00
VE;12722;OSSICLOR 20 FLOW;10,00
VE;12722;OSSICLOR 20 FLOW PFnPE;143,00
VE;12737;;3.886,00
VE;12737;AIRONE PIU';5.116,00
VE;12737;AIRONE PIU' PFnPE;190,50
VE;12738;KING 360 HP;170,00
VE;12748;;222,00
VE;12754;VERDRAM HI BIO;17,00
VE;12756;;27,00
VE;12756;DICOTEX;10,00
VE;12759;;380,00
VE;12759;OSSICLOR 35 WG;164,00
VE;12759;OSSICLOR 35 WG PFnPE;1.164,40
VE;12763;;55,00
VE;12768;SPINTOR FLY;0,50
VE;12768;SPINTOR FLY PFnPE;0,50
VE;12770;;4,00
VE;12779;;7,00
VE;12784;;81,00
VE;12785;;684,00
VE;12788;;83,00
VE;12788;ADIGOR;83,00
VE;12792;;1.760,00
VE;12792;MAGIC TANDEM;533,00
VE;12793;ZOLFO AFEPASA 80 WG;75,00
VE;12806;;694,00
VE;12806;FEDOR;262,00
VE;12813;;14,00
VE;12813;MIRADOR XTRA;56,00
VE;12828;;4,00
VE;12831;;6,00
VE;12833;ISOMATE C/OFM;10,00
VE;12835;;4,47
VE;12839;ECODIAN STAR;8,00
VE;12843;CHECKMATE CM-F;1,00
VE;12844;;0,78
VE;12847;EAGLE;69,92
VE;12847;EAGLE PFnPE;34,95
VE;12857;;3,00
VE;12859;;0,09
VE;12859;BORNEO;0,51
VE;12859;BORNEO PFnPE;0,31
VE;12862;;423,00
VE;12862;CANTUS;350,00
VE;12866;;20,00
VE;12866;COLLIS;16,00
VE;12868;;19,00
VE;12868;BELLIS;9,00
VE;12869;;1.093,50
VE;12869;SIGNUM;281,00
VE;12878;;4.267,00
VE;12878;FOLPAN GOLD;3.005,00
VE;12883;;739,00
VE;12883;PROSPER 300 CS;215,00
VE;12886;;925,00
VE;12886;KARATHANE STAR;628,00
VE;12888;;95,00
VE;12888;LEPINOX PLUS;10,00
VE;12933;;75,00
VE;12940;;338,00
VE;12940;KARATE ZEON 1.5;365,50
VE;12961;;32,00
VE;12972;GLYFOS DAKAR;20,00
VE;12994;;19,50
VE;12994;VIVER ELITE WG;57,50
VE;13012;;2.200,00
VE;13012;FOLVIT 80 WDG;105,00
VE;13020;MICRORAM 35 WG;4,90
VE;13020;MICRORAM 35 WG PFnPE;48,00
VE;13061;;47,00
VE;13061;BIOBIT DF;78,00
VE;13062;;30,00
VE;13062;DiPel DF;0,02
VE;13063;;0,20
VE;13064;;1.095,00
VE;13064;VITENE ULTRA SC;212,00
VE;13065;;734,00
VE;13065;DOMARK 125;254,62
VE;13065;DOMARK 125 PFnPE;6,30
VE;13083;;160,00
VE;13083;CURZATE EFFE;320,00
VE;13084;;180,50
VE;13084;TELDOR PLUS;116,00
VE;13084;TELDOR PLUS PFnPE;2,20
VE;13085;ECODIAN COMBI;5,00
VE;13093;;2.264,00
VE;13093;STOMP AQUA;1.209,00
VE;13098;;2.032,50
VE;13098;ROUNDUP POWER 2.0;10.619,00
VE;13098;ROUNDUP POWER 2.0 500ML;505,00
VE;13098;ROUNDUP POWER 2.0 PFnPE;2.782,00
VE;13106;;49,00
VE;13108;CURAME BORDEAUX;459,00
VE;13120;;193,00
VE;13126;;532,00
VE;13126;CABRIO DUO;140,00
VE;13127;VALIS F;230,00
VE;13128;GOLTIX 50 WG;10,00
VE;13143;;5,00
VE;13143;MEZENE WG;9,00
VE;13149;;531,00
VE;13149;POLTIGLIA MANICA 20 WG;555,00
VE;13149;POLTIGLIA MANICA 20 WG PFnPE;606,00
VE;13150;CURAME 25 WG;20,00
VE;13154;;1.416,00
VE;13154;MONDAK 480 S;437,00
VE;13156;;24,00
VE;13156;CAMBEL 480 S;213,00
VE;13158;;89,00
VE;13158;REMEDIER;89,00
VE;13159;;531,00
VE;13159;PRIMIAL;4,00
VE;13160;;2.845,00
VE;13160;FORUM TOP;1.374,00
VE;13168;;12.118,00
VE;13168;LAUDIS;2.615,00
VE;13186;;13,92
VE;13186;TITUS MAIS EXTRA;6,40
VE;13205;;150,00
VE;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFF;1.990,00
VE;13213;;3.196,00
VE;13213;R6 ERRESEI ALBIS;1.875,00
VE;13218;;100,00
VE;13218;FINALSAN PLUS;150,00
VE;13236;;419,00
VE;13242;;65,00
VE;13242;NICOGAN V.O.;578,00
VE;13244;;4.475,00
VE;13249;;10,00
VE;13252;;114,00
VE;13252;PLAYER 250 SC;200,00
VE;13253;;2.400,00
VE;13253;PLAYER SC;488,00
VE;13255;PLAYER GR;168,00
VE;13263;;3,50
VE;13263;BORDORAM 20 WG PFnPE;0,80
VE;13267;;40,00
VE;13285;;22,00
VE;13285;SEVERAL;2,00
VE;13290;;100,00
VE;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTI;710,00
VE;13292;;150,00
VE;13298;;46,00
VE;13299;;60,00
VE;13299;MAGIO';191,00
VE;13313;;125,00
VE;13313;CASPER;56,00
VE;13323;;1,00
VE;13323;SULFY 80 WDG PFnPE;91,40
VE;13324;;52,00
VE;13324;CUPRIZOL S PFnPE;13,65
VE;13327;;109,80
VE;13327;GRANSTAR ULTRA SX;38,80
VE;13367;DIVO;3,00
VE;13378;;2,00
VE;13382;;177,50
VE;13382;PERGADO SC;57,50
VE;13382;PERGADO SC PFnPE;17,50
VE;13386;;1.353,00
VE;13386;PROSARO;891,00
VE;13387;;111,83
VE;13387;FLORAMIX;13,25
VE;13388;;3,30
VE;13389;;4.384,00
VE;13389;AFFIRM;1.859,00
VE;13391;;16,00
VE;13391;CYTHRIN 50 EC;79,00
VE;13391;CYTHRIN 50 EC PFnPE;2,85
VE;13447;HELMSTAR 75 WG;0,06
VE;13451;;277,00
VE;13451;SPARVIERO;92,00
VE;13455;;312,00
VE;13455;ANTIGRAM GOLD;438,00
VE;13466;;632,00
VE;13466;SPOTLIGHT PLUS;393,00
VE;13468;;17,95
VE;13468;CLINER;24,00
VE;13468;CLINER 100GR;0,40
VE;13468;CLINER PFnPE;28,95
VE;13471;;1.404,00
VE;13472;;14,00
VE;13472;ALIEN;287,00
VE;13485;;1.780,00
VE;13486;;104,00
VE;13489;;16,00
VE;13489;CYMBAL;1.104,00
VE;13518;NISUS 3B;10,00
VE;13522;SPIDER KILL;0,06
VE;13522;SPIDER KILL PFnPE;0,02
VE;13542;;16,00
VE;13546;;300,00
VE;13552;;365,00
VE;13552;ZOLVIS 80 SECTOR;1.883,00
VE;13552;ZOLVIS 80 SECTOR PFnPE;841,00
VE;13560;FORZA;60,00
VE;13576;;201,50
VE;13576;RAMEPLANT WG;18,00
VE;13576;RAMEPLANT WG PFnPE;205,50
VE;13578;;2,00
VE;13578;RAME CAFFARO BLU WG NEW;31,00
VE;13585;;15,00
VE;13586;;96,50
VE;13586;VERDERAME 20 WG PFnPE;88,00
VE;13592;;83,00
VE;13592;VOLARE;3,00
VE;13635;;603,00
VE;13635;POLTIGLIA 20 PB MANICA PFnPE;177,00
VE;13637;;2.840,80
VE;13637;PERGADO F;623,00
VE;13639;ACRAMITE 480 SC;0,50
VE;13647;NEORAM BLU WG;10,00
VE;13648;;3.082,00
VE;13689;;6,00
VE;13689;FLINT MAX;6,50
VE;13693;;3,70
VE;13693;BACILLUS CHEMIA PFnPE;3,20
VE;13698;;384,25
VE;13698;VIVANDO;323,25
VE;13700;;40,50
VE;13700;ATLANTIS PRO;9,00
VE;13711;;3.259,00
VE;13736;;4,50
VE;13736;TRACE;0,75
VE;13741;;4,00
VE;13742;;20,00
VE;13771;;68,00
VE;13771;NIMROD 250 EW;13,00
VE;13785;;10,00
VE;13785;QUANTUM MZ;1,00
VE;13789;;118,00
VE;13789;PRIMERO;3,00
VE;13791;;118,50
VE;13791;GEATER-STAR;9,00
VE;13791;GEATER-STAR PFnPE;204,00
VE;13792;;592,00
VE;13792;STABILAN;70,00
VE;13794;;71,00
VE;13794;SPADA WDG;22,00
VE;13809;;45.400,00
VE;13809;FORCE ULTRA;23.730,00
VE;13815;TUTOR 18-15 PFnPE;188,90
VE;13820;;84,00
VE;13823;;46,00
VE;13823;ALVERDE;3,00
VE;13838;XEDAVIR PFnPE;28,50
VE;13838;XEDAVIR x 500 gr;3,00
VE;13841;;17.894,00
VE;13841;FOCUS ULTRA;10.059,00
VE;13842;;1.800,00
VE;13856;;10,00
VE;13876;;910,00
VE;13885;;12,00
VE;13888;;36,00
VE;13901;VERDERAME 20 PB;12,00
VE;13905;;13,00
VE;13913;;55,00
VE;13925;;61,00
VE;13926;;12,00
VE;13981;;1.360,35
VE;13981;CORAGEN;389,20
VE;13983;;20,00
VE;13983;HUSSAR MAXX PRO;23,00
VE;13998;;151,00
VE;13998;PYRUS 400 SC;69,00
VE;14018;;91,00
VE;14018;BASIC PFnPE;33,00
VE;14020;;27,00
VE;14020;LIDAL;23,00
VE;14021;;130,00
VE;14044;;13,00
VE;14058;;359,75
VE;14058;FEINZIN 70 DF;339,00
VE;14062;;1.578,00
VE;14062;ZOXIUM 240 SC;216,00
VE;14085;;21,00
VE;14098;;120,00
VE;14099;;10,00
VE;14100;;24,00
VE;14100;KANEMITE;13,25
VE;14101;;415,00
VE;14101;CARAMBA;364,00
VE;14102;;427,00
VE;14102;BORDOFLOW NEW;520,00
VE;14109;;706,00
VE;14119;VISIR PENCOTECH;27,00
VE;14128;;5,00
VE;14136;;1,00
VE;14136;OBERON;2,00
VE;14137;;41,10
VE;14137;ALTACOR;10,40
VE;14154;;1,22
VE;14154;PIRETRO ACTIGREEN;4,42
VE;14154;PIRETRO ACTIGREEN PFnPE;9,78
VE;14155;;120,00
VE;14156;CURZATE R WG;634,00
VE;14165;;1.706,00
VE;14165;NANDO MAXI;272,00
VE;14166;;108,00
VE;14169;PERGADO R;15,00
VE;14178;;970,00
VE;14178;TRI-BASE;12,00
VE;14182;;23,00
VE;14182;ARES 25 WG;53,00
VE;14193;;1,00
VE;14193;SARMOX 45 DG;58,00
VE;14195;;464,00
VE;14210;;124,60
VE;14210;EVURE PRO;53,80
VE;14245;;1,00
VE;14257;;394,50
VE;14257;UNDERLINE 0,2 G;164,50
VE;14257;UNDERLINE 0,2 G PFnPE;543,50
VE;14257;UNDERLINE 0,2 x 500 gr;38,50
VE;14262;;11,45
VE;14262;GREENEX 40ML;0,36
VE;14262;GREENEX NF;5,81
VE;14262;GREENEX NF PFnPE;29,91
VE;14281;;10,00
VE;14281;BUCTRIL UNIVERSAL;12,00
VE;14290;;12,00
VE;14290;MAGENTI SL;1,00
VE;14294;;0,90
VE;14336;;44,00
VE;14336;NEMATHORIN 150 EC;3,00
VE;14375;;2.433,00
VE;14375;LION 5 EC;1.418,00
VE;14380;;32,00
VE;14387;;772,00
VE;14387;NERVURE SUPER;944,00
VE;14390;;1.985,00
VE;14390;BOOM EFEKT;298,00
VE;14406;;87,25
VE;14406;LEIMAY;17,00
VE;14406;LEIMAY PFnPE;6,50
VE;14407;;18,00
VE;14407;RUNWAY;11,50
VE;14409;;902,00
VE;14409;MOVENTO 48 SC;420,25
VE;14410;CURAMAT AL PFnPO;57,75
VE;14414;;1,50
VE;14414;DUSTY OLIO BIANCO x 500 ml;7,50
VE;14414;DUSTY PFnPE;494,00
VE;14418;;14,00
VE;14418;PULSAR 40 SL;93,00
VE;14426;;1,00
VE;14431;;41,00
VE;14431;LENTAGRAN 45 WP;77,00
VE;14432;;284,10
VE;14434;;6,72
VE;14434;NUANCE;3,30
VE;14472;PARTNER EC;515,00
VE;14474;TEBUSIP COMBI;10,00
VE;14479;;3.840,00
VE;14479;SCHERMO 0.5 G;8.692,00
VE;14523;;0,50
VE;14525;;1,20
VE;14548;;3,00
VE;14559;;15,00
VE;14565;CURZATE M WHITE;3,00
VE;14577;;2.679,00
VE;14577;FORUM R 3B;1.868,00
VE;14636;;3.158,70
VE;14636;BIOLID UP;1.382,90
