Prodotti fitosanitari venduti nell'anno 2016 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2016, art. 16 D.Lgs. 150/2012).;;;;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;
TV;1936;"LIQUIZOL""M"" X 5LT";230,00;;
TV;2191;WETTING PLUS;62,00;;
TV;2249;MALERBANE PRATI 400;294,00;;
TV;2259;PASTA LUMACHICIDA IN GRANI;207,40;;
TV;2259;PASTA LUMACHICIDA 1 KG;47,00;;
TV;2260;GASTROTOX E;425,00;;
TV;2260;GASTROTOX E X 1    NO ADR;6,00;;
TV;2272;SILLIM;346,50;;
TV;2272;SEPRABAIT Sillim;20,00;;
TV;2307;VECTOR;4.950,00;;
TV;2307;;776,00;;
TV;2340;STOMP 330-E;1,00;;
TV;2353;BONALAN;2.443,00;;
TV;2353;BONALAN LT 5;30,00;;
TV;2353;BONALAN X 1LT #CLP;11,00;;
TV;2353;KERBON PACK (BONALAN);6,00;;
TV;2353;BONALAN X 5 LT #CLP;5,00;;
TV;2357;;150,00;;
TV;2368;;2,00;;
TV;2518;ACTELLIC 2P;16,50;;
TV;2518;;3,40;;
TV;2518;CARBOSAN ACTELIC 2 P;0,50;;
TV;2520;ACTELLIC;14,00;;
TV;2603;;40,00;;
TV;2634;BUGGY;11.890,00;;
TV;2634;BUGGY X 20LT CLP 22-11-2016;1.640,00;;
TV;2634;BUGGY X 5 CLP 22-11-2016;1.605,00;;
TV;2634;BUGGY X 1;18,00;;
TV;2634;BUGGY X 1LT CLP 22-11-2016;1,00;;
TV;2732;GOLTIX;202,00;;
TV;2732;GOLTIX X 1 XN #;8,00;;
TV;2923;TIOVIT JET;184.576,00;;
TV;2923;;160,00;;
TV;2923;TIOVIT JET X 25KG;100,00;;
TV;2934;MICROSOL 90;34,30;;
TV;2983;NIMROD;0,65;;
TV;2995;ESCARTOX;1.717,20;;
TV;2995;ESCARTOX-META+repellente;63,00;;
TV;2995;;26,00;;
TV;3065;OLIOCIN;1.234,80;;
TV;3065;OLIOCIN CONF.1 LT;39,00;;
TV;3082;OLEOTER ESTATE;236,00;;
TV;3102;OLEOTER;3.984,00;;
TV;3102;;132,00;;
TV;3102;OLEOTER LT 5;85,00;;
TV;3102;OLEOTER LT 1;14,00;;
TV;3126;CUPRIZOL;31,25;;
TV;3132;SEPR-OIL;73,50;;
TV;3188;POLTIGLIA 20 PB;276,00;;
TV;3219;CARAKOL AGRO;7.071,00;;
TV;3313;ARAGOL L 40 ST;20,00;;
TV;3343;U46 M CLASS;73,00;;
TV;3412;;3,00;;
TV;3468;DACOL L 40 ST;415,00;;
TV;3503;AGRUMIN;355,40;;
TV;3503;AGRUMIN Conf 20 Lt;260,00;;
TV;3519;METAMBANE;12,00;;
TV;3553;CURZATE;900,00;;
TV;3553;;548,00;;
TV;3553;CURZATE (20 WP) Conf. 1 Kg;107,00;;
TV;3555;CURZATE M;1.189,00;;
TV;3628;CUPROCAFFARO;1.777,00;;
TV;3640;CUPROSTAR;5.278,00;;
TV;3640;CUPROSTAR Conf. 10 lt;90,00;;
TV;3658;SIPCAMOL E;381,00;;
TV;3754;BAGNANTE SARIAF;5.903,00;;
TV;3754;BAGNANTE SARIAF LT 5;140,00;;
TV;3767;FENOXILENE MAX;252,00;;
TV;3767;FENOXILENE MAX X 5LT CLP NO ADR;5,00;;
TV;3767;FENOXILENE MAX X 1LT    NO ADR;1,00;;
TV;3771;ROVRAL WG;407,00;;
TV;3771;;3,00;;
TV;3771;ROVRAL WG X 1 XN #;3,00;;
TV;3793;DITHANE M-45;139,00;;
TV;3800;CRITTAM WG;668,00;;
TV;3859;DURSBAN;205,00;;
TV;4011;PIRETRIN;20,75;;
TV;4011;;3,00;;
TV;4012;RELDAN 22;2.696,15;;
TV;4012;RELDAN ML 20;27,00;;
TV;4012;RELDAN 22 LT 5;20,00;;
TV;4012;RELDAN 22 X 1 # CLP;13,00;;
TV;4012;RELDAN 22 ML 100;7,00;;
TV;4012;RELDAN 22 ML 250;0,75;;
TV;4090;MALERBANE CEREALI;4,00;;
TV;4190;TETRASOL 80;200,00;;
TV;4199;PENNCOZEB DG;36.051,00;;
TV;4199;PENNCOZEB DG X 20KG # CLP;100,00;;
TV;4199;PENNCOZEB DG KG 10;100,00;;
TV;4199;PENNCOZEB DG KG 25;50,00;;
TV;4199;PENNCOZEB DG X 10KG # CLP;10,00;;
TV;4228;ROGOR 400 ST;101,15;;
TV;4264;VIC 19 L;1,80;;
TV;4275;;25,00;;
TV;4275;ACUPRICO 500;2,00;;
TV;4326;ROGOR L 40 ST;88,00;;
TV;4326;ROGOR L 40ST X 1LT #;40,00;;
TV;4426;DECIS;32,50;;
TV;4461;IMIDAN WDG;1,00;;
TV;4552;DITHANE DG NEOTEC;18.267,00;;
TV;4552;DITHANE DG NEOTEC * 10 KG;3.200,00;;
TV;4552;DITHANE DG NEOTEC * 20KG;300,00;;
TV;4552;DITHANE DG NEOTEC X 10 KG. XN #;250,00;;
TV;4686;DIMILIN 25 P.B.;13,50;;
TV;4710;ALIETTE;802,20;;
TV;4710;ALIETTE GR 150;0,30;;
TV;4896;RIGENAL P;6,25;;
TV;4896;;0,40;;
TV;4909;GUIDOX;10,00;;
TV;5152;TIOSPOR WG;1.889,00;;
TV;5228;CARAKOL;165,50;;
TV;5299;MIBIOL;357,75;;
TV;5299;MIBIOL LT 1;11,00;;
TV;5299;;8,25;;
TV;5343;LIMASANEX;20,00;;
TV;5381;MANCOZEB PLUS 80 WP;300,00;;
TV;5414;RADICANTE POLVERE TALEE LEGNOSE;1,40;;
TV;5454;PIRETRIX 10;1,70;;
TV;5467;METADENE;576,50;;
TV;5467;Esca lumachicida Metadene;16,00;;
TV;5574;LUMAKIDIN 5G;1.508,00;;
TV;5576;KOLFLOR OLIO B;3,50;;
TV;5708;TERRAZOLE 25% EC;5,00;;
TV;5755;TILT 25 EC;143,00;;
TV;5980;FITOP 80;3,00;;
TV;6136;GERMON L;24,30;;
TV;6277;;40,00;;
TV;6277;VYDATE 5G;10,00;;
TV;6298;FASTAC;137,40;;
TV;6321;STIMOLANTE 66F;26,00;;
TV;6322;OBSTHORMON 24A;3,00;;
TV;6322;OBSTHORMON 24 A;1,00;;
TV;6324;MAXCEL;70,00;;
TV;6376;SCHAUMSTOP;15,00;;
TV;6376;ANTISCHIUMA SCHAUMSTOP;9,50;;
TV;6376;ANTISCHIUMA SHAUMSTOP;1,50;;
TV;6389;DUECI-FITO RADICANTE;1,05;;
TV;6401;MONDAK 21 S;129,00;;
TV;6401;;54,00;;
TV;6401;MONDAK21S;10,00;;
TV;6437;ETHREL;9,00;;
TV;6438;BI-FEN;5,00;;
TV;6438;BIFEN 1 LT*;2,00;;
TV;6505;NOKAD;5,00;;
TV;6555;K-OBIOL ULV 6;10,00;;
TV;6556;K-OBIOL DP2;569,00;;
TV;6556;K OBIOL PP;2,00;;
TV;6674;AFALON DS;1.831,00;;
TV;6674;AFALON DS *;102,00;;
TV;6674;AFALON DS X 1  #;4,00;;
TV;6704;TIOLENE 80 WG;9.212,00;;
TV;6704;;570,00;;
TV;6719;LIOSOL BETA;12,00;;
TV;6751;RASEN FLORANID;201,00;;
TV;6766;BUTISAN S;11,00;;
TV;6816;NU BAIT;48,00;;
TV;6834;TEPETA COMBI;9.170,00;;
TV;6873;IDRORAME 193;4.104,00;;
TV;6945;TOPAS 10 EC;388,00;;
TV;6945;TOPAS10EC;8,00;;
TV;6955;METACID;26,00;;
TV;6956;TARGA FLO;1.075,00;;
TV;6956;TARGA FLO X 1LT # CLP;12,00;;
TV;6956;TARGA FLO X 1LT #;6,00;;
TV;6978;BETTER 400;355,00;;
TV;6978;BETTER 400  X 5 #;10,00;;
TV;7020;BAGNANTE CIFO;916,00;;
TV;7024;ZOLVIS SC;30,00;;
TV;7053;PASTA CAFFARO NC;803,00;;
TV;7053;PASTA CAFFARO BLU X 1LT;2,00;;
TV;7055;PASTA CAFFARO BLU;9.901,00;;
TV;7101;LIMAVAL;328,00;;
TV;7368;TURFENE L;638,60;;
TV;7369;SYLLIT FLO;346,48;;
TV;7369;SYLLIT FLOW 250 ml;57,00;;
TV;7369;SYLLIT FLOW 20 ml;5,00;;
TV;7370;TETRASOL LIQUIDO;400,50;;
TV;7379;VENZAR;52,50;;
TV;7390;CHIPCO GREEN;60,00;;
TV;7401;POLTIGLIA CAFFARO 20 DF NEW;1.558,00;;
TV;7454;ORMONE AG COMPRESSE;34,00;;
TV;7483;DEVRINOL F;1,00;;
TV;7530;BIOLID E;19,00;;
TV;7530;BIOLID E X 1        NO ADR;1,00;;
TV;7541;APOLLO SC;4,60;;
TV;7543;ERBITOX COMBI;11,00;;
TV;7550;ZETA 80;3,60;;
TV;7555;KLARTAN 20 EW;72,86;;
TV;7555;KLARTAN 20 EW ML 50;0,10;;
TV;7597;ENERGIL 100 A;1,00;;
TV;7608;DASKOR;41,00;;
TV;7611;ENOVIT METIL FL;6.894,00;;
TV;7611;ENOVIT METIL FL X 5LT # CLP;695,00;;
TV;7611;ENOVIT METIL FL X 1LT # CLP;268,00;;
TV;7611;;191,00;;
TV;7611;ENOVIT METIL FL* Conf. 1 lt;117,00;;
TV;7675;NURELLE 5 EC;1,00;;
TV;7700;MATACAR FL;22,80;;
TV;7700;MATACAR FL conf. 0,2 LT;3,40;;
TV;7736;ZOLFO SCORREVOLE TRIVENTILATO 95% S;3.475,00;;
TV;7764;TIOLENE;34.859,70;;
TV;7845;TMTD 50 SC;81,00;;
TV;7876;PIRIMOR 17,5;129,00;;
TV;7888;CUPROXAT LIQUIDO;51,00;;
TV;7889;NURELLE  D  DA LT. 1*;48,00;;
TV;7889;NURELLE D;12,00;;
TV;7916;POLYRAM DF;57.433,00;;
TV;7916;;4.836,00;;
TV;7916;POLYRAM DF X 25  #;1.225,00;;
TV;7916;POLYRAM DF 25 KG;600,00;;
TV;7916;POLYRAM DF 10 KG;110,00;;
TV;7916;POLYRAM DF KG. 25;50,00;;
TV;7916;POLYRAM DF KG. 2;30,00;;
TV;7916;POLIRAM DF;12,00;;
TV;7916;POLYRAM DF KG. 10;10,00;;
TV;7919;TOUCHDOWN;3.734,25;;
TV;7919;TOUCHDOWM;2.906,00;;
TV;7922;OPALENE;1.583,00;;
TV;7930;KERB FLO* Conf. 1 lt;23,00;;
TV;7930;KERB FLO;14,00;;
TV;7930;KERBON PACK (KERB FLO);3,00;;
TV;7957;ROVRAL PLUS;951,00;;
TV;7957;ROVRAL PLUS X 1LT XN  #;5,00;;
TV;7958;RONSTAR FL;216,00;;
TV;7958;;1,00;;
TV;7961;RIZOLEX  GOLD;459,75;;
TV;7965;TRIGARD 75 WP;4,50;;
TV;7971;STARANE 21;17,00;;
TV;7984;STRATOS;185,00;;
TV;7984;STRATOS CONF.5 LT;5,00;;
TV;7998;PRIMOSOL 80 WDG;4,00;;
TV;8001;AGRO-PYR;4,26;;
TV;8023;SUMIALFA ECHO;123,25;;
TV;8054;METIS ECHO;17,00;;
TV;8102;MERPAN 80 WDG;805,00;;
TV;8111;GEOPYR;42,00;;
TV;8117;BASTA 200;24.000,00;;
TV;8117;BASTA 200 X 5LT # CLP;390,00;;
TV;8117;BASTA 200 X 15LT # CLP;360,00;;
TV;8117;;315,00;;
TV;8117;BASTA 200 * Conf. 15 lt;300,00;;
TV;8117;BASTA 200 * Conf. 5 lt;275,00;;
TV;8117;BASTA 200 LT 5;20,00;;
TV;8117;BASTA 200 LT 15;15,00;;
TV;8130;TITUS;0,11;;
TV;8139;MANTA GOLD;60,00;;
TV;8146;GALLERY;853,50;;
TV;8146;GALLERY X 0,5LT CLP;24,50;;
TV;8146;;15,50;;
TV;8146;GALLERY DA 500 ML.;5,75;;
TV;8146;GALLERY X 0.500 NO ADR;4,00;;
TV;8155;CATOR;25,00;;
TV;8156;DEVOX;175,00;;
TV;8157;ZETARAM 20 L X 1 #;18,00;;
TV;8159;CLICK COMBI;20,00;;
TV;8184;CHALLENGE;210,00;;
TV;8189;FORCE;45.510,00;;
TV;8189;FORCE X 10  #;380,00;;
TV;8189;FORCE X 10 # CLP;170,00;;
TV;8189;;20,00;;
TV;8201;GLISTER;5.053,00;;
TV;8201;GLISTER LT 20;820,00;;
TV;8201;GLISTER LT 5;670,00;;
TV;8207;LONTREL 75 G;1,00;;
TV;8207;LONTREL 75 G DA 100 GR;0,20;;
TV;8229;RAPAX;215,55;;
TV;8229;;1,00;;
TV;8320;DELFIN;1,00;;
TV;8351;Z.M. 75 DG;550,00;;
TV;8376;ARIANE II;194,00;;
TV;8376;ARIANE II LT 5;50,00;;
TV;8377;GLIFOSIM;28,00;;
TV;8382;ROUNDUP BIOFLOW;1.142,10;;
TV;8401;FALTEX FLOW;6.210,00;;
TV;8429;GLYFOS SL;8.943,00;;
TV;8429;;2.600,00;;
TV;8429;GLYFOS SL X 5LT 22-11-2016;605,00;;
TV;8429;GLYFOS SL X 20LT (STREAM) 22-11-201;300,00;;
TV;8465;OLIOVIT;13,25;;
TV;8483;ETOSATE 500;24,00;;
TV;8498;FOLICUR WG;439,50;;
TV;8498;FOLICURWG;7,00;;
TV;8499;EFESTO;3.960,00;;
TV;8499;VEBI EFESTO GLIFOSATE 1 LT 22-11-20;30,00;;
TV;8540;PAMPA;694,00;;
TV;8540;PAMPA 4SC;9,00;;
TV;8540;GHIBLI;3,00;;
TV;8542;FORUM 50 WP;5.639,20;;
TV;8542;;1.141,20;;
TV;8542;FORUM 50 WP IDRO 1 KG;132,00;;
TV;8542;FORUM 50WP X 1;4,00;;
TV;8547;LOGRAN;6,65;;
TV;8558;PIRETRO VERDE;28,85;;
TV;8601;FOLPAN 80 WDG;82.797,00;;
TV;8601;;12.520,00;;
TV;8601;FOLPAN 80 WDG X 5KG # CLP;9.825,00;;
TV;8601;FOLPAN 80 WDG* Conf. 5 Kg;2.600,00;;
TV;8601;FOLPAN 80 WDG DA 1 KG *;258,00;;
TV;8601;FOLPAN 80 WDG  KG. 5;30,00;;
TV;8601;FOLPAN 80 WDG KG. 1;10,00;;
TV;8646;ACTIVUS EC;125,00;;
TV;8646;ACTIVUS EC PANDA;2,00;;
TV;8649;PIRIDANE 480;2.439,00;;
TV;8656;GLIFENE HP;3.110,00;;
TV;8656;GLIFENE HP LT. 20;40,00;;
TV;8656;GLIFENE HP LT. 5;20,00;;
TV;8661;;680,00;;
TV;8661;KENTAN DF;40,00;;
TV;8706;AMID THIN W;18,00;;
TV;8712;ALLEGANTE 4% AF 96;11,00;;
TV;8721;NEXTER;127,00;;
TV;8721;;12,00;;
TV;8726;OVISPRAY;1,00;;
TV;8729;FORUM R;315,00;;
TV;8729;;100,00;;
TV;8731;ACROBAT R;70,00;;
TV;8735;TREBON UP;883,35;;
TV;8735;TREBON UP ML 500;25,00;;
TV;8735;TREBON  UP 500 ML;18,00;;
TV;8735;TREBON UP X 0,5LT # CLP 27-03-2017;14,00;;
TV;8735;TREBON UP X 0,5LT  #;0,50;;
TV;8742;INDAR 5EW;99,00;;
TV;8742;INDAR 5 EW;22,00;;
TV;8743;GREENEX;223,86;;
TV;8743;GREENEX CONF.500 cc;1,50;;
TV;8743;GREENEX CONF.100 cc;0,60;;
TV;8795;VERTIMEC EC;328,00;;
TV;8795;VERTIMEC 1.9 E.C. X 1LT # CLP;33,00;;
TV;8795;;12,00;;
TV;8797;BINAL PRO;240,00;;
TV;8801;SCORE 25 EC;1.572,16;;
TV;8801;SCORE 25 EC X 1  #;1,00;;
TV;8801;SCORE 25 EC X 1 # CLP;1,00;;
TV;8801;SCORE 25 EC X 0,25  #;0,50;;
TV;8801;SCORE 25 EC X 0,25LT # CLP;0,50;;
TV;8803;TETRAMARK COMBI;5,00;;
TV;8836;MIMIC;20,00;;
TV;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;0,50;;
TV;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;41,03;;
TV;8841;CYREN 7,5 G;704,60;;
TV;8841;CYREN 7.5 CONF.1 KG;39,00;;
TV;8841;CYREN 7,5 G INSET. TERRENO ZAPI;25,00;;
TV;8841;;6,00;;
TV;8841;CYREN 7,5 G KG 1;4,00;;
TV;8843;NISSHIN;142,00;;
TV;8843;NISSHIN 4 SC Conf. 1 lt;4,00;;
TV;8859;MASTIFF;32.031,00;;
TV;8859;;50,00;;
TV;8875;CIMOX 25 WP;104,00;;
TV;8882;ULTRA FINE OIL;401,00;;
TV;8882;UFO ULTRA FINE OIL X10;100,00;;
TV;8882;;60,00;;
TV;8882;UFO ULTRA FINE OIL X1;29,00;;
TV;8886;SAFARI;27,96;;
TV;8888;PRIDE ULTRA;7,00;;
TV;8899;;70,00;;
TV;8900;ZOLFO VENTILATO RAMATO 3%;190,00;;
TV;8909;FUNGIMAN COMBI;5.311,00;;
TV;8933;SOLEAS;146,00;;
TV;8933;SOLEAS X 1LT;6,00;;
TV;8934;SCALA;1.275,05;;
TV;8934;;89,25;;
TV;8934;SCALA     LT   1;11,00;;
TV;8934;SCALA Conf. 50 ml;4,00;;
TV;8934;SCALA L X 1LT        NO ADR;1,00;;
TV;8937;MASAI 20 WP;104,00;;
TV;8937;;3,00;;
TV;8984;GLIPHOGAN TOP MK;873,00;;
TV;8987;CONFIDOR 200 SL;1.946,30;;
TV;8987;CONFIDOR 200 SL Conf. 250 ml;27,00;;
TV;8987;CONFIDOR 200 SL Conf. 1 LT;5,00;;
TV;8987;CONFIDOR 200 SL CONF. 50 CC;1,85;;
TV;8987;CONFIDOR 200 SL CONF. 10 CC;0,52;;
TV;8987;CONFIDOR 200 SL CONF. 5 ML;0,08;;
TV;9005;AGIL;2.297,00;;
TV;9005;AGIL 1 LT;374,00;;
TV;9005;AGIL LT 5;95,00;;
TV;9005;AGIL X 1;29,00;;
TV;9005;;22,00;;
TV;9010;RAMEZIN COMBI WG;4.137,00;;
TV;9011;KLARO;18,00;;
TV;9012;CUPROCAFFARO MICRO;29.907,00;;
TV;9036;ACTIVUS;0,05;;
TV;9038;OPINION;7,05;;
TV;9070;MICEXANIL BIANCO;4,00;;
TV;9086;POLTIGLIA BORDOLESE SCAM D.F.;40,00;;
TV;9100;ZOLFO RAMATO 3 R;4.725,00;;
TV;9126;CONCORDE COMBI;1.168,50;;
TV;9131;PYRINEX ME;4.848,15;;
TV;9131;;1.718,00;;
TV;9148;SYLLIT 355 SC;810,00;;
TV;9148;;4,00;;
TV;9153;CYREN 44 EC;476,00;;
TV;9180;STROBY WG;9,60;;
TV;9181;GULLIVER;0,20;;
TV;9195;TERB FLO;445,00;;
TV;9210;QUADRIS;1.825,00;;
TV;9210;OUADRIS;4,00;;
TV;9279;MERLIN COMBI;2,00;;
TV;9286;;70,00;;
TV;9286;OHAYO;35,00;;
TV;9298;METHAM NA 51;5.325,00;;
TV;9306;PROPLANT;9,00;;
TV;9306;PROPLANT Conf. 0,250 lt;0,25;;
TV;9311;CUPROSSIL IDRO 25 WP;2.002,00;;
TV;9322;GOLTIX STAR;10,00;;
TV;9330;GLIFO 41;55,50;;
TV;9332;OPEN;2,00;;
TV;9339;BETANAL EXPERT;287,00;;
TV;9339;BETANAL EXPERT X 1 CLP #;8,00;;
TV;9342;DELTRIN;101,00;;
TV;9364;RAPIDO;411,00;;
TV;9364;RAPIDO DISERBANTE LT 1;24,00;;
TV;9371;PEAK Conf. 40 g;5,00;;
TV;9371;PEAK;0,12;;
TV;9373;CHORUS;23,00;;
TV;9374;MATCH TOP;88,00;;
TV;9376;BROMOTRIL;24,00;;
TV;9400;GLIFOGAN PRONTO;25,00;;
TV;9400;GLIFOTAN PRONTO X LT.2;12,00;;
TV;9411;RADIP ORMON;2,30;;
TV;9422;EVADE;1.453,05;;
TV;9422;EVADE LT 5;75,00;;
TV;9422;;61,50;;
TV;9422;EVADE DISERBANTE ML 100;18,00;;
TV;9422;EVADE  DISERBANTE ZAPI;8,00;;
TV;9443;ENDOGERME;57,00;;
TV;9444;CHLORCYRIN 220 EC;23,00;;
TV;9448;RIFLE 4-24 R BLU;489,00;;
TV;9449;EMERALD COMBI;1.567,00;;
TV;9463;KLARO KIT;195,25;;
TV;9463;;2,00;;
TV;9496;GALIGAN EC;68,00;;
TV;9509;PROMALIN NT;10,00;;
TV;9531;SEQURA WG X 1 KG   NO ADR;17,00;;
TV;9531;SEQURA WG;6,00;;
TV;9575;DRIBBLING 240EC X 1LT #;166,00;;
TV;9575;DRIBBLING 240 EC;34,00;;
TV;9578;SWITCH;6.473,00;;
TV;9578;;368,75;;
TV;9578;SWITCH X 1 # CLP;180,00;;
TV;9612;OSSICLOR 30;190,00;;
TV;9627;POLTIGLIA BORDOLESE DISPERSS;204,00;;
TV;9631;METRIN EC;3,00;;
TV;9634;CARNIVAL  LT. 1;140,00;;
TV;9634;CARNIVAL;39,00;;
TV;9634;;36,00;;
TV;9636;OSSIRAM COMBI WP;13,00;;
TV;9655;PRIMIAL WG X 1KG;6,00;;
TV;9655;PRIMIAL WG;4,00;;
TV;9668;RUFAST E-FLO;593,80;;
TV;9668;RUFAST E - FLO X 1LT  #;1,00;;
TV;9668;RUFAST E - FLO X 0,25 #;0,75;;
TV;9670;THIANOSAN 80 WG;20,00;;
TV;9675;PANTOX 360;65,00;;
TV;9675;PANTOX 360 DISERBANTE LT 1;64,00;;
TV;9678;M70 DF;9.713,00;;
TV;9678;M70 DF X 20/25 KG #;5.180,00;;
TV;9678;;2.940,00;;
TV;9678;M70 DF KG 20;200,00;;
TV;9679;KRISTAL 32 WG;160,00;;
TV;9679;KRISTAL 32 WG X 1KG;4,00;;
TV;9693;SPORTAK 45 EW;31,00;;
TV;9694;SIMITAR 5 EW;1.342,85;;
TV;9705;PREVITER;877,54;;
TV;9705;PREVITER ORTICOLE 100 ml;0,40;;
TV;9705;;0,30;;
TV;9713;HORIZON;16,00;;
TV;9724;TIOWETTING DF;82.419,00;;
TV;9726;GLIFOSAN;338,30;;
TV;9730;CUPROSSIL IDRO 25 WP BLU;373,00;;
TV;9744;SCORE 10 WG;8,00;;
TV;9747;FURY;150,55;;
TV;9747;;1,05;;
TV;9757;SPYRALE;138,00;;
TV;9758;COPRANTOL WG;3.579,00;;
TV;9767;NUFOS 7,5 G;763,00;;
TV;9787;MICROBAGNABILE WG;958,00;;
TV;9787;MICROBAGNABILE WG KG 25;600,00;;
TV;9787;MICROBAGNABILE WG KG 10;300,00;;
TV;9794;PLANET C;374,00;;
TV;9797;GROLEN;9,00;;
TV;9800;MAVRIK 20 EW;67,93;;
TV;9800;;0,01;;
TV;9802;COPREN HI BIO;86,00;;
TV;9802;COPRANTOL HI BIO;7,00;;
TV;9813;DICLOPYR;1,00;;
TV;9832;TREK P;2.376,00;;
TV;9832;TREKP;490,00;;
TV;9832;TREK P LT 5;60,00;;
TV;9832;;5,00;;
TV;9843;BASAGRAN SG;42,00;;
TV;9843;BASAGRAN SG *;15,00;;
TV;9867;4 STAGIONI;30,25;;
TV;9867;4 STAGIONI ML 250;10,00;;
TV;9867;4 STAGIONI LT 1;5,00;;
TV;9872;AKRIS;430,00;;
TV;9880;;18.716,00;;
TV;9880;SOL MICRO GD;480,00;;
TV;9900;FLAVOS;56,00;;
TV;9938;;16,00;;
TV;9938;MASTER;3,20;;
TV;9940;ZELIG GR;4.107,50;;
TV;9941;BUMPER P;272,00;;
TV;9952;COLZANET;15,00;;
TV;9954;JOKER;3.283,00;;
TV;9954;JOKER X 5LT CLP;35,00;;
TV;9954;JOKER X 1LT CLP;17,00;;
TV;9954;;9,00;;
TV;9963;METIDANE 22;931,00;;
TV;9994;ARIUS SYSTEM;1,00;;
TV;9995;ARIUS;3.895,50;;
TV;9995;;164,25;;
TV;10005;SCOTTS WEEDCONTROL;75,00;;
TV;10029;KING;51,00;;
TV;10048;KUMULUS TECNO;37.899,00;;
TV;10049;DURSBAN 75 WG;5.060,00;;
TV;10049;DURSBAN  75 WG  KG. 1 *;340,00;;
TV;10049;DURSBAN 75WG X 1KG # CLP;277,00;;
TV;10055;PROVADO PIN;4,00;;
TV;10057;ARPEL WDG;2.559,00;;
TV;10057;ARPEL WDG X 10 KG;1.100,00;;
TV;10057;ARPEL WDG 1 KG;35,00;;
TV;10088;MAXIM;0,60;;
TV;10088;;0,10;;
TV;10089;;10,00;;
TV;10089;TMTD 50 L;6,00;;
TV;10105;RIDOMIL GOLD SL;85,00;;
TV;10108;RIDOMIL GOLD MZ;140,00;;
TV;10117;STRATOS ULTRA;7.272,00;;
TV;10117;STRATOS ULTRA*  5 LT;395,00;;
TV;10117;STRATOS ULTRA X 5 CLP;220,00;;
TV;10117;;5,00;;
TV;10118;AMISTAR;91,00;;
TV;10119;EQUATION PRO;2,00;;
TV;10127;DECIS JET;2.254,66;;
TV;10127;DECIS JET INSETTICIDA BAYER;18,00;;
TV;10127;DECIS JET CONF.50 cc;1,45;;
TV;10127;DECIS JET 250 ML;0,25;;
TV;10127;DECIS JET CONF. 10 cc;0,04;;
TV;10154;BORDOFLOW SECTOR CONF.1 LT;196,00;;
TV;10158;PIREFLOR;19,73;;
TV;10161;ORTIVA;411,70;;
TV;10174;KASKO MZ;1,00;;
TV;10183;GARLON EV;83,40;;
TV;10183;GARLON ML 500 DISERBO PRATO #;1,50;;
TV;10184;TIMBREL EV;25,80;;
TV;10185;ZERGAN EV;1,90;;
TV;10187;NAUTILE DG;130,00;;
TV;10209;GLYFOS ULTRA;380,00;;
TV;10221;PIMIENTO 600;353,00;;
TV;10230;LUMAPLUS;1.029,00;;
TV;10230;LUMADRY ESCA Conf.5 kg;45,00;;
TV;10230;LUMAPLUS KG 1;29,00;;
TV;10230;LUMAPLUS LUMACHICIDA ZAPI;25,00;;
TV;10233;BORDOSEP;257,00;;
TV;10236;SLOGAN R;1.470,00;;
TV;10263;DRIVER;224,00;;
TV;10267;;930,00;;
TV;10272;CEREXIL M DG;4.490,00;;
TV;10275;STELLA EC;2,80;;
TV;10285;TOMAHAWK;40,00;;
TV;10285;;1,00;;
TV;10296;IPERION;2.941,00;;
TV;10305;OIKOS;583,07;;
TV;10306;MISTRAL;130,00;;
TV;10319;CADOU WP;1,60;;
TV;10329;FORUM MZ WG;15.220,00;;
TV;10329;FORUM MZ WG X 10KG  XN # CLP;130,00;;
TV;10342;RIFLE 44;533,00;;
TV;10350;BLAST SG;237,00;;
TV;10357;RIGRON SG;498,00;;
TV;10357;RIGRON SG X 3KG;3,00;;
TV;10372;RASIKAL QUICK;1.718,00;;
TV;10373;CONTEST;219,00;;
TV;10373;CONTEST *;5,00;;
TV;10381;CONCORDE 40 EW;358,25;;
TV;10396;LIZOCIN;8,66;;
TV;10404;CLINIC 360 SL;23.927,00;;
TV;10415;ARIC 480 LS;22,00;;
TV;10423;LUMACHICIDA VEBI;4.516,00;;
TV;10423;LUMACHICIDA VEBI KG 5;145,00;;
TV;10425;SCUDEX;2.425,25;;
TV;10425;SCUDEX Conf. 1 LT;1,00;;
TV;10426;PROTIL EC;311,50;;
TV;10426;PROTIL  CONF.0,5 LT;55,50;;
TV;10426;PROTIL X 0,5 LT  # CLP;28,50;;
TV;10439;SPRAY DUNGER GLOBAL;315,00;;
TV;10447;NOVEL DUO;280,00;;
TV;10456;KLARO ULTRA;199,50;;
TV;10456;KLARO ULTRA ML 250;21,00;;
TV;10461;DICOTURF;15,75;;
TV;10461;DICOTURF Conf. 250 ml;10,00;;
TV;10465;ROUNDUP MAX;410,00;;
TV;10471;OLOVER;9,50;;
TV;10477;LAS VEGAS;36,00;;
TV;10479;NATURALIS;90,00;;
TV;10479;NATURALIS X LT 1;4,00;;
TV;10492;VEBIZOLFO FLOW;4,50;;
TV;10493;RUNNER LO;656,00;;
TV;10493;RUNNER LO Conf. 1 lt;73,00;;
