Prodotti fitosanitari venduti nell'anno 2016 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2016, art. 16 D.Lgs. 150/2012).;;;;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;
VE;11693;LASER INSETTICIDA DA 500 ML;1,00;;
VE;11693;LASER 05 LT;1,00;;
VE;11693;LASER X 0,5LT  #;0,50;;
VE;11693;LASER x 0,25 lt (Spinosad);0,50;;
VE;11693;LASER ML 100;0,10;;
VE;11694;CONSERVE SC;1,94;;
VE;11694;;1,88;;
VE;11694;CONSERVE SC 100 ML;0,10;;
VE;11696;ARID;56,00;;
VE;11698;MINUET;271,05;;
VE;11698;MINUET LT 1;228,00;;
VE;11698;MINUET X 1LT #;18,00;;
VE;11698;MINUET 250 ML;3,50;;
VE;11698;MINUET 25 ML;0,35;;
VE;11700;BOTANIGARD 22 WP;0,06;;
VE;11700;;0,03;;
VE;11701;BOTANIGARD SE;3,00;;
VE;11702;REMUS  L;60,00;;
VE;11703;GEOTOX L;70,00;;
VE;11704;OLIO OGNI STAGIONE *1Lt.;25,00;;
VE;11704;OLIO OGNISTAGIONE;10,75;;
VE;11704;OLIO OGNI STAGIONE 250 ML;1,25;;
VE;11710;;5,00;;
VE;11710;VEBI GARDIUS 250 ML;1,25;;
VE;11710;GARDIUS 40 ST;0,90;;
VE;11710;COMPO GARDIUS 250 ML;0,50;;
VE;11711;MEXIRAM HI BIO;210,00;;
VE;11722;GEONEX;34,00;;
VE;11730;COSMOTRIN;0,90;;
VE;11732;ALLEATO 80 WG X 5KG;240,00;;
VE;11732;;199,00;;
VE;11732;ALLEATO 80 WG;130,00;;
VE;11732;ALLEATO 80 WG DA KG 5;10,00;;
VE;11744;CIPERBLOC;7,75;;
VE;11752;ENVIDOR 240 SC;0,50;;
VE;11760;POLITHIOL;460,00;;
VE;11760;POLITHIOL x 20 lt;160,00;;
VE;11760;POLITHIOL X LT 20 CLP;60,00;;
VE;11762;FORUM STAR;3.915,00;;
VE;11762;FORUM STAR X KG.5 XN # CLP;1.740,00;;
VE;11762;FORUM STAR X KG.5 XN #;15,00;;
VE;11779;;119,00;;
VE;11779;KOP-TWIN;5,00;;
VE;11786;;0,78;;
VE;11786;AQ10 WG X 30GR;0,60;;
VE;11788;NEMACUR 240CS X 5LT  #;25,00;;
VE;11793;XENTARI;5,50;;
VE;11794;PRESSING 500;5,25;;
VE;11796;GLIFAST;380,15;;
VE;11796;;86,70;;
VE;11814;SPADA 200 EC DA LT. 1;13,00;;
VE;11814;KB SPADA 200 EC 250 ML;1,50;;
VE;11821;WEEDAZOL TL X 5LT  NO ADR 31-12-201;195,00;;
VE;11821;WEEDAZOL TL x 5 lt;45,00;;
VE;11821;WEEDAZOL;20,00;;
VE;11821;WEEDAZOL TL DA LT 5;10,00;;
VE;11821;WEEDAZOL TL;5,00;;
VE;11857;MIDAURIL COMBI # X 10KG;840,00;;
VE;11857;MIDAURIL COMBI X 5KG # CLP;240,00;;
VE;11857;MIDAURIL COMBI;10,00;;
VE;11870;;6,50;;
VE;11870;CUPRITAL S.D.I.;3,75;;
VE;11872;RIFLE 4-24 R;10,00;;
VE;11874;VITENE TRIPLO X 8 (4X2) XN #;352,00;;
VE;11874;VITENE TRIPLO X 8KG # CLP;304,00;;
VE;11883;CURIT;12,00;;
VE;11885;ELICIO X 10KG  #;20,00;;
VE;11885;;20,00;;
VE;11885;ELICIO;1,00;;
VE;11908;VENTUREX 35 L;149,30;;
VE;11908;VENTUREX 35L *200 ML.;23,00;;
VE;11908;VENTUREX 35L *100 ML.;18,00;;
VE;11908;VENTUREX 35 L 200ML;12,80;;
VE;11908;VENTUREX 35 L 200 ML;7,80;;
VE;11908;VENTUREX 35 L 100 ML;5,90;;
VE;11908;VENTUREX 35 L ML.100;2,90;;
VE;11911;DECIS GIARDINO;0,17;;
VE;11921;;5,00;;
VE;11931;MANZEB 75WG X 10KG #;20,00;;
VE;11944;ASPECT;85,00;;
VE;11948;VINCARE;443,00;;
VE;11948;VINCARE x 5 kg;440,00;;
VE;11948;VINCARE x 1 kg;19,00;;
VE;11954;TERMINAL DUO;415,00;;
VE;11954;;119,00;;
VE;11954;TERMINAL DUO LT. 1 ERBICIDA;48,00;;
VE;11964;POLTIGLIA CAFFARO 20 GD;60,00;;
VE;11977;SULFUR 80 WG;2,00;;
VE;11979;BORDO 20 MICRO;5,60;;
VE;11979;AMBIENTA BORDO 20 MICRO GR.100;0,80;;
VE;11991;NEEMIK;174,00;;
VE;11991;NEEMIK x 1 lt;8,00;;
VE;12010;TUAREG;3.904,00;;
VE;12010;TUAREG X 5LT CLP;685,00;;
VE;12010;TUAREG x 5 lt (+HARMONY x 50 gr);565,00;;
VE;12010;TUAREG x 1 lt;476,00;;
VE;12010;TUAREG DA LT 1;272,00;;
VE;12010;TUAREG X 3LT;230,00;;
VE;12010;TUAREG x 5 lt;195,00;;
VE;12010;TUAREG BTL IT DA LT5;195,00;;
VE;12010;TUAREG LT. 1;178,00;;
VE;12010;TUAREG X 1LT CLP;171,00;;
VE;12010;TUAREG *5LT;160,00;;
VE;12010;DISERBANTE TUAREG LT 1;153,00;;
VE;12010;TUAREG X 1LT;126,00;;
VE;12010;TUAREG DA LT. 5;100,00;;
VE;12010;TUAREG LT 1;80,00;;
VE;12010;TUAREG *1LT;77,00;;
VE;12010;;75,00;;
VE;12010;TUAREG DA LT 3;24,00;;
VE;12010;TUAREG LT. 3;15,00;;
VE;12020;SUCCESS;19,71;;
VE;12020;SUCCESS  *50ml;8,00;;
VE;12020;SUCCESS ML 50;6,53;;
VE;12020;SUCCESS x 1 lt;5,00;;
VE;12020;;2,82;;
VE;12020;BAYER SUCCESS 50 ML;1,50;;
VE;12020;SUCCESS 50 ML;0,75;;
VE;12020;BAYER SUCCESS 10 ML (SPINOSAD);0,54;;
VE;12020;SUCCESS ML. 10;0,25;;
VE;12020;BAYER SUCCESS ML 50 NR 12020;0,20;;
VE;12020;BAYER SUCCESS ML 10 NR 12020;0,02;;
VE;12022;SPADA WDG x 1 kg;3,00;;
VE;12023;MEGIC 240;13,50;;
VE;12023;MEGIC LT 1;10,00;;
VE;12030;SNOW x 1 lt;43,00;;
VE;12037;CAMIX x 5 lt;785,00;;
VE;12037;CAMIX;5,00;;
VE;12041;MARTOS;10,00;;
VE;12043;PREVICUR ENERGY x 1 lt;72,00;;
VE;12043;PREVICUR ENERGY;25,10;;
VE;12043;PREVICUR ENERGY X 1LT;9,00;;
VE;12043;BAYER PREVICUR ENERGY 50 ML;7,70;;
VE;12043;;1,50;;
VE;12043;PREVICUR ENERGY DA LT.1;1,00;;
VE;12048;TIOSOL 80 WG X 25 CLP    NO ADR;7.275,00;;
VE;12048;TIOSOL 80 WG X 10       NO ADR;1.350,00;;
VE;12048;TIOSOL 80 WDG DA KG 10;1.200,00;;
VE;12048;TIOSOL 80 WG KG. 1;1.090,00;;
VE;12048;TIOSOL 80 WG;509,30;;
VE;12048;;363,00;;
VE;12048;TIOSOL 80 WG X 1KG      NO ADR;142,00;;
VE;12048;TIOSOL 80 WG X 25       NO ADR;50,00;;
VE;12060;FOX X 5LT CLP;30,00;;
VE;12060;FOX DA LT 5;15,00;;
VE;12060;FOX;14,00;;
VE;12060;FOX x 5 lt;10,00;;
VE;12060;FOX DA LT 1;1,00;;
VE;12068;TEFLUSTAR;258,05;;
VE;12068;;98,00;;
VE;12068;TEFLUSTAR KG.1;44,00;;
VE;12068;TEFLUSTAR GRANULARE GR 350;10,85;;
VE;12068;BAYER TEFLUSTAR KG 1;9,00;;
VE;12068;BAYER TEFLUSTAR GRANULARE KG 1;3,00;;
VE;12068;BAYER TEFLUSTAR 350 GR;1,05;;
VE;12068;TEFLUSTAR *500Gr. Geoinsett.;1,00;;
VE;12069;EPIK x 1 kg;27,00;;
VE;12069;EPIK;20,04;;
VE;12069;EPIK DA KG 2  -12069-;14,00;;
VE;12069;EPIK X 2KG  NO ADR #;8,00;;
VE;12069;EPIK x 2 kg;6,00;;
VE;12069;;5,63;;
VE;12069;EPIK X 1KG NO ADR #;3,00;;
VE;12069;EPIK 5% DA KG 1;1,00;;
VE;12069;KB EPIK 50 GR;0,10;;
VE;12069;KB EPIK 20 GR;0,08;;
VE;12069;EPIK GR 20;0,06;;
VE;12078;METALIM;392,00;;
VE;12083;DANADIM PROGRESS ST;5,75;;
VE;12083;DANADIM PROGRESS ST X 250ML;2,00;;
VE;12084;GALEO DA LT. 0,5;7,50;;
VE;12090;MICROSED GEO;120,00;;
VE;12096;POLTIGLIA DISPERSS X 15KG  # CLP;16.770,00;;
VE;12096;POLTIGLIA DISPERSS;14.857,00;;
VE;12096;POLTIGLIA DISPERSS x 15 kg;6.015,00;;
VE;12096;POLTIGLIA DISPERSS X 15KG  #;870,00;;
VE;12096;;75,00;;
VE;12096;POLTIGLIA DISPERSS x 1 kg;46,00;;
VE;12096;POLTIGLIA DISPERSS X 1KG # CLP;40,00;;
VE;12100;ASSET x 1 lt;135,00;;
VE;12100;ASSET;6,00;;
VE;12100;ASSET X 1LT #;2,00;;
VE;12100;;1,00;;
VE;12106;TALENDO;4,00;;
VE;12114;AUXIGER LG;2,00;;
VE;12115;;26,00;;
VE;12136;VERITAS WG x 5 kg;75,00;;
VE;12136;VERITAS;11,00;;
VE;12138;R6 ERRESEI TREVI;303,00;;
VE;12138;R6 TREVI X 8KG # CLP;128,00;;
VE;12138;;47,00;;
VE;12138;R6 TREVI *1Kg;22,00;;
VE;12138;R6 TREVI *8Kg;8,00;;
VE;12138;R6 TREVI DA KG 8;8,00;;
VE;12172;FERRAMOL;111,50;;
VE;12172;;78,00;;
VE;12172;KOL FERRAMOL 1 KG ESCA LUMACHICIDA;20,00;;
VE;12172;KOL FERRAMOL 500 GR ESCA LUMACHICID;15,00;;
VE;12172;FERRAMOL X 1KG;5,00;;
VE;12174;VIP FLOW;46,00;;
VE;12174;V.I.P. FLOW 100 ML;0,70;;
VE;12177;VITTORIA 24SC X 0,2LT;2,20;;
VE;12177;;0,20;;
VE;12200;SILBOT R x 10 kg;670,00;;
VE;12202;ZEMIX R x 10 kg;520,00;;
VE;12202;ZEMIX R x 1 kg;12,00;;
VE;12206;GLUTEX CU 90;2,00;;
VE;12212;PENTHIUM EC;14,70;;
VE;12212;;2,60;;
VE;12215;VEBIPHOS 7,5;69,00;;
VE;12215;VEBIPHOS 7.5 KG 1;19,00;;
VE;12215;VEBIPHOS 7,5 GR. *1Kg;9,00;;
VE;12215;VEBIPHOS 7,5 BUSTA DA 1 KG;8,00;;
VE;12225;TEPPEKI X 0,5KG   NO ADR;18,00;;
VE;12225;TEPPEKI;4,04;;
VE;12225;TEPPEKI DA GR. 500;1,50;;
VE;12225;TEPPEKI X 140GR;0,56;;
VE;12225;TEPPEKI GR 10;0,53;;
VE;12225;TEPPEKI x 100 gr;0,50;;
VE;12225;;0,48;;
VE;12225;TEPPEKI GR 100;0,10;;
VE;12225;TEPPEKI X 100GR   NO ADR;0,10;;
VE;12225;TEPPEKI 10 GR;0,02;;
VE;12243;MANTIR DG x 25 kg;2.400,00;;
VE;12243;MANTIR DG;529,00;;
VE;12243;MANTIR DG X 10 #;120,00;;
VE;12243;MANTIR DG *E *10KG;80,00;;
VE;12243;;75,00;;
VE;12243;MANTIR DG DA KG. 1;49,00;;
VE;12243;MANTIR DG DA KG 10;40,00;;
VE;12243;MANTIR DG *E *1KG;30,00;;
VE;12245;ROUNDUP 360 POWER;667,00;;
VE;12250;PENCOR COMBI;370,00;;
VE;12260;TECNOCONTROL VEBI LT.1;7,00;;
VE;12260;;2,00;;
VE;12262;;10,00;;
VE;12263;VONDOZEB DG x 20 kg;160,00;;
VE;12263;VONDOZEB DG;40,00;;
VE;12279;ERBY 5 EC;0,70;;
VE;12279;DISERBANTE ERBY 5 EC ML 200;0,60;;
VE;12279;;0,05;;
VE;12285;FORUM GOLD;1.573,00;;
VE;12285;FORUM GOLD X 10 #;970,00;;
VE;12285;FORUM GOLD  1 KG;302,00;;
VE;12285;FORUM GOLD X 1  #;91,00;;
VE;12297;TRIBASE TWIN;1.304,00;;
VE;12313;;0,05;;
VE;12314;SCORE HOBBY;0,64;;
VE;12314;;0,12;;
VE;12314;COMPO SCORE HOBBY 20 ML;0,02;;
VE;12315;ORTIVA HOBBY;14,17;;
VE;12315;COMPO ORTIVA HOBBY 50 ML #;0,95;;
VE;12315;;0,90;;
VE;12315;COMPO ORTIVA HOBBY 10 ML #;0,26;;
VE;12315;ORTIVA HOBBY 50ML;0,20;;
VE;12318;VIVER;600,00;;
VE;12322;SWITCH HOBBY;0,17;;
VE;12322;COMPO MUFFA STOP 40 GR (SWITCH) #;0,04;;
VE;12322;COMPO MUFFA STOP 8 GR (SWITCH) #;0,01;;
VE;12323;VEBIZOLFO WG;206,20;;
VE;12323;VEBIZOLFO WG KG 1;196,00;;
VE;12325;MESUROL M PLUS;288,00;;
VE;12325;;76,00;;
VE;12325;MESUROL M PLUS KG. 1;36,00;;
VE;12325;MESUROL M PLUS GR. 500;18,50;;
VE;12325;BAYER MESUROL M PLUS GR 500 NR 1232;7,50;;
VE;12330;DEDALUS SE;21,10;;
VE;12344;VEBITHRIN 5 EC;97,95;;
VE;12344;VEBITHRIN 5 EC *100 ML.;15,00;;
VE;12344;VEBITHRIN 5 EC ML 100;5,80;;
VE;12344;VEBITHRIN 5 EC  ML 250;5,50;;
VE;12361;ALGEDI;149,40;;
VE;12361;ALGEDI x 200 gr;56,00;;
VE;12361;ALGEDI X 0,2 #;45,00;;
VE;12361;ALGEDI DA 200 GR;7,60;;
VE;12368;CARPOSTOP X 0,5LT;61,50;;
VE;12368;CARPOSTOP x 0,5 lt;2,00;;
VE;12375;SUGAR 500 SC;508,00;;
VE;12375;SUGAR 500 SC x 5 lt;80,00;;
VE;12381;NU FILM P x 1 lt;36,00;;
VE;12383;RIDOMIL GOLD MZ PEPITE;1.672,00;;
VE;12383;RIDOMIL GOLD MZ PEPITE X 5KG XN # C;825,00;;
VE;12383;RIDOMIL GOLD MZ PEPITE X 1KG XN # C;68,00;;
VE;12383;;20,00;;
VE;12383;FLARE GOLD MZ PEPITE x 5 kg;10,00;;
VE;12383;RIDOMIL GOLD MZ PEPITE 1 KG;7,00;;
VE;12383;RIDOMIL GOLD MZ PEPITE X 1KG XN #;6,00;;
VE;12383;RIDOMIL GOLD MZ PEPITE x 1 kg;5,00;;
VE;12391;FUEGO;47,00;;
VE;12393;COPPERCIM WG X 10KG;40,00;;
VE;12393;COPPERCIM WG;13,25;;
VE;12393;COPERCIM WG;9,00;;
VE;12393;COPPERCIM WG 250 GR. REG.12393;2,25;;
VE;12393;VEBI COPPERCIM WG 250 GR;0,75;;
VE;12399;GANZO;119,00;;
VE;12437;DELAN 70 WG X 1KG XN #;1.471,00;;
VE;12437;DELAN 70 WG;483,00;;
VE;12437;DELAN 70 WG x 1 kg;78,00;;
VE;12437;;59,00;;
VE;12437;DELAN 70WG  KG1;51,00;;
VE;12437;DELAN 70 WG x 5 kg;5,00;;
VE;12437;DELAN 70 WG KG.1;1,00;;
VE;12452;EQUIP x 5 lt;110,00;;
VE;12452;EQUIP;68,00;;
VE;12452;EQUIP x 1 lt;52,00;;
VE;12452;EQUIP SC X 5LT;30,00;;
VE;12452;EQUIP SC X 1LT;21,00;;
VE;12453;MILDICUT;2.999,00;;
VE;12453;MILDICUT X LT. 15;2.550,00;;
VE;12453;;729,00;;
VE;12453;MILDICUT X LT. 1;4,00;;
VE;12459;VOLCAN SC;15,00;;
VE;12461;KOL FINALSAN ERBICIDA PROF. 1 LT.;21,00;;
VE;12461;FINALSAN ERBICIDA PROFESSIONAL;7,00;;
VE;12482;LUMAX;12.030,00;;
VE;12482;LUMAX X 20LT # CLP;5.000,00;;
VE;12482;LUMAX x 20 lt;2.740,00;;
VE;12482;LUMAX x 5 lt;1.870,00;;
VE;12482;;1.030,00;;
VE;12482;DISERBANTE LUMAX LT  5;775,00;;
VE;12482;LUMAX X 5LT # CLP;730,00;;
VE;12482;LUMAX *20Lt;220,00;;
VE;12482;LUMAX DA LT 20;180,00;;
VE;12482;LUMAX X 5LT #;135,00;;
VE;12482;LUMAX DA LT.20;100,00;;
VE;12482;LUMAX DA LT 5;70,00;;
VE;12482;LUMAX LT 5;45,00;;
VE;12482;LUMAX *5Lt;35,00;;
VE;12482;LUMAX LT. 5;30,00;;
VE;12491;CIPERTHRIN PLUS x 1 lt;128,00;;
VE;12491;CIPERTHRIN PLUS x 0,25 lt;1,00;;
VE;12493;MANCOZEB PLUS 75 WG;100,00;;
VE;12504;;20,00;;
VE;12504;FLOWBRIX X 10 LT;20,00;;
VE;12504;FLOWBRIX;6,00;;
VE;12505;FLOWBRIX BLU;97,00;;
VE;12505;FLOWBRIX BLU LT 1;22,00;;
VE;12519;;8,00;;
VE;12519;CORSARIO;0,50;;
VE;12522;METRO gr 500;107,00;;
VE;12522;METRO;80,50;;
VE;12522;METRO GR. 500  -12522-;0,50;;
VE;12526;ALIETTE ORTO E GIARDINO;0,50;;
VE;12528;CABRIO TOP X 5KG  #;65,00;;
VE;12528;CABRIO TOP x 1 lt;17,00;;
VE;12528;CABRIO TOP;6,00;;
VE;12529;TUCANA 25 EC;615,00;;
VE;12529;TUCANA 25EC X 1LT # CLP;125,00;;
VE;12529;TUCANA 25 EC x 1 lt;55,00;;
VE;12529;TUCANA 25EC X 1LT #;2,00;;
VE;12534;FOXTAIL;142,30;;
VE;12534;FOXTAIL  x  lt 1;37,00;;
VE;12534;FOXTAIL 1 LT;33,00;;
VE;12534;;31,25;;
VE;12534;FOXTAIL LT. 1;20,00;;
VE;12534;KOL FOXTAIL ML.250;11,75;;
VE;12534;FOXTAIL 250 ML;10,50;;
VE;12534;FOXTAIL ML.250;7,00;;
VE;12534;DISERBANTE FOXTAIL LT 1;7,00;;
VE;12534;FOXTAIL DISER. ML 250;0,50;;
VE;12534;FOXTAIL X 250ML;0,50;;
VE;12538;MYSTIC 25 WG x 1 kg;23,00;;
VE;12540;REGRAN SL;119,00;;
VE;12566;PYGANIC 1.4;242,32;;
VE;12566;PYGANIC 1.4 BASSA CARENZA BIOLOGICO;48,00;;
VE;12566;;4,00;;
VE;12566;ZAPI PYGANIC 1,4  100ML;1,80;;
VE;12566;PYGANIC *50 ml.;1,00;;
VE;12566;AMBIENTA PYGANIC 1.4 50 ML;0,65;;
VE;12573;EKO OIL SPRAY;610,75;;
VE;12573;EKO OIL SPRAY x 1 lt;469,00;;
VE;12573;EKO OIL SPRAY x 5 lt;90,00;;
VE;12573;EKO OIL SPRAY X 1LT;21,00;;
VE;12573;EKO OIL SPRAY X 5LT;10,00;;
VE;12573;EKO OIL SPRAY LT 1;7,00;;
VE;12578;RANMAN;0,50;;
VE;12582;LINFA PIRETRO NATURALE;4,80;;
VE;12584;;20,00;;
VE;12584;AVIATOR WG X 10KG # CLP;10,00;;
VE;12590;DIASTAR MAXI X 10KG CLP #;1.550,00;;
VE;12590;DIASTAR MAXI;230,00;;
VE;12590;DIASTAR MAXI x 10 kg;160,00;;
VE;12598;GRANSTAR POWER SX;18,53;;
VE;12622;QUANTUM;288,00;;
VE;12622;QUANTUM x 0,5 kg;56,50;;
VE;12622;;41,00;;
VE;12622;QUANTUM DA GR.500;19,50;;
VE;12625;EFUZIN 355 SC;64,00;;
VE;12625;EFUZIN 355 SC x 1 lt;54,00;;
VE;12625;EFUZIN 355 SC x 5 lt;5,00;;
VE;12627;;40,00;;
VE;12627;DANADIM 400 DA LT 1;12,00;;
VE;12627;DANADIM 400 ST;11,00;;
VE;12628;SERENADE MAX X 5KG;75,00;;
VE;12628;SERENADE MAX;10,00;;
VE;12628;SERENADE MAX X 1KG  NO ADR;7,00;;
VE;12629;DISERBANTE BUGGY 360SG N.E.T KG 10;470,00;;
VE;12629;BUGGY 360 SG X 5KG N.E.T.  NO ADR;5,00;;
VE;12629;;2,00;;
VE;12629;BUGGY 360 SG N.E.T.;1,20;;
VE;12636;QUASAR 6/24 R;782,00;;
VE;12636;;77,00;;
VE;12647;GLITTER;35,00;;
VE;12647;GLITTER LT.1;12,00;;
VE;12647;GLITTER LT.5;10,00;;
VE;12650;NUPRID 200SL *10ML.;15,00;;
VE;12650;NUPRID 200 SL;1,48;;
VE;12650;VEBI NUPRID 200 SL 10 ML;0,05;;
VE;12670;RISOLUTIV SL;297,00;;
VE;12670;RISOLUTIV SL LT 1;210,00;;
VE;12671;HARMONY 50 SX *20gr WSB;170,00;;
VE;12671;HARMONY 50 SX;87,67;;
VE;12671;HARMONY 50 SX gr 50;67,30;;
VE;12671;HARMONY 50SX X 50 GR WSB # CLP;20,96;;
VE;12671;HARMONY 50SX X 20 GR WSB # CLP;20,10;;
VE;12671;HARMONY 50 SX *50gr WSB;20,00;;
VE;12671;HARMONY 50 SX x 20 gr;19,20;;
VE;12671;HARMONY 50 SX gr 20;9,82;;
VE;12671;HARMONY 50 SX x 50 gr (+TUAREG x 5);9,20;;
VE;12671;HARMONY 50 SX 20 g;7,56;;
VE;12671;DISERBANTE HARMONY 50SX 16GR;7,42;;
VE;12671;HARMONY 50 SX x 50 gr;4,25;;
VE;12671;;3,66;;
VE;12671;HARMONY 50 SX GR.20;3,36;;
VE;12671;HARMONY 50 SX x 16 gr;2,79;;
VE;12671;HARMONY 50 SX gr 16;1,54;;
VE;12671;HARMONY 50 SX 16 g;1,40;;
VE;12671;HARMONY 50SX DA GR. 50;1,00;;
VE;12671;HARMONY 50SX X 16 GR WSB # CLP;0,95;;
VE;12671;HARMONY 50 SX gr. 16;0,40;;
VE;12671;HARMONY 50 SX gr. 24 COMBI SOI;0,09;;
VE;12686;CHAMAN;100,00;;
VE;12686;CHAMAN X 5 LT CLP;35,00;;
VE;12686;CHAMAN X 1 LT CLP;21,00;;
VE;12686;;20,00;;
VE;12692;SPRUZIT INSETTICIDA;3,25;;
VE;12692;KOL SPRUZIT BIO INSETTICIDA C.500ML;1,50;;
VE;12696;TEBUZOL S DISPERSS;1.390,00;;
VE;12722;OSSICLOR 20 FLOW LT 1;180,00;;
VE;12722;OSSICLOR 20 FLOW;52,00;;
VE;12722;;11,00;;
VE;12723;OSSICLOR 20 BLU FLOW;72,00;;
VE;12723;OSSICLOR 20 BLU FLOW LT 1;10,00;;
VE;12723;;4,00;;
VE;12731;MICLOTOP PROGRESS;70,00;;
VE;12734;JUPITER R DF X 100GR;0,80;;
VE;12737;AIRONE PIU';10.836,00;;
VE;12737;AIRONE PIU'WG X 10KG # CLP;9.730,00;;
VE;12737;AIRONE PI  WG x 10 kg;880,00;;
VE;12737;;210,00;;
VE;12738;KING 360 HP;130,00;;
VE;12738;;70,00;;
VE;12747;CUPRAVIT BLU WG;1,30;;
VE;12747;RAMETTE;0,60;;
VE;12748;GRIFON PI  WG x 10 kg;2.260,00;;
VE;12756;DICOTEX;88,80;;
VE;12756;BAYER DICOTEX 500 ML;31,50;;
VE;12756;BAYER DICOTEX 100 ML;18,00;;
VE;12756;DICOTEX  LT 1;12,00;;
VE;12756;DICOTEX ERBICIDA ML.500;9,50;;
VE;12756;;4,60;;
VE;12756;DICOTEX ERBICIDA ML 100;2,20;;
VE;12759;OSSICLOR 35 WG;1.422,80;;
VE;12759;OSSICLOR 35WG X 10KG  #;810,00;;
VE;12759;;664,00;;
VE;12759;OSSICLOR 35WG KG. 10;480,00;;
VE;12759;OSSICLOR 35WG KG. 1;413,00;;
VE;12759;OSSICLOR 35WG KG. 25;225,00;;
VE;12759;OSSICLOR 35WG  GR 200;28,00;;
VE;12759;OSSICLOR 35 WG OSSICLORURO DI RAME ;25,00;;
VE;12763;PYGRAIN X 5LT;70,00;;
VE;12763;PYGRAIN LT 5;25,00;;
VE;12763;;1,00;;
VE;12768;;10,25;;
VE;12768;SPINTOR FLY;2,00;;
VE;12768;SPINTOR FLY ML. 250 ZAPI;0,50;;
VE;12770;ALAR 85 GOLD X 1;4,00;;
VE;12770;ALAR 85 GOLD;3,00;;
VE;12770;ALAR GOLD 85 DA KG. 1;3,00;;
VE;12770;ALAR 85 GOLD x 1 kg;1,00;;
VE;12779;RAMEDIT COMBI WG x 10 kg;1.830,00;;
VE;12779;RAMEDIT COMBI WG x 1 kg;1.150,00;;
VE;12780;PASTA SIAPA F BLU LT.10;90,00;;
VE;12784;CERCOBIN WG;60,00;;
VE;12784;FARO WG;35,00;;
VE;12788;ADIGOR X 1LT;65,00;;
VE;12788;ADIGOR;47,00;;
VE;12793;ZOLFO AFEPASA 80 WG x 25;50,00;;
VE;12806;FEDOR x 1 kg;215,00;;
VE;12806;FEDOR;114,00;;
VE;12806;;100,00;;
VE;12806;FEDOR DA KG 1;30,00;;
VE;12806;FEDOR X 1KG  #;13,00;;
VE;12806;FEDOR KG 1;5,00;;
VE;12808;GLOBAL SC;1,30;;
VE;12808;ZAPI GLOBAL SC 100 ML #;0,20;;
VE;12808;ZAPI GLOBAL SC 15 ML #;0,01;;
VE;12813;AMISTAR XTRA;747,00;;
VE;12813;;210,00;;
VE;12813;AMISTAR XTRA x 5 lt;205,00;;
VE;12813;AMISTAR XTRA x 1 lt;131,00;;
VE;12813;AMISTAR XTRA DA 5 LT;80,00;;
VE;12813;AMISTAR XTRA X 5LT # CLP;75,00;;
VE;12813;AMISTAR XTRA *1lt;61,00;;
VE;12813;AMISTAR XTRA DA LT 1;48,00;;
VE;12813;AMISTAR XTRA DA LT. 1;41,00;;
VE;12813;AMISTAR XTRA *5lt;40,00;;
VE;12813;AMISTAR XTRA X 1LT # CLP;33,00;;
VE;12813;AMISTAR XTRA LT 5;25,00;;
VE;12813;AMISTAR XTRA X 1LT  #;2,00;;
VE;12824;MERLIN EXPERT  X 5;10,00;;
VE;12827;PREMIER ZR P.B. X 10KG  #  31.01.20;40,00;;
VE;12828;SITOFEX X 1LT #;6,00;;
VE;12831;INSIGNIA X 1KG;1,00;;
VE;12832;OPERA;153,00;;
VE;12832;OPERA x 1 lt;92,00;;
VE;12832;OPERA DA LT 1;50,00;;
VE;12832;OPERA X 1 LT # CLP;1,00;;
VE;12837;ARIUS SYSTEM PLUS;703,00;;
VE;12837;ARIUS SYSTEM PLUS x 5 lt;385,00;;
VE;12837;ARIUS SYSTEM PLUS LT 1;187,00;;
VE;12837;ARIUS SYSTEM PLUS x 1 lt;160,00;;
VE;12837;;129,00;;
VE;12837;ARIUS SYSTEM PLUS X 1LT # CLP;32,00;;
VE;12847;EAGLE;40,64;;
VE;12849;BENPROP PRO;145,00;;
VE;12857;PROREX X 0,5LT;8,00;;
VE;12858;PRODIGY SC X 1     NO ADR;34,00;;
VE;12858;PRODIGY x 1 lt;27,00;;
VE;12858;PRODIGY;2,00;;
VE;12859;BORNEO;3,86;;
VE;12859;BORNEO  X 0,10O LT;0,70;;
VE;12859;;0,38;;
VE;12859;ACARICIDA BORNEO ML40;0,20;;
VE;12859;BORNEO SC110 40 ML;0,20;;
VE;12859;BAYER BORNEO ML 5 #;0,07;;
VE;12859;BORNEO SC110 5 ML;0,02;;
VE;12860;MILBEKNOCK;0,24;;
VE;12862;CANTUS X 1KG CLP;626,00;;
VE;12862;CANTUS;557,00;;
VE;12862;CANTUS KG 1;15,00;;
VE;12862;CANTUS x 1,2 kg;8,40;;
VE;12862;CANTUS X KG 1;2,00;;
VE;12862;CANTUS *1KG.;1,00;;
VE;12863;FLORAMITE 240 SC DA ML.250;1,00;;
VE;12865;DANTOP 50WG X 0,2 KG;0,20;;
VE;12866;COLLIS X 1LT # CLP;199,00;;
VE;12866;COLLIS;182,00;;
VE;12866;COLLIS x 1 lt;28,00;;
VE;12866;COLLIS LT 1;13,00;;
VE;12866;;7,00;;
VE;12866;COLLIS *1LT;1,00;;
