Prodotti fitosanitari venduti nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;;;Sostanze attive vendute nell'anno 2014 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2014, art. 16 D.Lgs. 150/2012);;;;;
(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;;;(le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2015);;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ;Nome Prodotto venduto;Quantità (Kg o litri);;;Azienda ULSS;Provincia ULSS;Sostanza attiva venduta;Quantità (Kg);;
RO;18;10415;ARIC 480 LS;4,5;;;17;PD;PIPERONYL BUTOXIDE (PIPERONIL BUTOSSIDO);3,97;;
RO;18;10423;LUMACHICIDA VEBI;95,75;;;17;PD;PIRIMICARB;12,86;;
RO;18;10426;PROTIL EC;24;;;17;PD;PIRIMIPHOS METHYL;13,38;;
RO;18;10439;SPRAY DUNGER GLOBAL;40;;;17;PD;POLISILOSSANO;14,89;;
RO;18;10440;EXPANDER;177;;;17;PD;POTASSIUM HYDROGEN CARBONATE (IDROGENOCARBONATO DI POTASSIO);148,75;;
RO;18;10447;NOVEL DUO;927;;;17;PD;POTASSIUM PHOSPHITE (FOSFITO O FOSFONATO DI POTASSIO);26,83;;
RO;18;10456;KLARO ULTRA;177;;;17;PD;PROCHLORAZ;2.587,14;;
RO;18;10465;ROUNDUP MAX;20050;;;17;PD;PROHEXADIONE CALCIUM;1,5;;
RO;18;10479;NATURALIS;27;;;17;PD;PROPAMOCARB;216,09;;
RO;18;10492;VEBIZOLFO FLOW;15,5;;;17;PD;PROPAMOCARB HYDROCHLORIDE;0,73;;
RO;18;10494;PREMIUM TOP;866,25;;;17;PD;PROPAQUIZAFOP;602,08;;
RO;18;10504;KELLY WG;518;;;17;PD;PROPICONAZOLE;431,84;;
RO;18;10532;TELDOR;3;;;17;PD;PROPINEB;221;;
RO;18;10540;TERIAL 75 WG/ALISE' 75 WG;1881;;;17;PD;PROPOXYCARBAZONE;9,3;;
RO;18;10560;PIRETRO NATURA;23;;;17;PD;PROPYZAMIDE;483,26;;
RO;18;10565;DICOTIL EXTRA;20,55;;;17;PD;PROSULFURON;1,21;;
RO;18;10568;ZOOMER;135;;;17;PD;PROTHIOCONAZOLE;193,38;;
RO;18;10573;KOCIDE 2000;2100;;;17;PD;PYMETROZINE;1,85;;
RO;18;10577;METRIPHAR 70 WG;4,5;;;17;PD;PYRACLOSTROBIN;280,11;;
RO;18;10579;CARSON COP;54;;;17;PD;PYRAFLUFEN ETHYL;0,8;;
RO;18;10582;PAM;4;;;17;PD;PYRETHRIN I;9,23;;
RO;18;10584;SHAMAL MK PLUS;1189,75;;;17;PD;PYRETHRINS;0,15;;
RO;18;10585;SULCOTREK;540;;;17;PD;PYRIDABEN;1,55;;
RO;18;10604;EMERALD 40 EW/DOMARK 40 EW;43;;;17;PD;PYRIDATE;19,89;;
RO;18;10609;MESOZIN 35 WG;71;;;17;PD;PYRIMETHANIL;217,57;;
RO;18;10627;FRUPICA;3;;;17;PD;PYRIPROXYFEN;6,16;;
RO;18;10628;MIDAURIL MZ;59;;;17;PD;PYROXSULAM;47,28;;
RO;18;10632;COBRE NORDOX SUPER 75 WG;152;;;17;PD;QUINOXYFEN;50,81;;
RO;18;10701;CUMETA FLOW;251;;;17;PD;QUIZALOFOP-P (QUIZALOFOP ETILE D-ISOMERO);181,4;;
RO;18;10710;TOMAGAN;178;;;17;PD;QUIZALOFOP-P-ETILE;166,56;;
RO;18;10715;SILGLIF NF;141;;;17;PD;RAPE SEED OIL (OLIO DI COLZA);506,83;;
RO;18;10734;DUAL GOLD;1413;;;17;PD;RIMSULFURON;19,01;;
RO;18;10735;PRIMAGRAM GOLD;9877;;;17;PD;SALE SODICO DI ALCHILETERE SOLFATO;202,73;;
RO;18;10752;STEWARD;227,25;;;17;PD;SILICONI;3,21;;
RO;18;10753;FOLICUR SE;202,9;;;17;PD;S-METOLACHLOR;7.866,48;;
RO;18;10758;BEETUP-TRIO;602;;;17;PD;SODIUM DIOCTYL SULFOSUCCINATE (AUTORIZZATO SOLO COME COADIUVANTE);29,3;;
RO;18;10771;MOST MICRO;1482;;;17;PD;SORBITAN MONO OLEATO ETOSSILATO;37,44;;
RO;18;10878;PANESCA;12;;;17;PD;SORBITAN MONOLEATO;450,6;;
RO;18;10892;OSSICLOR 50 PB MANICA;80;;;17;PD;SPINOSAD;39,41;;
RO;18;10925;BEYOND;13;;;17;PD;SPIRODICLOFEN;0,22;;
RO;18;10926;ALTOREX;193;;;17;PD;SPIROMESIFEN;1,49;;
RO;18;10927;KOHINOR PLUS;540;;;17;PD;SPIROTETRAMAT;7,55;;
RO;18;10929;CHIKARA 25 WG;2,9;;;17;PD;SPIROXAMINE;787,12;;
RO;18;10939;CP 40 AGRO;58;;;17;PD;STREPTOMYCES K61;0,05;;
RO;18;10944;KARATE ZEON;331,75;;;17;PD;SULCOTRIONE;228,5;;
RO;18;10948;CYMOXAN 45 WG;10;;;17;PD;SULPHUR (ZOLFO);114.681,86;;
RO;18;10952;CARPOVIRUSINE PLUS;548;;;17;PD;TEBUCONAZOLE;1.397,19;;
RO;18;10973;PYRINEX PRONTO;21,5;;;17;PD;TEBUFENOZIDE;6,21;;
RO;18;10976;METEOR;1927,23;;;17;PD;TEBUFENPYRAD;0,4;;
RO;18;10985;MEVAXIL M;70;;;17;PD;TEFLUTHRIN;204,03;;
RO;18;10986;KASKO R;23;;;17;PD;TEMBOTRIONE;223,04;;
RO;18;10989;MEVAXIL R;17;;;17;PD;TEPRALOXYDIM;69,01;;
RO;18;10999;BETANAL SE;520;;;17;PD;TERBUTHYLAZINE;4.966,10;;
RO;18;11011;DASH HC;8005;;;17;PD;TETRACONAZOLE;55,59;;
RO;18;11017;GLIFO-POP S;2;;;17;PD;THIABENDAZOLE;0,4;;
RO;18;11027;MET-BLOC;11,5;;;17;PD;THIACLOPRID;7,07;;
RO;18;11041;FOLMAK COMBI;185;;;17;PD;THIAMETHOXAM;70,52;;
RO;18;11045;DODIPREV 35;14;;;17;PD;THIENCARBAZONE-METHYL;135,26;;
RO;18;11059;BIOPOWER;1434;;;17;PD;THIFENSULFURON-METHYL;58,02;;
RO;18;11062;BION 50 WG;19;;;17;PD;THIOPHANATE-METHYL;1.626,93;;
RO;18;11072;WIND;293;;;17;PD;THIRAM;1.026,56;;
RO;18;11076;CLINIC PRO;164;;;17;PD;TOLCLOFOS-METHYL;134,42;;
RO;18;11098;CADDY;1;;;17;PD;TRI-ALLATE;72,45;;
RO;18;11102;HELIOSOUFRE S;1000;;;17;PD;TRIASULFURON;19,88;;
RO;18;11104;CUPROFIX 30 DISPERSS;1090;;;17;PD;TRIBASIC COPPER SULPHATE (RAME SOLFATO TRIBASICO);1.957,22;;
RO;18;11119;FLINT;322,3;;;17;PD;TRIBENURON-METILE;49,19;;
RO;18;11133;SHELTER;8;;;17;PD;TRICHODERMA ASPERELLUM;0,94;;
RO;18;11145;KREIS;30;;;17;PD;TRICHODERMA GAMSII;0,94;;
RO;18;11147;KRUG;42;;;17;PD;TRICLOPYR;69,22;;
RO;18;11150;ALL SEASONS;1;;;17;PD;TRIFLOXYSTROBIN;57,8;;
RO;18;11157;PROPYDOR;77;;;17;PD;TRIFLUMURON;7,27;;
RO;18;11173;AVAUNT EC;838,5;;;17;PD;TRIFLUSULFURON-METHYL;57,34;;
RO;18;11175;KRISTAL 32;47;;;17;PD;TRINEXAPAC ETHYL;67,58;;
RO;18;11182;GLIPHYT;10;;;17;PD;TRISILOSSANO ETOSSILATO PROPOSSILATO;14,25;;
RO;18;11183;PROGERBALIN LG;77;;;17;PD;TRITOSULFURON;34,5;;
RO;18;11185;GERLAGIB LG;7;;;17;PD;VALIPHENAL (IR5885);17,52;;
RO;18;11186;CUTIS;0,7;;;17;PD;ZETA CYPERMETHRIN;122,17;;
RO;18;11190;PENCOR 10 EC;2,45;;;17;PD;ZIRAM;1.102,00;;
RO;18;11196;SULFAR;8490;;;17;PD;ZOXAMIDE;102,17;;
RO;18;11197;VITENE 45 WG;11;;;18;RO;(E)-5-DECEN-1-OL;0,19;;
RO;18;11200;LENACILO FCS;28;;;18;RO;(E)-5-DECEN-1-YL-ACETATE;1,59;;
RO;18;11201;PROPYFLOR;2;;;18;RO;(E)-8-DODECEN-1-YL ACETATE;0,07;;
RO;18;11204;RIZOSOL 50;40;;;18;RO;(E,E)-8,10-DODECADIEN-1-OL (CODLEMONE);12,45;;
RO;18;11206;CODACIDE;2685;;;18;RO;(E/Z)-8-DODECEN-1-YL ACETATE;3,25;;
RO;18;11223;GALIGAN 500 SC;39;;;18;RO;(Z)-8-DODECEN-1-OL;0,02;;
RO;18;11231;CAPTANE 80 DF;323;;;18;RO;(Z)-8-DODECEN-1-YL ACETATE;1,03;;
RO;18;11243;LEOPARD 5 EC;1227;;;18;RO;1,3-DICHLOROPROPENE;20.961,70;;
RO;18;11252;CONTANS WG;53,6;;;18;RO;2,4-D;480,68;;
RO;18;11253;CALLISTO;1362;;;18;RO;3,6 dioxaeicosilsolfato;129,06;;
RO;18;11255;DIVAM FLOW;20;;;18;RO;3,6 dioxaottodecilsolfato di sodio;256,69;;
RO;18;11258;FAZOR;100;;;18;RO;6-BENZYLADENINE;57,94;;
RO;18;11301;SPHERE;744;;;18;RO;ABAMECTIN;53,83;;
RO;18;11303;CHAMP DP;100;;;18;RO;ACEQUINOCYL;4,05;;
RO;18;11307;AGRIRAT;27;;;18;RO;ACETAMIPRID;86,25;;
RO;18;11310;CHIMIGOR 20;194;;;18;RO;ACIBENZOLAR-S-METHYL;9,5;;
RO;18;11313;PROXAN SL;3;;;18;RO;ACLONIFEN;153,76;;
RO;18;11339;THIOVIT;25;;;18;RO;ACRINATHRIN;2,54;;
RO;18;11341;STARANE GOLD;1629;;;18;RO;ALCOOL GRASSO ETOSSILATO;36,8;;
RO;18;11345;ZOLVIS 80 WDG;2189;;;18;RO;ALCOOL LAURILICO ETOSSILATO;0,02;;
RO;18;11353;FUSILADE MAX;1221;;;18;RO;ALCOOL LAURILICO POLIETOSSILATO;3,47;;
RO;18;11374;BAGNANTE AGN L;22;;;18;RO;ALPHA-CYPERMETHRIN (ALPHAMETHRIN);64,94;;
RO;18;11382;GARDENE PLUS;28;;;18;RO;AMETOCTRADIN;85,02;;
RO;18;11393;BEETLE;366,5;;;18;RO;AMIDOSULFURON;5,96;;
RO;18;11396;WIRK;214;;;18;RO;AMINOPYRALID;0,46;;
RO;18;11403;MELODY COMPACT;472;;;18;RO;AMITROLE;198,39;;
RO;18;11416;OVIPRON TOP;1594;;;18;RO;AZADIRACHTIN A (AZADIRACTINA A);9,18;;
RO;18;11418;ROUNDUP 450 PLUS;181;;;18;RO;AZOXYSTROBIN;1.415,89;;
RO;18;11448;KICKER;9;;;18;RO;BACILLUS AMYLOLIQUEFACIENS SUBSP. PLANTARUM D747;43,5;;
RO;18;11449;GARDOPRIM GOLD;2090;;;18;RO;BACILLUS SUBTILIS (CEPPO QST 713);0,72;;
RO;18;11479;BRANCHER DIRADO;131;;;18;RO;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI 3A-3B CEPPO HD1;0,74;;
RO;18;11497;CRITTOVIT WG;220;;;18;RO;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO ABTS 351;119,88;;
RO;18;11499;BUSTER;5,4;;;18;RO;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO EG 2348;12,9;;
RO;18;11500;CAPTHENE 80 WDG;540;;;18;RO;BACILLUS THURINGIENSIS SOTTOSPECIE KURSTAKI CEPPO SA 11;0,51;;
RO;18;11505;READY GERMIPLUS;7;;;18;RO;BEAUVERIA BASSIANA;12,88;;
RO;18;11513;EXILIS;30;;;18;RO;BENALAXYL;5,76;;
RO;18;11523;SEPRADINA SC;1;;;18;RO;BENFLURALIN;122,3;;
RO;18;11525;FUNGIDINA;21,2;;;18;RO;BENTAZONE;7.610,07;;
RO;18;11526;SULTAN;592;;;18;RO;BENTHIAVALICARB;0,16;;
RO;18;11527;PYRINEX QUICK;612,84;;;18;RO;BETA-CIFLUTRIN;2,05;;
RO;18;11549;ISOMATE OFM ROSSO FLEX;2,93;;;18;RO;BIFENAZATE;1,54;;
RO;18;11551;ISOMATE C PLUS;3,06;;;18;RO;BIXAFEN;168,3;;
RO;18;11556;RAK 5+6;756;;;18;RO;BORDEAUX MIXTURE (RAME POLTIGLIA BORDOLESE);468,91;;
RO;18;11560;REGALIS;224;;;18;RO;BOSCALID;937,66;;
RO;18;11561;NEEMAZAL T/S;131,5;;;18;RO;BROMADIOLONE;0,01;;
RO;18;11569;CUPROXAT S.D.I.;140;;;18;RO;BROMUCONAZOLE;13,32;;
RO;18;11586;TOP-AGAN;2064;;;18;RO;BUPIRIMATE;191,48;;
RO;18;11587;CAMBEL S;1367;;;18;RO;BUPROFEZIN;28,63;;
RO;18;11596;CALYPSO;324;;;18;RO;CALCIUM POLYSULPHIDE (POLISOLFURO DI CALCIO O ZOLFO CALCICO);2.235,00;;
RO;18;11600;CRUISER 350 FS;21;;;18;RO;CAPTANO;18.211,65;;
RO;18;11611;VYDATE 10L;255;;;18;RO;CARFENTRAZONE-ETHYL;38,74;;
RO;18;11614;ACTARA 25 WG;227,1;;;18;RO;CHLORANTRANILIPROLE;395,61;;
RO;18;11637;CUPROFIX C DISPERSS;197;;;18;RO;CHLORIDAZON;1.151,47;;
RO;18;11638;FLUORATE;101;;;18;RO;CHLORMEQUAT (CHLORIDE);2,88;;
RO;18;11642;PIKAR;94;;;18;RO;CHLOROTHALONIL;2.806,36;;
RO;18;11649;COMMAND 36 CS;286,5;;;18;RO;CHLORPROPHAM;23,9;;
RO;18;11653;FOLIO GOLD 537,5 SC;813;;;18;RO;CHLORPYRIFOS;9.922,38;;
RO;18;11659;HERBITOTAL S;16;;;18;RO;CHLORPYRIFOS-METHYL;604,09;;
RO;18;11660;SHOGUN;10134;;;18;RO;CHLORTOLURON;89,9;;
RO;18;11668;PLENUM 50 WG;10,6;;;18;RO;CIFLUTRIN;15,15;;
RO;18;11678;ACTELLIC 2P NEWPHARM;20;;;18;RO;CLETHODIM;5,75;;
RO;18;11680;CICLONE;2740;;;18;RO;CLODINAFOP PROPARGYL;347,21;;
RO;18;11690;GOAL 480 SC;0,25;;;18;RO;CLOFENTEZINE;0,45;;
RO;18;11693;LASER;239,75;;;18;RO;CLOMAZONE;161,93;;
RO;18;11698;MINUET;301;;;18;RO;CLOPYRALID;93,34;;
RO;18;11700;BOTANIGARD 22 WP;57,05;;;18;RO;CLOQUINTOCET MEXYL;202,37;;
RO;18;11703;GEOTOX  L;268;;;18;RO;CLOTHIANIDIN;0,2;;
RO;18;11704;OLIO OGNISTAGIONE;3;;;18;RO;CONIOTHYRIUM MINITANS;2,84;;
RO;18;11710;GARDIUS;6;;;18;RO;COPOLIMER 21;60;;
RO;18;11711;DUKE IDROSSIDO;76;;;18;RO;COPPER HYDROXIDE (RAME IDROSSIDO);1.404,77;;
RO;18;11723;MAVRIK PRONTO USO;1;;;18;RO;COPPER OXIDE (RAME OSSIDO);114;;
RO;18;11730;COSMOTRIN;2,3;;;18;RO;COPPER OXYCHLORIDE (RAME OSSICLORURO);14.531,55;;
RO;18;11752;ENVIDOR 240 SC;27,5;;;18;RO;COPPER SULFATE (RAME SOLFATO);5.506,71;;
RO;18;11760;POLITHIOL;2940;;;18;RO;CYAZOFAMID;70,24;;
RO;18;11762;FORUM STAR;45;;;18;RO;CYCLOXYDIM;660,09;;
RO;18;11788;NEMACUR 240 CS;95;;;18;RO;CYDIA POMONELLA GRANULOSIS VIRUS;133,27;;
RO;18;11794;STOPPER;7,75;;;18;RO;CYFLUFENAMID;2,75;;
RO;18;11802;TETRACAP 80 DG;1800;;;18;RO;CYMOXANIL;350,57;;
RO;18;11821;WEEDAZOL TL;495;;;18;RO;CYPERMETHRIN;396,64;;
RO;18;11829;PROTAK 43 EC;40;;;18;RO;CYPROCONAZOLE;224,63;;
RO;18;11841;RUITOR;7;;;18;RO;CYPRODINIL;465,3;;
RO;18;11857;MIDAURIL COMBI;90;;;18;RO;CYPROSULFAMIDE;510,22;;
RO;18;11862;LOBBY;568;;;18;RO;CYROMAZINE (CIROMAZINA);0,75;;
RO;18;11871;AGROLIM;1;;;18;RO;DAMINOZIDE;32,3;;
RO;18;11872;RIFLE 4-24 R;100;;;18;RO;DAZOMET;1.702,80;;
RO;18;11885;ELICIO;370;;;18;RO;DB-2,4;14,25;;
RO;18;11907;RIFOS 480 EC;7;;;18;RO;DELTAMETHRIN;76,12;;
RO;18;11908;VENTUREX 35 L;16,7;;;18;RO;DENATHONIUM BENZOATE (DENATONIO BENZOATO);0,44;;
RO;18;11921;RISCIO' 50 WP/RISCIO';396;;;18;RO;DESMEDIPHAM;96,68;;
RO;18;11922;MYRTOS SL;6;;;18;RO;DICAMBA;908;;
RO;18;11931;MANZEB 75 WG;1301;;;18;RO;DICAMBA SALE DIMETILAMMINICO;9,24;;
RO;18;11944;ASPECT;400;;;18;RO;DICAMBA SALE SODICO;603,44;;
RO;18;11948;VINCARE;9;;;18;RO;DIFENOCONAZOLE;398;;
RO;18;11954;TERMINAL DUO;15;;;18;RO;DIFLUBENZURON;9,75;;
RO;18;11964;POLTIGLIA CAFFARO 20 GD;802;;;18;RO;DIFLUFENICAN;11,52;;
RO;18;11967;MICLOTOP EC;1;;;18;RO;DIMETHENAMID-P;1.378,44;;
RO;18;11977;SULFUR 80 WG;195;;;18;RO;DIMETHOATE;2.119,84;;
RO;18;11979;BORDO 20 MICRO;58,4;;;18;RO;DIMETHOMORPH;811,74;;
RO;18;11991;NEEMIK;938;;;18;RO;DIQUAT;1.668,55;;
RO;18;12010;TUAREG;6323;;;18;RO;DITHIANON;5.347,34;;
RO;18;12020;SUCCESS;118,78;;;18;RO;DODECAN-1-OL;0;;
RO;18;12023;MEGIC;498;;;18;RO;DODINE;485,31;;
RO;18;12030;SNOW;19;;;18;RO;EMAMECTIN BENZOATE;81,01;;
RO;18;12036;KINTO;150;;;18;RO;EPOXICONAZOLE;195,47;;
RO;18;12043;PREVICUR ENERGY;912,1;;;18;RO;EPTAMETILTRISILOSSANO, POLIALCHILENE OSSIDO MODIFICATO;75,18;;
RO;18;12046;FITOIL;1;;;18;RO;ESFENVALERATE;9,38;;
RO;18;12048;TIOSOL 80 WG;10;;;18;RO;ETHEPHON;148,84;;
RO;18;12067;CIPER;220,5;;;18;RO;ETHOFUMESATE;576,28;;
RO;18;12068;TEFLUSTAR;4702,55;;;18;RO;ETHOPROPHOS;159;;
RO;18;12069;EPIK;1725;;;18;RO;ETOFENPROX;202,2;;
RO;18;12083;DANADIM PROGRESS;5024;;;18;RO;ETOXAZOLE;2,21;;
RO;18;12090;MICROSED GEO/MICRONOL T5;220;;;18;RO;ETRIDIAZOLE;19,75;;
RO;18;12096;POLTIGLIA DISPERSS;23383;;;18;RO;FENAMIDONE;42,92;;
RO;18;12100;ASSET;646;;;18;RO;FENAMIPHOS;21,95;;
RO;18;12113;VIRGO;2;;;18;RO;FENBUCONAZOLE;7,95;;
RO;18;12114;AUXIGER LG;263;;;18;RO;FENHEXAMID;44,71;;
RO;18;12115;BARRACUDA;285;;;18;RO;FENOXAPROP-P-ETHYL;6,23;;
RO;18;12133;JUVINAL 10 EC;53,5;;;18;RO;FENPROPIDIN;273,6;;
RO;18;12136;VERITAS;82;;;18;RO;FENPYRAZAMINE;16,5;;
RO;18;12138;R6 ERRESEI TREVI;312;;;18;RO;FERRIC PHOSPHATE (FOSFATO FERRICO);8,18;;
RO;18;12156;MAKE UP 80 WDG;1,5;;;18;RO;FLAZASULFURON;0,73;;
RO;18;12174;V.I.P. FLOW;4913,5;;;18;RO;FLONICAMID;50,72;;
RO;18;12177;VITTORIA 24 SC;22,8;;;18;RO;FLORASULAM;36,39;;
RO;18;12192;GRANSTAR 50 SX;0,4;;;18;RO;FLUAZIFOP-P-BUTYL;240,09;;
RO;18;12199;SILBOT MZ 60;19;;;18;RO;FLUAZINAM;493,05;;
RO;18;12200;SILBOT R/DYMO R;250;;;18;RO;FLUDIOXONIL;270,2;;
RO;18;12202;ZEMIX R;1;;;18;RO;FLUFENACET;274,14;;
RO;18;12207;ROUNDUP K QUATTROCENTO 50;200;;;18;RO;FLUOPICOLIDE;42,45;;
RO;18;12212;PENTHIUM EC;420;;;18;RO;FLUOPYRAM;51,97;;
RO;18;12215;VEBIPHOS 7,5;15,25;;;18;RO;FLUROXYPYR;661,3;;
RO;18;12225;TEPPEKI;101,44;;;18;RO;FLUTRIAFOL;96,76;;
RO;18;12243;MANTIR DG;375;;;18;RO;FLUVALINATE;173,58;;
RO;18;12245;ROUNDUP 360 POWER;22404;;;18;RO;FOLPET;845,1;;
RO;18;12250;PENCOR COMBI;63;;;18;RO;FORAMSULFURON;161,83;;
RO;18;12260;TECNOCONTROL EXTRA;5,5;;;18;RO;FORCHLORFENURON;0,23;;
RO;18;12263;VONDOZEB DG;425;;;18;RO;FORMETANATE;63,1;;
RO;18;12270;UNICORN DF;10;;;18;RO;FOSETYL-ALUMINIUM;11.815,55;;
RO;18;12272;MAGNET OLI;18;;;18;RO;FOSTHIAZATE;10;;
RO;18;12296;GAIO SX;0,56;;;18;RO;GIBBERELLIC ACID (ACIDO GIBBERELLICO A3);90,47;;
RO;18;12297;TRIBASE TWIN;5;;;18;RO;GIBBERELLINS (A4+A7);18,6;;
RO;18;12298;GUNNER SC;38;;;18;RO;GLUFOSINATE-AMMONIUM;591,3;;
RO;18;12317;DACOL L 20;316;;;18;RO;GLYPHOSATE (GLIFOSATE);59.858,02;;
RO;18;12318;VIVER;1;;;18;RO;GLYPHOSATE ISOPROPYLAMINE (GLIFOSATE SALE ISOPROPILAMINICO);4.981,72;;
RO;18;12320;PERSHING;263,74;;;18;RO;HEXYTHIAZOX;9,73;;
RO;18;12325;MESUROL M PLUS;477;;;18;RO;IMAZAMOX;493,68;;
RO;18;12330;DEDALUS SE;4525,9;;;18;RO;IMIDACLOPRID;455,74;;
RO;18;12361;ALGEDI;187,6;;;18;RO;INDOXACARB;200,66;;
RO;18;12368;CARPOSTOP;943,5;;;18;RO;IODOSULFURON METHYL SODIUM;11,61;;
RO;18;12375;SUGAR 500 SC;3005;;;18;RO;IOXYNIL;106,48;;
RO;18;12376;FITAGIL;357;;;18;RO;IOXYNIL OCTANOATE;61,15;;
RO;18;12380;VIVENDI 100;9;;;18;RO;IPRODIONE;863,1;;
RO;18;12381;NU-FILM P;235;;;18;RO;IPROVALICARB;49,7;;
RO;18;12383;RIDOMIL GOLD MZ PEPITE;442;;;18;RO;ISOXABEN;40,04;;
RO;18;12393;COPPERCIM WG;37,75;;;18;RO;ISOXADIFEN ETHYL;256,32;;
RO;18;12395;CUTRIL TOP;1855;;;18;RO;ISOXAFLUTOLE;644,41;;
RO;18;12399;GANZO;16;;;18;RO;KRESOXIM METHYL;47,04;;
RO;18;12406;PLIS;27;;;18;RO;LAMBDA-CYHALOTHRIN;322,71;;
RO;18;12420;TB 20 DG;0,5;;;18;RO;LECANICILLIMUM MUSCARIUM (VE6);0,33;;
RO;18;12437;DELAN 70 WG;7559;;;18;RO;LENACIL;214,81;;
RO;18;12452;EQUIP;7036;;;18;RO;LINURON;563,96;;
RO;18;12453;MILDICUT;5;;;18;RO;LUFENURON;2,33;;
RO;18;12459;VOLCAN SC;110;;;18;RO;MALEIC HYDRAZIDE (IDRAZIDE MALEICA);60;;
RO;18;12482;LUMAX;20290;;;18;RO;MANCOZEB;17.014,00;;
RO;18;12491;CIPERTHRIN PLUS;684;;;18;RO;MANDIPROPAMID;55,66;;
RO;18;12492;ASTROL NUOVO;10;;;18;RO;MCPA;2.120,43;;
RO;18;12498;TRAXOS;0,25;;;18;RO;MCPA SODIUM (MCPA SALE SODICO);5,3;;
RO;18;12504;FLOWBRIX;15;;;18;RO;MCPA-DIMETHYLAMMONIUM (MCPA SALE DIMETILAMMINICO);3,2;;
RO;18;12505;FLOWBRIX BLU;6;;;18;RO;MCPA-THIOETHYL;0,17;;
RO;18;12514;VIPER;40;;;18;RO;MECOPROP;224,16;;
RO;18;12519;CORSARIO;153;;;18;RO;MECOPROP-P;196,89;;
RO;18;12526;SWAN;0,25;;;18;RO;MEFENPYR DIETHYL;34,52;;
RO;18;12528;CABRIO TOP;104;;;18;RO;MEPANIPYRIM;1,5;;
RO;18;12534;FOXTAIL;20,9;;;18;RO;MEPTYLDINOCAP;131,38;;
RO;18;12538;MYSTIC 25 WG;118;;;18;RO;MESOSULFURON METHYL;11,51;;
RO;18;12540;REGRAN SL;10;;;18;RO;MESOTRIONE;756,87;;
RO;18;12560;METHIOR;1156;;;18;RO;METAFLUMIZONE;98,69;;
RO;18;12566;PYGANIC 1.4;43,15;;;18;RO;METALAXYL;49,64;;
RO;18;12573;EKO OIL SPRAY;6369;;;18;RO;METALAXYL M;240,41;;
RO;18;12578;RANMAN;1,7;;;18;RO;METALDEHYDE (METALDEIDE);145,83;;
RO;18;12584;AVIATOR;25;;;18;RO;METAM SODIUM (USI ESSENZIALI FINO AL 31.12.2014);64,2;;
RO;18;12590;DIASTAR MAXI;2500;;;18;RO;METAMITRON;4.358,38;;
RO;18;12598;GRANSTAR POWER SX;268,14;;;18;RO;METAZACHLOR;371,56;;
RO;18;12622;QUANTUM;534,5;;;18;RO;METCONAZOLE;239,34;;
RO;18;12625;EFUZIN 355 SC/FULLDINA 35 FL;90;;;18;RO;METHIOCARB;147,06;;
RO;18;12627;DANADIM 400;126;;;18;RO;METHOMYL;36;;
RO;18;12628;SERENADE MAX;33;;;18;RO;METHOXYFENOZIDE;58,73;;
RO;18;12629;BUGGY 360 SG N.E.T.;810;;;18;RO;METIRAM;9.629,64;;
RO;18;12636;QUASAR 6/24 R;689;;;18;RO;METRAFENONE;31,59;;
RO;18;12642;TRATON SX;9,17;;;18;RO;METRIBUZIN;295,85;;
RO;18;12647;GLITTER;421;;;18;RO;METSULFURON METHYL;3,57;;
RO;18;12654;SPINTOR;92;;;18;RO;MISCELA DI METIL OLEATO E METIL PALMITATO;3.001,88;;
RO;18;12661;SCUDEX WDG;6;;;18;RO;MYCLOBUTANIL;26,98;;
RO;18;12670;RISOLUTIV SL;285;;;18;RO;NAA;31,51;;
RO;18;12671;HARMONY 50 SX;105,38;;;18;RO;NAD;19,23;;
RO;18;12678;CERALL;200;;;18;RO;NAPROPAMIDE;57,12;;
RO;18;12683;MEXTROL PLUS;165;;;18;RO;NICOSULFURON;417,16;;
RO;18;12686;CHAMAN;120;;;18;RO;NONIL-FENIL-POLIOSSIETILENE ETANOLO;242,2;;
RO;18;12696;TEBUZOL S DISPERSS;154;;;18;RO;OXADIAZON;199,63;;
RO;18;12723;OSSICLOR 20 BLU FLOW;29;;;18;RO;OXAMYL;120,55;;
RO;18;12731;MICLOTOP PROGRESS;1;;;18;RO;OXYFLUORFEN;82,14;;
RO;18;12734;JUPITER R DF;20,3;;;18;RO;PACLOBUTRAZOL;10,15;;
RO;18;12737;AIRONE PIU';2953;;;18;RO;PARAFFIN OIL/(CAS 64742-46-7);494,19;;
RO;18;12738;KING 360 HP;10;;;18;RO;PARAFFIN OIL/(CAS 8042-47-5);29.734,46;;
RO;18;12741;GEMINISTAR;14;;;18;RO;PARAFFIN OIL/(CAS 97862-82-3);11.126,96;;
RO;18;12747;CUPRAVIT BLU WG;1,8;;;18;RO;PENCONAZOLE;66,2;;
