"Prodotti fitosanitari e sostanze attive venduti nell'anno 2015 (fonte dati: Autorità competente per il coordinamento territoriale in materia di prodotti fitosanitari, dichiarazioni di vendita p.f. 2015, art. 16 D.Lgs. 150/2012); le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2016.";;;;;;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;Provincia ULSS;Azienda ULSS;Sostanza attiva venduta;Quantità (Kg)
VR;20;10088;MAXIM;0,9;;;;;
VR;20;10105;RIDOMIL GOLD SL;16,75;;;;;
VR;20;10105;RIDOMIL GOLD SL20 REG.10105 ML.250;7,75;;;;;
VR;20;10105;RIDOMIL GOLD SL20REG.10105 ML.250;6,5;;;;;
VR;20;10105;RIDOMIL GOLD SL 20 x 0,25 lt;5,75;;;;;
VR;20;10106;RIDOMIL GOLD COMBI X KG.5;200;;;;;
VR;20;10106;RIDOMIL GOLD COMBI;115;;;;;
VR;20;10109;APRON XL;10;;;;;
VR;20;10116;VAPOR GARD X 1;51;;;;;
VR;20;10116;VAPOR GARD;16;;;;;
VR;20;10116;VAPOR GARD X 4;8;;;;;
VR;20;10117;STRATOS ULTRA x 5 lt;210;;;;;
VR;20;10117;STRATOS ULTRA;99;;;;;
VR;20;10117;STRATOS ULTRA REG.10117 LT.5;20;;;;;
VR;20;10117;STRATOS ULTRA REG.10117 LT.1;8;;;;;
VR;20;10118;AMISTAR LT.1;5;;;;;
VR;20;10119;EQUATION PRO;5,2;;;;;
VR;20;10127;DECIS JET;93,52;;;;;
VR;20;10127;DECIS JET X LT.1;2;;;;;
VR;20;10141;SOFREVAL 80 MICRO x 25 kg;1.025,00;;;;;
VR;20;10141;SOFREVAL 80 MICRO x 20 kg;685;;;;;
VR;20;10142;VERNOIL x 25;175;;;;;
VR;20;10154;BORDOFLOW SECTOR;225;;;;;
VR;20;10158;PIREFLOR;0,05;;;;;
VR;20;10161;ORTIVA LT.1 -CLP-;291;;;;;
VR;20;10161;ORTIVA x 1 lt;221;;;;;
VR;20;10161;ORTIVA;118;;;;;
VR;20;10161;ORTIVA LT.1;5;;;;;
VR;20;10161;ORTIVA X LT 1;1;;;;;
VR;20;10184;TIMBREL EV;0,4;;;;;
VR;20;10185;ZERGAN EV;9,25;;;;;
VR;20;10187;NAUTILE DG x 10;30;;;;;
VR;20;10199;DUKE;330;;;;;
VR;20;10199;LERAM HI BIO;146;;;;;
VR;20;10220;DICOPUR COMBI L x 1;12;;;;;
VR;20;10224;EMME-H LT.10 -CLP-;6.370,00;;;;;
VR;20;10224;EMME-H LT.10;910;;;;;
VR;20;10224;EMME H    X 10;210;;;;;
VR;20;10228;SPOLEN;3.126,00;;;;;
VR;20;10263;DRIVER;23;;;;;
VR;20;10272;CEREXIL M  DG X 10;10.522,00;;;;;
VR;20;10272;CEREXIL M DG X KG.10;2.730,00;;;;;
VR;20;10272;CEREXIL M DG REG.10272 KG.10- CLP-;860;;;;;
VR;20;10272;CEREXIL M DG;40;;;;;
VR;20;10272;CEREXIL M  DG X 1;5;;;;;
VR;20;10285;TOMAHAWK REG.10285 LT.1;33;;;;;
VR;20;10296;IPERION x 20 kg;3.360,00;;;;;
VR;20;10296;IPERION x 10 kg;1.210,00;;;;;
VR;20;10296;IPERION X KG.20;490;;;;;
VR;20;10296;IPERION X KG.10;100;;;;;
VR;20;10296;IPERION x 1 kg;91;;;;;
VR;20;10296;IPERION X KG.1;12;;;;;
VR;20;10297;SINIS 35 WG;21;;;;;
VR;20;10305;OIKOS;638,42;;;;;
VR;20;10305;OIKOS   X  5;600;;;;;
VR;20;10305;OIKOS LT.5 -CLP-;35;;;;;
VR;20;10305;OIKOS LT.5;20;;;;;
VR;20;10305;OIKOS LT.1 -CLP-;11;;;;;
VR;20;10305;OIKOS LT.1;3;;;;;
VR;20;10306;MISTRAL;796;;;;;
VR;20;10329;FORUM MZ WG;136;;;;;
VR;20;10329;FORUM MZ WG REG.10329 KG.10;10;;;;;
VR;20;10329;FORUM MZ WG REG.10329 KG.1;4;;;;;
VR;20;10350;BLAST SG;3;;;;;
VR;20;10357;RIGRON SG;27;;;;;
VR;20;10372;RASIKAL QUICK;278,4;;;;;
VR;20;10373;CONTEST REG.10373 KG.1;56;;;;;
VR;20;10373;CONTEST REG.10373 KG.1-CLP-;21;;;;;
VR;20;10373;CONTEST;5;;;;;
VR;20;10378;FLARE GOLD G;84;;;;;
VR;20;10396;LIZOCIN;1,05;;;;;
VR;20;10404;CLINIC 360 SL;3.768,00;;;;;
VR;20;10404;CLINIC 360 SL X LT.20;60;;;;;
VR;20;10404;CLINIC 360 SL X LT.5;20;;;;;
VR;20;10425;SCUDEX X LT.1;33;;;;;
VR;20;10425;SCUDEX;3;;;;;
VR;20;10426;PROTIL EC;45,5;;;;;
VR;20;10435;HERGON L;43;;;;;
VR;20;10439;SPRAY DUNGER GLOBAL;211;;;;;
VR;20;10439;SPRAY DUNGER GLOBAL X LT.1;69;;;;;
VR;20;10439;SPRAY DUNGER GLOBAL LT.1;49;;;;;
VR;20;10439;SPRAY DUNGER GLOBAL X LT.5;5;;;;;
VR;20;10447;NOVEL DUO LT.1;1;;;;;
VR;20;10456;KLARO ULTRA;71,25;;;;;
VR;20;10465;ROUNDUP MAX x 10 kg;40;;;;;
VR;20;10477;LAS VEGAS  x 1;102;;;;;
VR;20;10477;LAS VEGAS X LT.1;59;;;;;
VR;20;10479;NATURALIS   X 1;15;;;;;
VR;20;10479;NATURALIS;10;;;;;
VR;20;10479;NATURALIS        L X 0,250;2,5;;;;;
VR;20;10483;EMBLEM REG.10483 KG.1;1;;;;;
VR;20;10493;RUNNER M 22;1.294,00;;;;;
VR;20;10494;PREMIUM TOP;46;;;;;
VR;20;10504;KELLY WG x 10 kg;3.980,00;;;;;
VR;20;10504;KELLY WG x 1 kg;957;;;;;
VR;20;10532;TELDOR x 1;1;;;;;
VR;20;10539;TRAPPER;47;;;;;
VR;20;10540;TERIAL 75 WG;372;;;;;
VR;20;10540;TERIAL 75 WG X KG.1;83;;;;;
VR;20;10560;PIRETRO NATURA;57;;;;;
VR;20;10565;DICOTIL EXTRA;96,2;;;;;
VR;20;10568;ZOOMER;4.363,25;;;;;
VR;20;10568;ZOOMER  x 5;130;;;;;
VR;20;10573;Kocide 2000;5.670,00;;;;;
VR;20;10573;KOCIDE 2000 REG.10573 KG.10;1.420,00;;;;;
VR;20;10573;"KOCIDE 2000 ""NUOVA ETIC.XN"" x 10 kg";1.080,00;;;;;
VR;20;10573;KOCIDE 2000 X KG.10;100;;;;;
VR;20;10573;KOCIDE 2000 REG.10573 KG.1;26;;;;;
VR;20;10573;KOCIDE 2000 x 10;20;;;;;
VR;20;10573;"KOCIDE 2000 ""NUOVA ETIC.XN"" x 1 kg";4;;;;;
VR;20;10575;LOGRADO 360;13;;;;;
VR;20;10581;CITRIN EC;0,96;;;;;
VR;20;10584;SHAMAL MK PLUS x 20 lt;100;;;;;
VR;20;10584;SHAMAL MK PLUS;10;;;;;
VR;20;10588;BIOPIREN PLUS;6;;;;;
VR;20;10588;BIOPIREN PLUS       EC X 1;1;;;;;
VR;20;10588;PYGANIC;1;;;;;
VR;20;10604;EMERALD 40 EW;26,31;;;;;
VR;20;10604;EMERALD EW40;0,13;;;;;
VR;20;10609;MESOZIN 35 WG;10;;;;;
VR;20;10627;FRUPICA;12;;;;;
VR;20;10627;FRUPICA x 1;8;;;;;
VR;20;10632;COBRE NORDOX SUPER 75 WG;895;;;;;
VR;20;10632;COBRE NORDOX 75 WG X KG.5;340;;;;;
VR;20;10632;COBRE NORDOX SUPER 75 WG x 5 kg;325;;;;;
VR;20;10632;COBRE NORDOX SUPER 75 WG x 15 kg;75;;;;;
VR;20;10638;MANCOZEB MANICA 75 WG;1.509,00;;;;;
VR;20;10641;MANCOZEB MANICA 80 PB;2.350,00;;;;;
VR;20;10671;COPERNICO x 10 kg;660;;;;;
VR;20;10671;COPERNICO;2;;;;;
VR;20;10690;FUNGIBEN COMBI;12;;;;;
VR;20;10701;CUMETA FLOW;436;;;;;
VR;20;10715;SILGLIF NF x 20 lt;9.460,00;;;;;
VR;20;10715;SILGLIF NF x 5 lt;135;;;;;
VR;20;10715;SILGLIF NF x 1 lt;74;;;;;
VR;20;10734;DUAL GOLD LT.5-CLP-;125;;;;;
VR;20;10734;DUAL GOLD LT.1-CLP-;122;;;;;
VR;20;10734;DUAL GOLD;105;;;;;
VR;20;10734;DUAL GOLD x 1 lt;38;;;;;
VR;20;10734;DUAL GOLD x 5 lt;35;;;;;
VR;20;10734;DUAL GOLD LT.5;15;;;;;
VR;20;10734;DUAL GOLD LT.1;4;;;;;
VR;20;10735;PRIMAGRAM GOLD LT.20 -CLP-;600;;;;;
VR;20;10735;PRIMAGRAM GOLD;391;;;;;
VR;20;10735;PRIMAGRAM GOLD LT.5 -CLP-;105;;;;;
VR;20;10735;PRIMAGRAM GOLD LT.5;65;;;;;
VR;20;10735;PRIMAGRAM GOLD LT.20;60;;;;;
VR;20;10735;PRIMAGRAM GOLD LT.1;16;;;;;
VR;20;10735;PRIMAGRAM GOLD x 5 lt;15;;;;;
VR;20;10735;PRIMAGRAM GOLD LT.1 -CLP-;2;;;;;
VR;20;10752;STEWARD;551,25;;;;;
VR;20;10752;STEWARD x 0,250 kg;308,5;;;;;
VR;20;10752;STEWARD REG.10752 GR.250-CLP-;37,5;;;;;
VR;20;10752;STEWARD  REG.10752 GR.250;6,5;;;;;
VR;20;10752;STEWARD REG.10752 GR.500-CLP-;2;;;;;
VR;20;10753;FOLICUR SE;69,5;;;;;
VR;20;10771;MOST MICRO;875;;;;;
VR;20;10771;MOST MICRO LT.5-CLP-;160;;;;;
VR;20;10771;MOST MICRO X LT.5;100;;;;;
VR;20;10771;MOST MICRO X LT.1;88;;;;;
VR;20;10771;MOST MICRO LT.5;65;;;;;
VR;20;10771;MOST MICRO LT.1-CLP-;10;;;;;
VR;20;10771;MOST MICRO LT.1;6;;;;;
VR;20;10890;FLIPPER LT.1;30;;;;;
VR;20;10897;AMEGA PLUS;754;;;;;
VR;20;10926;ALTOREX;52;;;;;
VR;20;10926;ALTOREX x 1;37;;;;;
VR;20;10926;ALTOREX LT.1 -CLP-;27;;;;;
VR;20;10926;ALTOREX LT.1;9;;;;;
VR;20;10927;KOHINOR PLUS REG.10927 LT.1;1;;;;;
VR;20;10929;CHIKARA 25 WG;25,25;;;;;
VR;20;10929;CHIKARA  x 0,200;9,6;;;;;
VR;20;10929;CHIKARA  x 0,050;6,25;;;;;
VR;20;10929;CHIKARA25WG;4;;;;;
VR;20;10930;WOOD;87;;;;;
VR;20;10931;EMME H 60 WS   X  2;180;;;;;
VR;20;10931;EMME H 60 WS (N. ETICHETTA) X 2;112;;;;;
VR;20;10931;EMME-H60WS KG.2;10;;;;;
VR;20;10936;NAAK 480 X 1;42;;;;;
VR;20;10936;NAAK 480 LT.1;5;;;;;
VR;20;10938;MANCOSIM 75 DF  x 25;850;;;;;
VR;20;10939;CP 40 AGRO;11;;;;;
VR;20;10939;CP40 AGRO LT.1 (2°XN);6;;;;;
VR;20;10939;CP 40 AGRO REG.10939 LT.1-CLP-;5;;;;;
VR;20;10944;KARATE ZEON;77,25;;;;;
VR;20;10944;KARATE ZEON REG.10944 LT.1;10;;;;;
VR;20;10944;KARATE ZEON x 0,250 lt;2;;;;;
VR;20;10944;KARATE ZEON x 1 lt;2;;;;;
VR;20;10944;KARATE ZEON REG.10944 ML.250;0,5;;;;;
VR;20;10952;CARPOVIRUSINE PLUS X 1;26;;;;;
VR;20;10970;NECOLIM;8;;;;;
VR;20;10973;PYRINEX PRONTO;35,5;;;;;
VR;20;10976;METEOR  x 1;454;;;;;
VR;20;10976;METEOR;394,17;;;;;
VR;20;10976;METEOR ML.250;36;;;;;
VR;20;10985;MEVAXIL M REG.10985 KG.5;15;;;;;
VR;20;10985;MEVAXIL M;12;;;;;
VR;20;10986;KASKO R;2.687,00;;;;;
VR;20;10986;KASKO R X LT.20;300;;;;;
VR;20;10998;RASIKAL ULTRA;4;;;;;
VR;20;10999;BETANAL SE LT.1 -CLP-;17;;;;;
VR;20;10999;BETANAL SE;7;;;;;
VR;20;10999;BETANAL SE LT.1;2;;;;;
VR;20;10999;BETANAL SE x 1 lt;2;;;;;
VR;20;11011;DASH HC x 1;149;;;;;
VR;20;11011;DASH HC;32;;;;;
VR;20;11011;DASH HC LT.1;2;;;;;
VR;20;11013;CIOPPER;123,5;;;;;
VR;20;11013;CIOPPER   X  1;37;;;;;
VR;20;11027;MET-BLOC;38,5;;;;;
VR;20;11041;FOLMAK COMBI;2.764,00;;;;;
VR;20;11041;FOLMAK COMBI X 5;1.790,00;;;;;
VR;20;11041;FOLMAK COMBI X 1;206;;;;;
VR;20;11044;TUREX;21;;;;;
VR;20;11045;DODIPREV 35;18;;;;;
VR;20;11047;DICOPLUS;12;;;;;
VR;20;11059;BIOPOWER;42;;;;;
VR;20;11059;BIOPOWER x 1 lt;38;;;;;
VR;20;11059;BIOPOWER x 4 lt;12;;;;;
VR;20;11059;BIOPOWER x 2 lt;6;;;;;
VR;20;11062;BION 50 WG;52,7;;;;;
VR;20;11062;BION 50 WG x 0,5 kg;7;;;;;
VR;20;11062;BION 50 WG X GR.50;1;;;;;
VR;20;11070;TIOGOLD DISPERSS;5,4;;;;;
VR;20;11088;BION MX REG.11088 KG.1;22;;;;;
VR;20;11098;CADDY;0,75;;;;;
VR;20;11102;HELIOSOUFRE  S  X 10;1.300,00;;;;;
VR;20;11102;HELIOSOUFRE S;643,2;;;;;
VR;20;11102;HELIOSOUFRE S X LT.10;170;;;;;
VR;20;11104;CUPROFIX 30 DISPERSS non col.x 10;20;;;;;
VR;20;11106;MANFIL 75 WG  x 10;40;;;;;
VR;20;11107;ECO-TRAP;184;;;;;
VR;20;11107;ECOTRAP  X 1 ( 100 TRAPPOLE );5,6;;;;;
VR;20;11119;FLINT x 0,5 kg;124,5;;;;;
VR;20;11119;FLINT;78,15;;;;;
VR;20;11133;SHELTER;29;;;;;
VR;20;11157;PROPYDOR;26,4;;;;;
VR;20;11173;AVAUNT 150 EC X 1;1.031,00;;;;;
VR;20;11173;AVAUNT EC;121;;;;;
VR;20;11173;AVAUNT 10 EC X LT.1;57;;;;;
VR;20;11173;AVAUNT EC X 1 (+CORAGEN) TW.P.MAIS;28;;;;;
VR;20;11173;AVAUNT EC REG.11173 LT.1;5;;;;;
VR;20;11173;AVAUNT EC REG.11173 LT.1 -TWIN PACK;5;;;;;
VR;20;11185;GERLAGIB LG x 1 lt;108;;;;;
VR;20;11186;CUTIS;2,23;;;;;
VR;20;11196;SULFAR;20;;;;;
VR;20;11204;RIZOSOL 50;2;;;;;
VR;20;11206;BAGNANTE CODACIDE  X 2,5;147,5;;;;;
VR;20;11206;CODACIDE X LT.10;10;;;;;
VR;20;11206;BAGNANTE CODACIDE LT.10;10;;;;;
VR;20;11206;CODACIDE X LT. 2,5;2,5;;;;;
VR;20;11212;BATKUR SC X LT.1;76;;;;;
VR;20;11223;GALIGAN 500 SC;56;;;;;
VR;20;11243;LEOPARD 5 EC;10;;;;;
VR;20;11243;LEOPARD 5 EC  x 5;10;;;;;
VR;20;11243;LEOPARD 5 EC  x 1;2;;;;;
VR;20;11253;CALLISTO;124;;;;;
VR;20;11253;CALLISTO LT.1;24;;;;;
VR;20;11253;CALLISTO x 1 lt;12;;;;;
VR;20;11257;COSTAR WG;237;;;;;
VR;20;11258;FAZOR  KG.5;585;;;;;
VR;20;11301;SPHERE REG.11301 LT.1;6;;;;;
VR;20;11303;CHAMP DP X KG.10;550;;;;;
VR;20;11310;CHIMIGOR 20;31;;;;;
VR;20;11313;PROXAN SL;7;;;;;
VR;20;11341;STARANE GOLD LT.1;172;;;;;
VR;20;11341;STARANE GOLD;119;;;;;
VR;20;11341;STARANE GOLD x 1 lt;74;;;;;
VR;20;11344;PICKIL EC  X 3;3;;;;;
VR;20;11344;PICKILL EC;2;;;;;
VR;20;11345;ZOLVIS 80 WDG;160;;;;;
VR;20;11353;FUSILADE MAX REG.11353 LT.10-CLP-;720;;;;;
VR;20;11353;FUSILADE MAX;596;;;;;
VR;20;11353;"FUSILADE MAX ""NUOVA ETICH."" x 1 lt";235;;;;;
VR;20;11353;FUSILADE MAX REG.11353 LT.5;115;;;;;
VR;20;11353;FUSILADE MAX REG.11353 LT.5 -CLP-;100;;;;;
VR;20;11353;FUSILADE MAX REG.11353 LT.1-CLP-;48;;;;;
VR;20;11353;"FUSILADE MAX ""NUOVA ETICH."" x 5 lt";45;;;;;
VR;20;11353;FUSILADE MAX REG.11353 LT.10;30;;;;;
VR;20;11353;FUSILADE MAX REG.11353 LT.1;27;;;;;
VR;20;11353;FUSILADE MAX X LT.1;23;;;;;
VR;20;11355;TAMIFUM;12.000,00;;;;;
VR;20;11359;SARCAP 800;8;;;;;
VR;20;11359;SARCAP 800 REG.11359 KG.5;5;;;;;
VR;20;11360;GRIP 25;16,4;;;;;
VR;20;11382;GARDENE PLUS;22;;;;;
VR;20;11382;LUMACHICIDA;4,5;;;;;
VR;20;11390;VITENE TRIPLO BLU;6;;;;;
VR;20;11393;INSETTICIDA AFICIDA;0,2;;;;;
VR;20;11396;WIRK;6;;;;;
VR;20;11402;MELODY COMBI WG X KG.5;685;;;;;
VR;20;11403;MELODY COMPACT;112,5;;;;;
VR;20;11403;MELODY COMPACT x 10 kg;11;;;;;
VR;20;11403;MELODY COMPACT x 1 kg;6;;;;;
VR;20;11414;TENDENCY 25;0,2;;;;;
VR;20;11416;OVIPRON TOP L x 20;2.810,00;;;;;
VR;20;11416;OVIPRON TOP L x 5;1.775,00;;;;;
VR;20;11416;OVIPRON TOP;14;;;;;
VR;20;11418;ROUNDOUP 450 PLUS X LT.5;25;;;;;
VR;20;11418;ROUNDOUP 450 PLUS X LT.20;20;;;;;
VR;20;11448;KICKER;141;;;;;
VR;20;11449;GARDOPRIM GOLD x 20 lt;20;;;;;
VR;20;11479;BRANCHER DIRADO;1;;;;;
VR;20;11497;CRITTOVIT WG x 20;36.250,00;;;;;
VR;20;11497;CRITTOVIT WG 10 X KG.1;70;;;;;
VR;20;11501;VITE FOL;66;;;;;
VR;20;11525;FUNGIDINA;1,6;;;;;
VR;20;11526;SULTAN  x 1;84;;;;;
VR;20;11526;SULTAN;70;;;;;
VR;20;11526;SULTAN REG.11526 LT.1 -CLP-;38;;;;;
VR;20;11526;SULTAN REG.11526 LT.1;2;;;;;
VR;20;11527;PYRINEX QUICK  x 1;29;;;;;
VR;20;11527;PYRINEX QUICK  x 5;5;;;;;
VR;20;11527;PYRINEX QUICK LT.1;1;;;;;
VR;20;11527;PYRINEX QUICK;0,14;;;;;
VR;20;11551;ISOMATE C PLUS;0,08;;;;;
VR;20;11556;RAK 5+6;539,86;;;;;
VR;20;11560;REGALIS x 1;380;;;;;
VR;20;11560;REGALIS X KG.1;29;;;;;
VR;20;11560;REGALIS;16;;;;;
VR;20;11560;REGALIS KG.1;6;;;;;
VR;20;11561;NEEM AZAL-T/S x 5 lt;295;;;;;
VR;20;11561;NEEM AZAL X LT.5;135;;;;;
VR;20;11561;NEEMAZAL T/S;74,34;;;;;
VR;20;11561;NEEM AZAL-T/S x 1 lt;42;;;;;
VR;20;11561;NEEM AZAL X LT.1;20;;;;;
VR;20;11566;ZOLFO 80 WP;29;;;;;
VR;20;11569;CUPROXAT S.D.I.;3.680,00;;;;;
VR;20;11569;CUPROXAT S.D.I. LT.10-CLP-;190;;;;;
VR;20;11569;CUPROXAT SDI;100;;;;;
VR;20;11569;CUPROXAT LIQUIDO X LT.10;100;;;;;
VR;20;11569;CUPROXAT S.D.I. LT.10;30;;;;;
VR;20;11569;CUPROXAT S.D.I. LT.1;1;;;;;
VR;20;11586;TOP-AGAN;8;;;;;
VR;20;11586;TOP AGAN x 1 lt;7;;;;;
VR;20;11596;CALYPSO x 0,5 lt;187;;;;;
VR;20;11596;CALYPSO;107;;;;;
VR;20;11596;CALYPSO  REG.11596 ML.500;55;;;;;
VR;20;11600;CRUISER 350FS ML.500-CLP-;71;;;;;
VR;20;11600;CRUISER 350 FS x 0,5 lt;8,5;;;;;
VR;20;11600;CRUISER 350 FS;1,5;;;;;
VR;20;11600;CRUISER 350FS ML.500;1;;;;;
VR;20;11611;VYDATE 10L;885;;;;;
VR;20;11611;VYDATE 10 L  x 5;535;;;;;
VR;20;11611;VYDATE 10L REG.11611 LT.5;65;;;;;
VR;20;11611;VYDATE 10L REG.11611 LT.5 -CLP-;60;;;;;
VR;20;11614;ACTARA 25 WG;509,5;;;;;
VR;20;11614;ACTARA 25 WG x 0,5 kg;366;;;;;
VR;20;11614;ACTARA 25 WG KG.0,500-CLP-;111;;;;;
VR;20;11614;ACTARA 25 WG GR.500;9,5;;;;;
VR;20;11614;ACTARA 25WG GR.100;4,1;;;;;
VR;20;11614;ACTARA 25WG GR.100-CLP-;1,6;;;;;
VR;20;11619;TIOFLOR WDG X KG.25;6.400,00;;;;;
VR;20;11619;TIOFLOR WDG;187;;;;;
VR;20;11619;TIOFLOR WDG X KG.1;3;;;;;
VR;20;11626;PIT STOP X 1;646;;;;;
VR;20;11626;PITSTOP;436;;;;;
VR;20;11638;FLUORATE;134;;;;;
VR;20;11642;PIKAR;460;;;;;
VR;20;11649;COMMAND 36 CS LT.2;172;;;;;
VR;20;11649;COMMAND 36 CS x 1 lt;54;;;;;
VR;20;11649;COMMAND 36CS LT.1;50;;;;;
VR;20;11649;COMMAND 36 CS;43,5;;;;;
VR;20;11649;COMMAND 36 CS DA 250 ML.;5,25;;;;;
VR;20;11650;MASSOCUR 12-E;8;;;;;
VR;20;11653;FOLIO GOLD 537,5 SC REG.11653 LT.1;1.277,00;;;;;
VR;20;11653;FOLIO GOLD 537,5 SC;79;;;;;
VR;20;11653;FOLIO GOLD 537,5 SC x 1 lt;37;;;;;
VR;20;11653;FOLIO GOLD X LT.1;1;;;;;
VR;20;11659;HERBITOTAL S;1,75;;;;;
VR;20;11660;SHOGUN LT.5;55;;;;;
VR;20;11660;SHOGUN X LT.5;10;;;;;
VR;20;11660;SHOGUN;4;;;;;
VR;20;11668;PLENUM 50 WG;91;;;;;
VR;20;11668;PLENUM 50 WG x 0,2 kg;34,4;;;;;
VR;20;11668;PLENUM 50 WG REG.11668 GR.200-CLP-;1;;;;;
VR;20;11678;ACTELLIC 2P KG.1;2;;;;;
VR;20;11690;GOAL 480 SC;2;;;;;
VR;20;11693;LASER x 0,500 (SPINOSAD);464;;;;;
VR;20;11693;LASER;309,75;;;;;
VR;20;11693;LASER LT.0,500-CLP-;27,5;;;;;
VR;20;11693;LASER LT.0,500;1;;;;;
VR;20;11693;LASER ML.100 -CLP-;0,6;;;;;
VR;20;11693;LASER ML.100;0,4;;;;;
VR;20;11696;ARID;1;;;;;
VR;20;11698;MINUET;477,2;;;;;
VR;20;11698;MINUET LT.1;18;;;;;
VR;20;11700;BOTANIGARD 22 WP;39,56;;;;;
VR;20;11700;BOTANIGARD 22 WP GR.500;0,5;;;;;
VR;20;11701;BOTANIGARD SE;50;;;;;
VR;20;11704;OLIO OGNISTAGIONE;1,25;;;;;
VR;20;11710;GARDIUS;8,7;;;;;
VR;20;11711;DUKE IDRO/MEXIRAM HI BIO;2.000,00;;;;;
VR;20;11711;MEXIRAM HI BIO;1.350,00;;;;;
VR;20;11730;COSMOTRIN;3,95;;;;;
VR;20;11732;ALLEATO 80 WG;95;;;;;
VR;20;11752;ENVIDOR 240 SC x 0,5 lt;70;;;;;
VR;20;11752;ENVIDOR 240 SC;7;;;;;
VR;20;11760;POLITHIOL X LT 20;3.760,00;;;;;
VR;20;11760;POLITHIOL  x 20;2.020,00;;;;;
VR;20;11760;POLITHIOL;1.940,00;;;;;
VR;20;11762;FORUM STAR  X 5;5;;;;;
VR;20;11786;AQ 10 WG  X GR.30;0,84;;;;;
VR;20;11786;AQ 10 WG;0,66;;;;;
VR;20;11788;NEMACUR 240 CS x 25;75;;;;;
VR;20;11788;NEMACUR 240 CS REG.11788 LT.5;20;;;;;
VR;20;11788;NEMACUR 240 CS;10;;;;;
VR;20;11788;NEMACUR 240 CS X LT.5;5;;;;;
VR;20;11793;XENTARI;47;;;;;
VR;20;11794;PRESSING 500 X 0,75 (AVADEX FACTOR);24;;;;;
VR;20;11794;STOPPER;16;;;;;
VR;20;11794;STOPPER  X  1;2;;;;;
VR;20;11806;KARIKA;22;;;;;
VR;20;11814;SPADA 200 EC;468,1;;;;;
VR;20;11814;SPADA 200 EC X LT.1;135;;;;;
VR;20;11821;WEEDAZOL TL;230;;;;;
VR;20;11821;WEEDAZOL TL x 5 lt;35;;;;;
VR;20;11857;MIDAURIL COMBI;390;;;;;
VR;20;11862;LOBBY;113;;;;;
VR;20;11870;CUPRITAL S.D.I.;8,5;;;;;
VR;20;11874;VITENE TRIPLO;1;;;;;
VR;20;11885;ELICIO;156;;;;;
VR;20;11908;VENTUREX 35 L;9,5;;;;;
VR;20;11921;RISCIO' 50 WP KG.1;158;;;;;
VR;20;11931;MANZEB 75 WG;620;;;;;
VR;20;11946;AZA NEMA;20;;;;;
VR;20;11948;VINCARE;1.190,00;;;;;
VR;20;11948;VINCARE X KG.5;15;;;;;
VR;20;11954;TERMINAL DUO;90;;;;;
VR;20;11964;POLTIGLIA CAFFARO 20 GD;3.866,00;;;;;
VR;20;11964;POLTIGLIA CAFFARO 20 GD NC X KG.1;768;;;;;
VR;20;11964;POLTIGLIA CAFFARO 20 GD NC X KG.20;122,5;;;;;
VR;20;11964;POLTIGLIA CAFFARO 20 GD KG.10;120;;;;;
VR;20;11964;POLTIGLIA CAFFARO 20 GD NC X KG.10;20;;;;;
VR;20;11991;NEEMIK;352;;;;;
VR;20;11991;NEEMIK   X 5;120;;;;;
VR;20;11991;NEEMIK         X 1;61;;;;;
VR;20;11991;NEEMIK X LT.1;25;;;;;
VR;20;12010;TUAREG LT.1;248;;;;;
VR;20;12010;TUAREG;116;;;;;
VR;20;12010;TUAREG  x 1;97;;;;;
VR;20;12010;TUAREG  x 5;55;;;;;
VR;20;12010;TUAREG LT.5 -CLP-;40;;;;;
VR;20;12010;TUAREG X LT.3;9;;;;;
VR;20;12020;SUCCESS  x 1 lt;101;;;;;
VR;20;12020;SUCCESS;3,95;;;;;
VR;20;12022;SPADA WDG   X 1;547;;;;;
VR;20;12023;MEGIC;310;;;;;
VR;20;12023;MEGIC X LT.1;60;;;;;
VR;20;12030;SNOW;1;;;;;
VR;20;12037;CAMIX;5;;;;;
VR;20;12043;PREVICUR ENERGY;1.930,80;;;;;
VR;20;12043;PREVICUR ENERGY x 5 lt;140;;;;;
VR;20;12043;PREVICUR ENERGY x 1 lt;50;;;;;
VR;20;12043;PREVICUR ENERGY LT.1;8;;;;;
VR;20;12048;TIOSOL 80 WG;69.689,00;;;;;
VR;20;12048;TIOSOL 80 WG X KG.10;1.390,00;;;;;
VR;20;12048;TIOSOL 80 WG X KG.25;300;;;;;
VR;20;12048;TIOSOL 80 WG X KG.1;70;;;;;
VR;20;12060;FOX;5;;;;;
VR;20;12068;TEFLUSTAR;359,8;;;;;
VR;20;12068;TEFLUSTAR KG.10;240;;;;;
VR;20;12069;EPIK;727,61;;;;;
VR;20;12069;EPIK x 2 kg;251,5;;;;;
VR;20;12069;EPIK x 1 kg;90;;;;;
VR;20;12069;EPIK KG.2;66;;;;;
VR;20;12069;EPIK 5% X KG.1;14;;;;;
VR;20;12069;EPIK KG.0,500;0,5;;;;;
VR;20;12083;DANADIM PROGRESS;948,25;;;;;
VR;20;12083;DANADIM PROGRESS X LT.1;22;;;;;
