Provincia,"N. Reg.","Prodotto fitosanitario venduto*","Quantità(Kg o litri)"
PD,13249,,175.00
PD,13249,ZOLFO VENTILATO STELLA RAMATO S,25.00
PD,13252,,3.00
PD,13252,PLAYER 250 SC,439.00
PD,13253,,20.00
PD,13253,PLAYER SC,12.00
PD,13254,PLAYER 25 WG,382.00
PD,13255,PLAYER GR,21.00
PD,13263,BORDORAM 20 WG,4.80
PD,13267,,1.00
PD,13285,,43.00
PD,13285,SEVERAL,3.00
PD,13290,,25.00
PD,13290,ZOLFO MANICA DOPPIO RAFFINATO VENTI,150.00
PD,13292,,6100.00
PD,13298,QUANTUM F,5.00
PD,13311,DOMARK COMBI WG,20.00
PD,13313,,121.00
PD,13313,CASPER,91.00
PD,13323,SULFY 80 WDG,15.00
PD,13327,,29.90
PD,13327,GRANSTAR ULTRA SX,76.80
PD,13329,OMNEX 10 EC,159.00
PD,13356,AGRIZOLE,9.00
PD,13367,,39.00
PD,13367,DIVO,74.00
PD,13377,COLUMBUS,147.00
PD,13382,,109.50
PD,13382,PERGADO SC,673.50
PD,13386,,71.00
PD,13386,PROSARO,762.00
PD,13387,,29.68
PD,13387,FLORAMIX,195.70
PD,13388,,16.50
PD,13388,BROADWAY,2.20
PD,13389,,1203.00
PD,13389,AFFIRM,2908.00
PD,13391,,335.00
PD,13391,CYTHRIN 50 EC,602.25
PD,13402,LUMA-KL,39.00
PD,13405,,6.00
PD,13447,HELMSTAR 75 WG,4.62
PD,13451,SPARVIERO,32.00
PD,13455,,463.00
PD,13455,ANTIGRAM GOLD,2801.00
PD,13466,,77.00
PD,13466,SPOTLIGHT PLUS,511.00
PD,13468,CLINER,0.20
PD,13468,CLINER PFnPE,0.25
PD,13471,,31.00
PD,13471,NICOZEA OD,104.00
PD,13472,,4.00
PD,13472,ALIEN,55.00
PD,13485,,853.00
PD,13485,FOLPEC 80 WG ADVANCE,761.00
PD,13486,JUDO,22.75
PD,13489,,3.00
PD,13489,CYMBAL,140.00
PD,13505,CLIVIS DUO,30.00
PD,13518,NISUS 3B,40.00
PD,13540,,20.00
PD,13540,QUASAR R FLOW,426.00
PD,13552,,212.50
PD,13552,ZOLVIS 80 SECTOR,10683.00
PD,13552,ZOLVIS 80 SECTOR PFnPE,49.50
PD,13560,FORZA,6.00
PD,13576,RAMEPLANT WG,49.00
PD,13576,RAMEPLANT WG PFnPE,5.00
PD,13578,RAME CAFFARO BLU WG NEW,747.00
PD,13586,,60.00
PD,13586,VERDERAME 20 WG,80.00
PD,13592,,4.00
PD,13592,VOLARE,108.00
PD,13600,,450.00
PD,13604,,150.00
PD,13635,POLTIGLIA 20 PB MANICA,17.00
PD,13637,,246.00
PD,13637,PERGADO F,435.00
PD,13639,,2.00
PD,13648,,30.00
PD,13689,,10.00
PD,13689,FLINT MAX,10.00
PD,13691,TRIDAN COMBI T,70.00
PD,13693,,2.40
PD,13693,BACILLUS CHEMIA,47.80
PD,13693,BACILLUS CHEMIA 100 g,1.00
PD,13693,BACILLUS CHEMIA PFnPE,0.90
PD,13693,BACILLUS CHEMIA PFnPE  100 g,7.00
PD,13698,,4.00
PD,13698,VIVANDO,97.25
PD,13700,ATLANTIS PRO,94.50
PD,13701,,219.60
PD,13705,AMECTIN EC,3.00
PD,13711,,4583.00
PD,13714,,40.00
PD,13714,FOLPEC 50 SC,74.00
PD,13741,,20.00
PD,13765,SHERPA 100 EW,5.00
PD,13771,,60.00
PD,13771,NIMROD 250 EW,262.00
PD,13782,DOURO 10 WG,23.00
PD,13789,PRIMERO,12.00
PD,13791,GEATER-STAR PFnPE,3.00
PD,13792,,274.00
PD,13792,STABILAN,127.00
PD,13809,,80200.00
PD,13809,FORCE ULTRA,53590.00
PD,13823,,28.00
PD,13823,ALVERDE,51.05
PD,13838,XEDAVIR,4.25
PD,13838,XEDAVIR PFnPE,3.00
PD,13841,,7390.00
PD,13841,FOCUS ULTRA,6614.00
PD,13856,COPRANTOL TRIO,17.00
PD,13876,APACHE,299.00
PD,13888,,360.00
PD,13888,FANTIC F NC WG,642.00
PD,13895,SAVIRAN STAR,750.00
PD,13899,DAUPHIN 45,0.50
PD,13901,VERDERAME 20 PB PFnPE,6.00
PD,13905,,9.00
PD,13905,BANJO,188.00
PD,13925,,26.50
PD,13927,,30.00
PD,13927,ZAMIR 18,57.00
PD,13930,MARINS 200 CLASS,60.00
PD,13955,SUDOKU,3.00
PD,13981,,108.60
PD,13981,CORAGEN,335.70
PD,13983,,16.00
PD,13983,HUSSAR MAXX PRO,133.00
PD,13998,,18.00
PD,13998,PYRUS 400 SC,2.00
PD,14018,BASIC,20.00
PD,14020,LIDAL,84.00
PD,14029,MANTA DUO,1.00
PD,14044,JOKER 480,355.00
PD,14058,,145.75
PD,14058,FEINZIN 70 DF,1552.25
PD,14062,,191.00
PD,14062,ZOXIUM 240 SC,699.00
PD,14100,KANEMITE,4.00
PD,14101,,229.00
PD,14101,CARAMBA,871.00
PD,14102,,120.00
PD,14102,BORDOFLOW NEW,5752.00
PD,14119,,21.00
PD,14119,VISIR PENCOTECH,59.00
PD,14122,KATAR,3.00
PD,14128,,17.00
PD,14135,GRENADIER 75 DF,0.23
PD,14137,,11.60
PD,14137,ALTACOR,59.60
PD,14154,,4.00
PD,14154,PIRETRO ACTIGREEN PFnPE,0.30
PD,14155,,1740.00
PD,14156,CURZATE R WG,21.00
PD,14165,,65.00
PD,14165,NANDO MAXI,153.00
PD,14166,,4.00
PD,14166,ZETOR,262.00
PD,14178,,1030.00
PD,14182,,142.00
PD,14182,ARES 25 WG,270.00
PD,14193,,10.00
PD,14193,SARMOX 45 DG,14.50
PD,14195,,633.00
PD,14204,75A,3.00
PD,14210,,149.00
PD,14210,EVURE PRO,288.80
PD,14214,RAPSAN 500 SC,5.00
PD,14217,TENAX EW,24.00
PD,14232,CYTHRIN MAX,60.50
PD,14257,UNDERLINE 0.2 G,30.00
PD,14262,,10.00
PD,14262,GREENEX NF,49.00
PD,14262,GREENEX NF 250 ml,2.50
PD,14262,GREENEX NF 40 ml,0.04
PD,14262,GREENEX NF 500 ml,1.00
PD,14262,GREENEX NF PFnPE,21.11
PD,14323,,13.00
PD,14323,BELPROMEC,6.00
PD,14348,,200.00
PD,14348,AGRON R WG,124.00
PD,14375,,186.00
PD,14375,LION 5 EC,1252.00
PD,14380,CLORMET,3.00
PD,14387,NERVURE SUPER,1.00
PD,14390,,759.00
PD,14390,BOOM EFEKT,5664.00
PD,14406,,14.00
PD,14406,LEIMAY,68.25
PD,14407,,30.50
PD,14407,RUNWAY,57.50
PD,14409,,303.00
PD,14409,MOVENTO 48 SC,443.00
PD,14414,,1.00
PD,14414,DUSTY,2.50
PD,14414,DUSTY PFnPE,3.00
PD,14418,PULSAR 40 SL,238.00
PD,14431,,46.00
PD,14431,LENTAGRAN 45 WP,324.00
PD,14432,METRIC,6.00
PD,14434,NUANCE,0.74
PD,14440,SOLAR 360,1125.00
PD,14479,,5600.00
PD,14479,SCHERMO 05 G,14010.00
PD,14523,CARPO 600,1.50
PD,14547,,2.50
PD,14547,BAC MK,135.50
PD,14547,BAC MK PFnPE,0.50
PD,14548,TURIBEL,34.00
PD,14549,LEPIBACK,89.00
PD,14559,,20.00
PD,14559,AGREE WG,14.00
PD,14577,,40.00
PD,14577,FORUM R 3B,28.00
PD,14582,,1.00
PD,14636,,1399.00
PD,14636,BIOLID UP,1658.10
PD,14636,BIOLID UP PFnPE,127.70
PD,14642,,190.00
PD,14642,RIDOMIL GOLD R WG,4318.00
PD,14660,BTK 32 WG,21.00
PD,14664,BERELEX 40 SG,1.64
PD,14683,,0.40
PD,14683,BERMERAX,1.95
PD,14684,,1.00
PD,14686,KOCIDE OPTI,155.00
PD,14692,BUZZ ULTRA DF,26.00
PD,14697,,16.00
PD,14697,ENERVIN DUO,162.00
PD,14699,GEOXE,6.00
PD,14709,,10.00
PD,14728,CELIO,1.25
PD,14735,,16.00
PD,14735,RANMAN TOP,52.00
PD,14737,,3095.00
PD,14737,ROUNDUP PLATINUM,18467.00
PD,14737,ROUNDUP PLATINUM 5 L,40.00
PD,14737,ROUNDUP PLATINUM PFnPE,30.00
PD,14759,SULCOCAP,2.00
PD,14764,,110.00
PD,14764,SLUXX,55.00
PD,14764,SLUXX HP,5.00
PD,14765,,167.00
PD,14765,ELUMIS,769.00
PD,14769,COMET 250 EC,219.00
PD,14785,DRISCOLL,7.30
PD,14794,,3.00
PD,14794,AVALON SC,818.00
PD,14801,,6.00
PD,14812,,158.00
PD,14812,ENERVIN TOP,265.00
PD,14830,,510.00
PD,14830,CUPROFIX ULTRA DISPERSS,280.00
PD,14836,BARBARIAN BIOGRADE 360 PFnPE,33.50
PD,14837,TARTAN,1.00
PD,14838,,209.00
PD,14838,BARCLAY GALLUP BIOGRADE 360,4773.00
PD,14845,,44.00
PD,14845,MYSTIC PLUS S,2.00
PD,14846,,80.00
PD,14846,AVALON 250 EW,261.00
PD,14867,,4.00
PD,14867,SYNERO,5.00
PD,14869,CUPROBEL HYDRO,10.00
PD,14872,,22.50
PD,14872,BELLIS DRUPACEE,20.00
PD,14876,GRANDSTAND,25.00
PD,14879,,3.45
PD,14879,LONTREL 72 SG,7.65
PD,14884,,514.00
PD,14884,CORUM,6357.00
PD,14891,TRICO,5.00
PD,14897,,4.00
PD,14897,FLUROSTAR 200,57.00
PD,14900,KENKIO,20.00
PD,14918,,257.00
PD,14918,RIVIOR,70.00
PD,14919,EMERALD 125 PFnPE,0.15
PD,14935,,2288.00
PD,14935,TIMELINE TRIO,861.00
PD,14936,,1.00
PD,14936,AMPLIGO,604.00
PD,14938,DEDICATE,1.75
PD,14944,FLUXYR 200 EC,12.00
PD,14947,Trustee 450 PFnPE LQ btl 500 ml IT,2210.59
PD,14967,,95.00
PD,14967,TIPTOR ULTRA,227.00
PD,14969,,3660.00
PD,14969,HOPPER 480,20.00
PD,14970,POLYSECT ULTRA SL,1.00
PD,14972,DICARZOL 50 SP,12.00
PD,14980,,10.00
PD,15005,,11.00
PD,15005,FONTELIS,1.00
PD,15008,LBG - 01F34,12.00
PD,15013,NATRIA LUMACHICIDA,137.50
PD,15013,NATRIA LUMACHICIDA 1 kg,1.00
PD,15013,NATRIA LUMACHICIDA PFnPE,173.00
PD,15013,NATRIA LUMACHICIDA PFnPE 1 kg,153.00
PD,15023,,60.00
PD,15039,,0.50
PD,15039,GAMIT 36 CS,2.00
PD,15044,,807.00
PD,15047,R6 ERRESEI BORDEAUX WG,79.00
PD,15048,MOXYL 45 WG,72.00
PD,15049,,114.00
PD,15049,MODDUS,226.00
PD,15050,,96.00
PD,15050,VERTIMEC PRO,11.00
PD,15051,,3715.00
PD,15051,KYLEO,3630.00
PD,15052,,5.00
PD,15052,KAIMO SORBIE,82.00
PD,15056,,105.00
PD,15056,TOMCATO,509.00
PD,15058,,2.64
PD,15058,PRINCIPAL MAIS,264.52
PD,15059,,476.50
PD,15059,DECIS EVO,1263.25
PD,15059,DECIS EVO 1 L,6.00
PD,15062,,307.00
PD,15062,PIRAMAX  EC,164.00
PD,15063,NIMBLE,7.70
PD,15071,,41.00
PD,15071,EVOLUTION,172.00
PD,15083,,17.00
PD,15083,AUDACE,234.00
PD,15084,DRUM,7.00
PD,15096,,181.50
PD,15096,GLIPHOGAN TOP CL,5146.00
PD,15096,GLIPHOGAN TOP CL PFnPE,1222.50
PD,15096,GLIPHOGAN TOP CL PFnPE 500 ml,60.00
PD,15096,GLIPHOGAN TOP CL PFnPE da ML 500,48.50
PD,15100,NECTAR PLUS,68.00
PD,15101,CIMORAM ULTRA WG,558.00
PD,15102,CURZATE ERRE EVO,25.00
PD,15111,MIRADOR SC,156.00
PD,15115,,1357.00
PD,15115,PROSPER 500 EC,169.00
PD,15116,ELIOS R,32.00
PD,15119,FORTEZZA,6.00
PD,15120,,770.00
PD,15121,BIOCUPRO,20.00
PD,15122,ACTELLIC 50 NEWPHARM,2496.00
PD,15125,PROLECTUS,1.00
PD,15126,TALENDO EXTRA,10.00
PD,15127,,25.00
PD,15127,SANVINO,108.00
PD,15130,,65.00
PD,15130,INTREPID,186.00
PD,15142,,6993.00
PD,15142,ALCANCE SYNC TEC,4018.00
PD,15149,COSAVET DF EDGE,6270.00
PD,15177,,43.00
PD,15177,ROTATE PLUS DF,640.00
PD,15186,WEEDAGRO 600 D,2.00
PD,15198,,208.00
PD,15198,AZBANY,312.00
PD,15201,,4.00
PD,15201,FLOXY 400 SC,156.00
PD,15213,DEMETRINA FLOW,28.80
PD,15213,DEMETRINA FLOW PFnPE,8.10
PD,15221,ZETARAM PLUS,319.00
PD,15222,FOLICUR COMBI WG,30.00
PD,15223,PANTANI,120.00
PD,15229,,230.00
PD,15229,STOPPER P,20.00
PD,15232,,20.00
PD,15233,DALET TRIO,840.00
PD,15235,,272.00
PD,15235,MOMENTUM,233.00
PD,15247,STOY,25.00
PD,15250,COPRANTOL DUO,40.00
PD,15251,,866.00
PD,15251,AIRONE LIQUIDO,3040.00
PD,15253,,303.00
PD,15253,FALCON MK,20.00
PD,15263,DYNALI,96.00
PD,15264,,87.00
PD,15264,ENERVIN SC,1350.00
PD,15265,,337.00
PD,15265,PROMAN FLOW,1951.00
PD,15266,,10.00
PD,15266,QUARTET,2180.00
PD,15267,KUSABI,106.50
PD,15270,PROFELIS,0.03
PD,15275,DURAVIS,901.00
PD,15279,VARGAS,20.00
PD,15281,MICROMEGAS,40.00
PD,15285,PRIMMA STAR,2.80
PD,15291,,0.50
PD,15291,TURFENE PLUS,26.50
PD,15291,TURFENE PLUS PFnPE,1.00
PD,15293,,1.00
PD,15293,MAVITA 250 EC,168.00
PD,15294,,1435.00
PD,15299,METIX R,8.00
PD,15302,,53.00
PD,15302,AMYLO-X,221.00
PD,15307,,130.50
PD,15307,DEDALUS 25 WDG,12.50
PD,15310,NISSHIN EXTRA 6 OD,4.00
PD,15313,THIAMON FLOWZOLFO SC,250.00
PD,15315,,5.00
PD,15317,,5902.00
PD,15326,,2840.00
PD,15331,ZEFIR 25 WDG,3.00
PD,15335,,2.00
PD,15335,U 46 ULTRA,5.00
PD,15337,,2.14
PD,15337,EXPRESS,6.30
PD,15344,FILAN WG,7.00
PD,15346,,119.00
PD,15348,,24.00
PD,15348,RIDOMIL GOLD R LIQUIDO,428.00
PD,15349,,206.00
PD,15349,ARES 430 SC,338.00
PD,15356,,329.00
PD,15356,SPHINX SC,8.00
PD,15358,ZOLFO FLOW MCT,2370.00
PD,15363,,30.00
PD,15363,MEDEIRO 80 WG ADVANCE,110.00
PD,15369,MAGMA TRIPLE,65.00
PD,15374,NISHA,31.00
PD,15375,NIC 4,6.00
PD,15378,,237.00
PD,15378,TRAXOS PRONTO 60,789.00
PD,15379,,374.25
PD,15379,AXIAL PRONTO 60,753.50
PD,15384,,24.00
PD,15384,LUNA EXPERIENCE,291.00
PD,15389,,380.00
PD,15398,KAMIKAZE,2.00
PD,15401,,9175.00
PD,15401,TAIFUN MK CL,11769.00
PD,15401,TAIFUN MK CL PFnPE,108.00
PD,15402,DELTASAP,121.00
PD,15405,,321.50
PD,15405,SHAMAL MK PLUS CL,2320.00
PD,15409,DECISION,247.00
PD,15411,DISHA,6.00
PD,15416,DIZOLE,23.00
PD,15422,,8.10
PD,15422,TITUS DUO,53.55
PD,15448,,4.00
PD,15448,REBEL TOP,50.00
PD,15449,,301.00
PD,15449,CIDELY,383.00
PD,15451,ELIOS WG TOP,5.00
PD,15483,,220.00
PD,15483,WISH,3.00
PD,15491,,97.50
PD,15491,SWORD UP,432.00
PD,15493,SIMUN 40 OD,87.00
PD,15498,ARPEL DUO,92.50
PD,15499,SONG 70 WDG,468.50
PD,15501,QUIZ,95.00
PD,15507,,125.00
PD,15507,CREW SUPERB,57.00
PD,15513,,25.00
PD,15513,OSSICLOR 35 WG GREEN,2147.00
PD,15514,CUPRAVIT BLU 35 WG,5.00
PD,15515,POLTIGLIA 20 PB GREEN,20.00
PD,15534,PREVINT DUO,5.00
PD,15536,,257.00
PD,15536,ANTAL,2.00
PD,15537,DELTAGRI,213.00
PD,15543,LUMACHICIDA FER,58.00
PD,15546,,57.30
PD,15546,BIATHLON 4D,155.25
PD,15549,,133.00
PD,15549,PROLECTUS 50 WG,3.00
PD,15550,,132.00
PD,15550,MERLIN FLEXX XTRA,134.00
PD,15553,,4.50
PD,15553,REGALIS PLUS,4.50
PD,15562,BELURE-T,1.54
PD,15566,,28.00
PD,15566,VISION PLUS,78.00
PD,15567,BELPROIL-A,12.00
PD,15574,,50.00
PD,15574,KARMA 85,575.00
PD,15583,,140.00
PD,15591,PREVINT TOP,1.00
PD,15597,CHECKMATE PUFFER CM,3.38
PD,15598,CARPOVIRUSINE EVO 2,62.00
PD,15610,CYPERKILL 50 EC,73.00
PD,15612,,0.30
PD,15612,SEMPRA,7.15
PD,15618,FULLDINA 400 SC,4.00
PD,15621,BOTTO 50 EC,197.00
PD,15622,CURZATE R WG BIANCO,1.00
PD,15629,BADGER 45% WG,7.50
PD,15630,,290.00
PD,15630,CARSON 45% WG,255.50
PD,15635,,566.00
PD,15635,ADENGO XTRA,1556.50
PD,15635,ADENGO XTRA   da LT 0.500,1.50
PD,15654,ACCORD,230.00
PD,15655,KEETON 25 WG,2.00
PD,15662,LESTRA,5.96
PD,15663,CUPRAVIT 35 WG,10.00
PD,15664,KORING 25 WG,35.00
PD,15665,,11.80
PD,15665,KEMPO SORBIE,19.20
PD,15668,,12.25
PD,15668,GHIBLI 240 OD,0.25
PD,15674,,7.55
PD,15674,AMADEUS TOP,29.05
PD,15689,,42.00
PD,15689,DIFENZONE,212.00
PD,15693,LISTEGO,35.00
PD,15712,SATELITE,1609.00
PD,15713,,4.60
PD,15713,DIABLO SC,4.00
PD,15718,GRANSTAR TRIO,0.60
PD,15722,,75.00
PD,15722,ARMICARB 85,380.00
PD,15725,DUAXO PFnPE,5.40
PD,15736,KOPRON 35 WG,97.00
PD,15738,,2.00
PD,15741,,660.00
PD,15741,AVADEX FACTOR,40.00
PD,15744,REBOOT,65.00
PD,15748,,156.00
PD,15748,SYLLIT 544 SC,88.00
PD,15751,,30.00
PD,15751,VITENE TRIPLO R,63.00
PD,15751,VITENE TRIPLO R PFnPE,0.50
PD,15752,,2.00
PD,15752,CIDELY TOP,14.00
PD,15753,PYXIDES DUO,283.00
PD,15754,,200.00
PD,15754,SHARPEN 33% EC,22.00
PD,15769,,3098.00
PD,15780,OSSICLOR 50 PB GREEN,190.00
PD,15806,,10.00
PD,15806,ONYX,6.00
PD,15808,,3.00
PD,15808,CYMBAL FLOW,377.00
PD,15831,,10.00
PD,15834,,6.00
PD,15834,TRACER 120,1.00
PD,15836,RATRON GW,22.00
PD,15837,RATRON GL,7.50
PD,15838,,1110.00
PD,15838,ROUNDUP ULTRAMAX,2560.00
PD,15847,,7.50
PD,15856,,1.00
PD,15856,AZAKA,28.00
PD,15868,CENTURION PRO,260.00
PD,15869,,576.00
PD,15869,OPTIX STAR DISPERSS,2262.00
PD,15870,CLIOPHAR 600 SL,2.40
PD,15886,,170.00
PD,15886,METAREX INOV,85.00
PD,15890,CURZATE 60 WG,4.00
PD,15892,BANG PLUS,183.00
PD,15897,ALFIL WG,110.00
PD,15898,,2.50
PD,15898,FILAL WG,7.00
PD,15898,FILAL WG 250 g,1.25
PD,15898,FILAL WG PFnPE,11.25
PD,15899,SILICOSEC,3030.00
PD,15900,,1290.00
PD,15900,TRIKA EXPERT,5440.00
PD,15901,,13130.00
PD,15901,ERCOLE,23807.00
PD,15907,PRESIDIUM ONE,249.00
PD,15910,KARAKAS,23.00
PD,15911,,36.00
PD,15911,SPIROX,642.00
PD,15915,,171.00
PD,15915,STARANE HD,93.00
PD,15926,,295.00
PD,15926,MOJANG 600,2013.00
PD,15930,,0.75
PD,15930,TOMIRIS 125 EW,38.00
PD,15948,,6.00
PD,15948,SINSAJO,26.00
PD,15961,RETENGO NEW,144.00
PD,15965,BORDER,95.00
PD,15975,HIATUS,1.80
PD,15990,,8.00
PD,15990,SCIROCCO 125 EW,95.00
PD,15990,SCIROCCO 125 EW PFnPE,1.00
PD,16007,,2067.00
PD,16007,REWARD,51.00
PD,16023,DIMBO 480 SL,113.00
PD,16032,,73.00
PD,16032,RADAR 10 EC,41.00
PD,16034,,2.00
PD,16034,DOURO 100 EC,37.00
PD,16037,,25.00
PD,16037,MOJANG TX,125.00
PD,16038,CABRIO WG,16.00
PD,16050,RADIANT SC,1.25
PD,16051,LENNS,25.00
PD,16051,LENNS PFnPE,1.25
PD,16054,,39.00
PD,16054,SINSTAR,48.00
PD,16056,SARACEN,0.50
PD,16065,SERRATE,3.00
PD,16066,,3.75
PD,16066,RADIANT PRO,75.13
PD,16068,,100.00
PD,16068,FOLDER 80 WG,1250.00
PD,16071,MESOZIN 70 WG,60.75
PD,16074,,12.00
PD,16074,GLORIAL 25 EC,60.00
PD,16076,,36.00
PD,16076,SOLIS,183.00
PD,16084,BREVIS,9.50
PD,16085,,5.44
PD,16085,TRIMUR,3.56
PD,16086,NEMGUARD GRANULES,9.00
PD,16089,BUGUIS,385.24
PD,16092,,12.00
PD,16092,CICLOPE,165.00
PD,16098,,92.75
PD,16098,NIBER 70 DF,2.75
PD,16099,,10.25
PD,16099,SINIS 70 DF,2.75
PD,16101,TOPAS COMBI LIQUIDO,298.00
PD,16104,ELECTIS TRIO WDG,166.00
PD,16107,,79.00
PD,16117,SERBY,6.00
PD,16149,,37.00
PD,16161,,36.00
PD,16161,CENTURY SL,758.00
PD,16167,MARACANA,45.00
PD,16170,,670.00
PD,16170,TRICUP FLOW,1860.00
PD,16171,,11.80
PD,16172,,7.00
PD,16172,CAL-EX 1.9 EW,2.00
PD,16178,,4310.00
PD,16191,,648.00
PD,16191,TRIMAXX,622.00
PD,16194,ETRAVON PRO,9.00
PD,16197,COPPERFIELD 17 WG,600.00
PD,16198,EVORAM 15,3630.00
PD,16199,CUPRORAM 35 WG BLU,99.00
PD,16200,CUPRORAM 35 WG NC,50.00
PD,16204,,180.00
PD,16205,IDROX 20,5410.00
PD,16210,PowerRam Idro 20 HiBio,4.00
PD,16221,,0.60
PD,16221,MADEX TOP,18.00
PD,16224,,185.00
PD,16224,CUPRORAM 37.5 WG,90.00
PD,16226,,330.00
PD,16226,CIMOTER RAME WG,72.00
PD,16229,RAM CYM 44 WG,17.00
PD,16232,MINERVE,14.60
PD,16248,FERREX,132.00
PD,16249,CARDINAL 50 WG,1.00
PD,16251,,20.00
PD,16251,AFFIRM OPTI,30.00
PD,16252,,245.00
PD,16252,AMISTAR GOLD,15.00
PD,16261,,5.00
PD,16261,BELOUKHA,40.00
PD,16271,,185.00
PD,16271,FRESCO,300.00
PD,16273,,87.00
PD,16273,SIVANTO PRIME,1175.00
PD,16277,,130.00
PD,16277,ALMADA 50 SC,420.00
PD,16277,ALMADA 50 SC 1 L,2.00
PD,16279,ERCOLE GR,470.00
PD,16280,,20.00
PD,16282,DIMIX,59.00
PD,16283,,1.00
PD,16283,QUANTUM R-OK,142.00
PD,16285,,1616.00
PD,16285,KALIMBA,287.00
PD,16287,,369.00
PD,16287,SOLIGOR,630.00
PD,16288,,537.75
PD,16288,AMPEXIO,98.50
PD,16290,,4.63
PD,16290,AMADEUS ULTRA,5.26
PD,16293,,3.00
PD,16293,PACLOT NEW,6.00
PD,16295,RAPAX AS,44.75
PD,16296,PERGADO D,329.00
PD,16299,,4177.00
PD,16305,BONZI,6.00
PD,16312,TOMIGAN,30.00
PD,16314,ZOXIS 250 SC,197.00
PD,16323,PENDIWIN,47.00
PD,16325,,2462.00
PD,16325,EPIK SL,3819.84
PD,16325,EPIK SL 1 L,1.00
PD,16325,EPIK SL PFnPE,0.15
PD,16335,,359.00
PD,16335,LIETO SC,4254.00
PD,16336,DELAN SC,46.00
PD,16354,SHARDIF 250 EC,60.00
PD,16361,FULL 80 WG,11.00
PD,16363,,429.70
PD,16363,SIRTAKI,1406.80
PD,16364,,2032.00
PD,16364,BISMARK,6788.00
PD,16369,,10.00
PD,16369,ORTIVA TOP SC,445.00
PD,16379,,277.00
PD,16379,PREV-AM PLUS,1707.00
PD,16381,,46.00
PD,16381,CALLICORE,89.00
PD,16384,,3263.00
PD,16384,ELATUS ERA,755.00
PD,16385,,192.75
PD,16385,ELATUS PLUS,206.25
PD,16387,HERBITOTAL CL,198.00
PD,16395,,77.00
PD,16395,MOHICAN 500 SC,6.00
PD,16396,,7.00
PD,16396,TEMSA 100,167.00
PD,16402,ENVIROMITE FL,0.75
PD,16415,MADEX TWIN,5.70
PD,16420,EXPEDIENT 10 EC,1.00
PD,16438,,88.50
PD,16438,VELUM PRIME,12.00
PD,16448,,10.00
PD,16448,NEALTA,2.00
PD,16457,,445.00
PD,16457,POLTIGLIA 20 WG GREEN,5403.00
PD,16459,SOLEIL 50 WG,18.00
PD,16461,CENTURION 240 NEO,949.00
PD,16463,KATOUN,25.00
PD,16470,COLUMBO 08 MG,329.00
PD,16472,,146.00
PD,16472,CONVISO ONE,24.00
PD,16474,,6.10
PD,16474,MATSUDA 25 WG,0.50
PD,16475,CLEAVE,108.00
PD,16480,,412.00
PD,16480,3LOGY,1482.50
PD,16481,,1439.70
PD,16485,ROMULAN,6.00
PD,16492,,52.00
PD,16492,VASCO,20.00
PD,16500,TRIBAL,5.79
PD,16501,INSTRATA ELITE,9.00
PD,16509,IBISCO,1.20
PD,16509,IBISCO PFnPE 200 ml,4.00
PD,16509,IBISCO PFnPE 50 ml,2.40
PD,16527,TELLUS WP,1.00
PD,16531,TEMPORIS STAR,148.00
PD,16532,ROSBAY,0.40
PD,16536,,10.00
PD,16538,KITAMBA,873.00
PD,16543,AuRam Idro 22 HiBio,150.00
PD,16545,COPRANTOL HI BIO 20,1500.00
PD,16562,,240.00
PD,16562,DELAN PRO,1985.00
PD,16563,,22.00
PD,16563,DOROTRIN 25 EC,129.00
PD,16564,,120.00
PD,16565,EXECUTIVE GOLD,0.30
PD,16566,KUPPER 20 WG,28.00
PD,16567,,3790.00
PD,16570,,12.00
PD,16570,SENCOR 600 SC,71.00
PD,16573,FIGHTER,377.00
PD,16575,TRIMMER 50 WG,20.30
PD,16577,,27.00
PD,16577,U46 COMBI DUO,96.00
PD,16578,,2.00
PD,16578,MELODY COMPACT WG,70.00
PD,16596,SANIUM SL25 PFnPE,78.02
PD,16596,SANIUM SL25 PFnPE 100 ml,9.70
PD,16596,SANIUM SL25 PFnPE 5 ml,0.95
PD,16597,SANIUM SL25 GIARDINO PFnPO,1.20
PD,16598,SANIUM AL PFnPE,217.00
PD,16598,SANIUM AL PFnPE da ml 800,10.40
PD,16599,SANIUM AL PFnPO,18.60
PD,16606,PHYTO SARCAN,100.00
PD,16607,,230.00
PD,16616,,1659.00
PD,16616,VALLEY,1987.00
PD,16618,COLZA POWER,6.00
PD,16618,COLZA POWER PFnPE,4.25
PD,16619,ACTELLIC SMOKE GENERATOR,198.70
PD,16625,,0.20
PD,16625,MAINSPRING,0.80
PD,16630,NATUREN LIMEX,12.00
PD,16630,NATUREN LIMEX PFnPE,478.55
PD,16630,NATUREN LIMEX PFnPE da KG 1,7.00
PD,16632,,1.50
PD,16632,LUNA SENSATION,2.50
PD,16640,MAZA 4% SL,44.00
PD,16643,,180.00
PD,16643,SUCCESS GR,2112.00
PD,16654,POLYVERSUM,10.00
PD,16657,CENTURY PRO,490.00
PD,16658,,97.00
PD,16658,DAGONIS,440.00
PD,16660,,162.00
PD,16663,ACTLET F,282.00
PD,16667,,225.00
PD,16667,REVOLUTION,894.00
PD,16690,,323.50
PD,16690,KESTREL,678.50
PD,16694,CHANON,35.00
PD,16699,RIMURON,0.30
PD,16701,,0.10
PD,16735,LOBETEC,30406.43
PD,16744,JOYSTICK,5.00
